gene,p,mean
B9D2,0.0015949876392149893,0.3733091620683204
DBNL,0.0015982289497544317,-0.31547728787168877
SUV39H2,0.0016023545010791717,-0.3490307559842879
MGAT5B,0.0016084736139029357,-0.4103141210022882
PLAAT4,0.0016084736139029357,0.2986292782130639
NGRN,0.00161341083446442,-0.37559849008294055
CPEB3,0.0016140434779063836,-0.3668926658605808
CPSF7,0.0016184457541272227,-0.3620672044437871
IRX3,0.0016223387164894193,0.2819997448966362
CHST15,0.0016223387164894193,0.3537428940651218
PMEPA1,0.0016223387164894193,0.3806719764348945
HLA-DMA,0.0016433362801995589,0.27661134679872157
STING1,0.0016503994763643367,0.37055222357607437
GEMIN5,0.0016582324658481764,-0.3580209407745585
CCDC88A,0.0016645967045938951,0.33985307508177853
DERL3,0.0016645967045938951,0.487884107680994
ZXDC,0.0016680984879047667,-0.3461437838772355
N4BP2L2,0.0016690120629743854,0.39454819263269736
ZC3H6,0.0016728267271017717,0.30881610600388776
ATL2,0.001678906220348604,-0.3537011845232062
CPXM2,0.001678906220348604,0.3165643323187853
LIPG,0.001678906220348604,0.37363089742535394
BNIP3,0.0016860835943139918,0.31470224294270344
COL3A1,0.0016925239952862092,0.34584982539976283
ARSG,0.0016933288211883515,0.3660944725187608
MVD,0.0017078653095506252,-0.45460215706427676
CHDH,0.0017078653095506252,-0.4251869792417856
TOMM22,0.0017078653095506252,-0.3312157976673661
APOL1,0.0017078653095506252,0.3861668251747033
CTHRC1,0.0017151698397522746,0.4116041321436122
ABCB7,0.0017225097952876026,-0.33943523665509573
KMT5A,0.0017225164927738817,-0.3335710245304974
TNRC6B,0.0017225164927738817,-0.3214739873030533
UQCRC1,0.0017225164927738817,-0.3171917300768684
SRP68,0.0017225164927738817,-0.2863068065536024
CCNG2,0.0017341111018293477,0.3211802082131625
ALDOB,0.001737283183120966,0.24015864070481194
EIF2A,0.001737283183120966,0.39280853531503074
C15orf39,0.0017444317899312585,-0.34791929593630455
MIR600HG,0.0017521594052587331,-0.3162879553828214
BTN3A2,0.0017521661978025921,0.24691288296539343
RPL36,0.0017596447670170858,0.37729040508888784
RNF216,0.0017671663590008877,-0.3345474877487916
SP110,0.0017796267978273089,0.361995892414442
WDR20,0.0017822844938929906,-0.40957049155852443
DCDC2,0.0017826266405773792,-0.39814288513025387
SMARCC1,0.0017975214346747036,-0.42947814570931975
FAM118B,0.0017975214346747036,-0.4116615772246667
STXBP3,0.0017975214346747036,0.3362449503029495
LAG3,0.0017975214346747036,0.3781389752825108
CD44,0.0017975214346747036,0.43513669405034155
RGS1,0.0018128780185842472,0.3304689009662529
MYOM2,0.0018148328588833878,-0.30337397429130725
PRRC2B,0.0018174232401965778,-0.3525225137801956
MMP15,0.0018187899894460283,-0.3252416319337058
C5orf34,0.0018283550879260111,-0.33959508149438633
ZNF551,0.0018283550879260111,-0.33279505598833303
ITIH3,0.0018439534900943988,0.3416650404077371
GNAT1,0.0018439534900943988,0.27502410506138075
FKBP4,0.0018439534900943988,-0.36880085557472797
TMEM234,0.0018560651443930757,0.3142200174979724
LRRC75A,0.0018596526743268108,-0.5885414198161543
PGBD1,0.0018596740775977403,-0.3604890165279936
FBH1,0.0018596740775977403,-0.2464503739298367
TMTC4,0.0018736090436544002,-0.35376374148614964
POMP,0.001874078977576561,0.34757977176574184
OVOL2,0.0018834715146920933,-0.32996662243423935
LINC00470,0.001890657862615753,-0.33897246812983806
WWP2,0.0018914852443559654,-0.3903005596854089
LYPLAL1,0.0018914852443559654,0.3250712222809775
CACNA1A,0.0018995084881320598,0.3407195865722955
C1QB,0.0019075775544130011,0.34141502067967183
TSHR,0.0019075775544130011,0.27168785526932887
PICALM,0.0019075775544130011,-0.3024186176791839
PEX14,0.0019075775544130011,-0.3627082346115569
CORO6,0.0019237808387450818,0.40609168945333596
EHMT1,0.0019237955114574815,-0.29829875686511104
DHH,0.001940139993927842,0.3337006461700085
TCF4,0.0019463592972589546,0.35068953947177844
NLRP1,0.0019566118855210463,0.4882021668480335
EMC6,0.001964888422298617,-0.32483659624931505
NUDT22,0.0019732120752168764,-0.36656173037540984
ARHGEF5,0.0019732120752168764,-0.33513239283650886
LAX1,0.0019732120752168764,0.3718763409953328
AQP9,0.0019732120752168764,0.6005695702985713
LCP2,0.0019864278035807,0.31866088622328814
IRF2BP2,0.001989941457302318,-0.2796673355168425
NHEJ1,0.002006800931395938,-0.4007624551943644
ZSCAN18,0.002006800931395938,-0.36588788330724886
CFDP1,0.002006800931395938,-0.3014094920715279
MRPS2,0.00201289672485021,-0.3700122365331674
PRKAR2A,0.002015272113545635,-0.4178287987135242
BMERB1,0.0020237837540456813,0.33706621723175323
SHQ1,0.0020237914024723927,-0.2711275275540898
BHLHE22,0.0020237914024723927,0.3493252315313551
SELPLG,0.0020408983778539163,0.5209864882393688
MPST,0.00206175543896388,-0.32547083492005924
USP32,0.0020689955288812974,0.34243811682706665
GZMM,0.0020755579282017047,0.3657487617664763
CD2BP2,0.0020755579282017047,-0.3050929966037139
GALT,0.0020755579282017047,-0.4295898899357201
ATAD3B,0.0020829111565191477,-0.4007397282837932
SP5,0.0020855117431148274,0.35733509834662225
AARS2,0.0020930815449369013,-0.44947228714734605
OXR1,0.0020930815449369013,-0.37704340143853615
ATP5MC3,0.0020930815449369013,-0.34412866851171675
SSNA1,0.0020930815449369013,-0.3031326717000612
SH3TC2,0.0020930815449369013,0.3217621484877158
NRBP1,0.002100832156579399,-0.3167367929340229
PCDHB11,0.002109656593473996,0.334404211634611
TPK1,0.0021107407647295126,0.39728006224482215
MVK,0.0021125348460463334,-0.3364331855639122
STIP1,0.002119349547484464,-0.34252751812093735
THOC1,0.0021270796580858432,-0.3245742207412279
SLC4A5,0.0021374699042703373,0.3104713412646975
TCHP,0.0021464697695278714,-0.4368917604129186
MTERF1,0.0021464697695278714,-0.4333586409974478
GAK,0.0021464697695278714,-0.2984974490733412
GUCY1A1,0.0021464697695278714,0.41406284652609343
C1orf115,0.002150971760622336,-0.3156821530933245
VEZT,0.0021645414464011798,0.28885300616355797
KIAA1586,0.0021698495098869367,-0.2874650513211635
FKBP1B,0.0021827443723449916,0.34048276770223707
MED13,0.002182752510116869,-0.31622126156218267
IFT88,0.0022011039205681085,-0.3052550532093545
CLDN7,0.0022103161136014017,-0.3715290496832532
TMEM45A,0.0022103243354534797,0.4247040990294133
CCL4,0.002219588393208606,0.4749517476824344
PRAME,0.0022195966432768614,0.3308856476684434
ERC2-IT1,0.0022195966432768614,0.34116834635604487
GRB10,0.0022288880216510265,0.3220892848426401
CFB,0.0022382316494190114,0.28836248186518787
IRAG1,0.0022382316494190114,0.33184730856466277
TMEM40,0.0022382316494190114,0.38122583621036893
CYBB,0.0022382316494190114,0.4182064548331841
IKZF4,0.002257001552167694,0.38356393103094033
ANKEF1,0.002257009915849501,-0.3779290943309099
CPSF1,0.002257009915849501,-0.36321950002784653
ZNF219,0.002257009915849501,-0.340516217722138
FGD3,0.002275932425127577,0.3562568681246582
ZNF469,0.002275932425127577,0.48402553686077804
LAD1,0.0022851236585477996,-0.33224269838933407
RADIL,0.002292572496002454,-0.3392865837943099
FOXP2,0.00231421413113644,-0.35689811502192514
SCML1,0.00231421413113644,-0.3175062153964528
IFFO1,0.00231421413113644,0.4054365718345603
RETSAT,0.002333575321734712,-0.41766117124724145
IGF2BP2,0.002333575321734712,-0.3840859699165188
ECSIT,0.002333575321734712,-0.34115533304046997
CHERP,0.002333575321734712,-0.3099010714921706
LGALS12,0.002333575321734712,0.3265382777736274
RPS6KA2,0.002333575321734712,0.46402135592727795
RILPL2,0.0023360253218322052,0.3841782170433618
LAIR1,0.0023530847429662945,0.33239304201864234
PBX4,0.0023628779899292785,0.4419384321267761
LPIN1,0.0023727434062917356,0.3870120007135234
DVL2,0.0023727434062917356,-0.48486482656705526
TUBGCP2,0.0023735333905249506,-0.33055673490408755
FAM151A,0.002392517241661708,-0.4194675043384021
PSKH1,0.002392552329028169,-0.33279970979647566
NSD3,0.002392552329028169,-0.30142428838477764
LRP4,0.002392552329028169,0.31741178721372926
MIR503HG,0.002392552329028169,0.37778535638528865
GTF3C3,0.0024125116297594846,-0.363958646365936
TM9SF4,0.0024125125343748524,0.4040792104369405
FASN,0.0024203920988972428,-0.34218817004537794
PRAF2,0.0024326250514387685,0.36546298183524284
NCAPH2,0.002440604604412839,-0.32566736383553185
PRTFDC1,0.0024528909152603004,-0.29437738452844364
ELOB,0.0024528909152603004,-0.2966616496964915
HSD17B8,0.0024528909152603004,-0.3228598597322902
PRORP,0.0024630726950551317,-0.3486545436671381
DGAT1,0.0024733111668388836,-0.4834992136499422
SUN2,0.0024733111668388836,-0.35588758502892387
RPS19BP1,0.0024733111668388836,-0.3192002513290026
HSPBAP1,0.0024733111668388836,0.3737622333964414
DYRK3,0.0024733111668388836,0.37622381344825595
PARD3,0.00247756391287323,-0.33210691754779087
GALM,0.0024968015310824483,-0.30593496066937903
IFI27,0.00250419689592699,0.3513599034861257
ELMO1,0.0025146098921260203,0.44650288168179875
PBRM1,0.002514619027214787,-0.4321236511180883
EPHX2,0.002514619027214787,-0.4187507250589465
PIP4P1,0.002535508748038182,-0.27148815109728414
GATAD2A,0.002535508748038182,-0.38117842827340775
PLP1,0.002541552643099543,-0.3340979756125868
NCKAP5,0.00254600379323413,-0.4290675889784923
UNC45A,0.0025515415631345755,-0.306461730351466
PSENEN,0.002556538562828355,0.3222058270391743
LSG1,0.0025565570807224948,-0.33241371309516077
IL4I1,0.0025565570807224948,0.30901701755481953
SMUG1,0.0025744127572623547,-0.3466887668471309
SCG5,0.0025777557750268007,0.34254260671521813
MDK,0.0025777650964494657,0.26464929604259
THADA,0.002585967299625956,-0.3140963508516521
C2orf68,0.0025951706054540198,-0.3324006684090634
OAF,0.0025991338725150017,-0.3131503436239974
BRMS1,0.002617979173957,-0.34120903830877813
RIPOR2,0.0026206644923551484,0.29052088961540157
ASH2L,0.002631481354802929,-0.3018259137022091
PLEKHB2,0.002642358045572188,-0.40416975076827777
XKR6,0.002642358045572188,-0.29745100982257067
PRKCH,0.0026642060531013134,0.32896747768202794
BRF2,0.002664215627960668,-0.41288696895121246
RPS6KA1,0.002664215627960668,-0.2711452384518035
JKAMP,0.002664215627960668,0.2804038974503309
SLC6A6,0.002664215627960668,0.3010807958769716
UCP2,0.002664215627960668,0.36158741895860713
POP1,0.002664695522934312,-0.34585507478777866
EPPIN,0.0026742560395502093,-0.4066781249678474
ZNF124,0.0026751966672853406,-0.37402761498920534
DNAJB14,0.0026862383415335693,0.26870525300320813
CACNB1,0.0026862383415335693,0.3119239881188621
KCNK16,0.0026924743419655542,0.3203340113139928
ZNF280A,0.002697302297213529,-0.3411677660156171
C7orf25,0.0027084272945484622,-0.3697628693310631
PAK1,0.0027084272945484622,-0.36129917926956556
NDUFC2,0.0027084272945484622,-0.3404613019184107
PPIP5K1,0.0027084272945484622,-0.33460886879922264
SNRPA,0.0027084272945484622,-0.32728848222371143
FITM2,0.0027084272945484622,-0.3237025742943703
PROSER2,0.0027084272945484622,-0.2949040688270528
PWWP3A,0.0027084272945484622,-0.2645670662018304
SMC1A,0.0027185746362738254,-0.33474493275766526
ASB3,0.0027195747226980327,0.30872102130371826
SLC25A20,0.0027201656178221017,-0.2972906662386122
DHRS1,0.002730783601533693,-0.3868817031319044
NDUFA10,0.002730783601533693,-0.28723891524123535
GGT5,0.002730783601533693,0.3645782868020083
MYBPH,0.002730783601533693,0.387707517870217
VWCE,0.0027532887151571744,0.34765279577443775
CDC14B,0.0027533083833146724,-0.36371514356766615
AKR1A1,0.0027533083833146724,-0.3422836159174375
DECR2,0.0027678312054967586,-0.32364786076961716
MBD1,0.0027760027670401125,-0.2651495091963957
DHX38,0.0027760027670401125,-0.2611760204397653
SLC18B1,0.0027760027670401125,0.4122251708248538
GCA,0.002787403980787328,0.3693166869178781
KLHL12,0.0027910716148039235,-0.34526857873946204
AK4,0.0027988579203010004,-0.2882312361409488
PPFIA4,0.0027988678862084057,-0.39040083998073216
PLA2G7,0.0027988678862084057,0.31355846696656553
BASP1,0.0027988678862084057,0.4578577214742293
PPP1CA,0.0028038594375845004,-0.3006284880568202
MSL2,0.0028219048806939566,-0.3086691087200334
ZSCAN5A,0.0028219048806939566,-0.29164122688729205
ITM2B,0.0028219048806939566,0.3067047986113157
ARL6IP6,0.0028219048806939566,0.3894092027203987
TLR2,0.0028219048806939566,0.5172420135216189
XRN1,0.002839799401223115,0.3530566727234217
SDR42E1,0.002845104797563234,-0.3166842307258759
YWHAZ,0.002845114896773573,-0.30764862205449406
PLEKHO1,0.002845114896773573,0.3288691191513873
SRRT,0.002845114896773573,-0.3431747104111167
SRRM3,0.0028584651361834475,-0.3126237871331431
GSK3A,0.0028626165570343884,-0.3117406924840138
XPO5,0.002868478754329757,-0.389677388095223
SSTR1,0.0028684990871529438,-0.46987851842725975
METAP1,0.0028684990871529438,-0.2709058395864073
SCPEP1,0.0028684990871529438,0.30252610166551747
MSI2,0.0028684990871529438,0.3503240027776543
CRABP2,0.0028684990871529438,0.3871018815798234
SLC15A4,0.0028684990871529438,0.46716814387933736
UPF3A,0.002892058610993085,-0.34641705267669015
CCDC88B,0.002892058610993085,0.35302627122144586
NUAK1,0.002892058610993085,0.37687429015760116
PPARGC1B,0.0029038839511005424,-0.3913718080247556
THAP4,0.002915794633936855,-0.3742935008206293
UBTD2,0.002915794633936855,-0.3296627272673258
RBM17,0.002915794633936855,-0.2915070338842727
SCFD1,0.002915794633936855,0.27221497949754064
PPP1R16B,0.002915794633936855,0.36405814643328743
HERPUD1,0.0029297431304744067,0.3423769355946197
GSTA1,0.002939697957815344,-0.3958080120287862
GRAMD1A,0.0029397083281354945,-0.3514350993257018
LIMD2,0.0029397083281354945,0.34474267564600664
ASPSCR1,0.0029397395192191406,-0.3271355900469864
RAMP3,0.00296379043323033,0.3239822666515731
SRD5A3,0.0029638008722752355,0.4262305271085225
EXOC4,0.0029699504971728067,-0.33083502310827995
AURKAIP1,0.002988062943452221,-0.38681959508781827
AKIRIN1,0.0029880734516038966,-0.381768544587744
AHCY,0.0029880734516038966,-0.3255627557761315
BRD9,0.0029880734516038966,-0.29599018395602616
DIPK1B,0.0029880734516038966,0.3445967823550143
SLC25A41,0.003012527257957529,-0.33122296228178527
MNX1,0.003012527257957529,-0.31290714408807796
ZSCAN10,0.003012527257957529,0.25590245388004645
TNFRSF8,0.003012527257957529,0.30116642324363385
CAMK1,0.003015030875414951,-0.3354931789426386
CFAP263,0.003024794795292602,-0.28766022114829054
VASN,0.0030248118829940317,0.45535853851795766
PABPC3,0.003037163489787103,0.5199135759595854
TMEM203,0.003037163489787103,-0.3494917487946133
ZNF304,0.003037163489787103,-0.3811543370412175
CENPL,0.003049539708986589,-0.3133758732743813
SLC22A17,0.0030619833521852227,0.3440803669078471
INHBA,0.0030619833521852227,0.6201317295174226
SMARCB1,0.0030846257415529407,-0.3533230290539001
NDUFB9,0.0030869880569128908,-0.3379446798308048
UBE2Z,0.0030869880569128908,-0.2951477208057752
BATF,0.0030869880569128908,0.31306285760170394
DHRS2,0.0030869880569128908,0.4229424723449012
ELP3,0.0030917956835525475,-0.3320764907765969
GALNT8,0.0031121679629563955,0.29310915595523807
DUOX1,0.0031375568739034614,0.33835816244404265
IRF4,0.003142583293865165,0.35491871342717063
ATG2A,0.003143415586401294,-0.3130322156616158
VNN2,0.003163123443271417,0.4173094147276425
PHRF1,0.003163123443271417,-0.32634184811587497
EIF3A,0.0031888797692327577,-0.295311313779284
DIS3L2,0.0031888797692327577,-0.2754609669115652
ZNF83,0.0031888797692327577,0.3265034427048324
SP140,0.0031888797692327577,0.4106239655490851
FOLR1,0.0032148159497337515,0.26730219766119134
LMTK2,0.003214827097292652,-0.33951245855602136
TRNAU1AP,0.003214827097292652,0.22311411478465243
DPT,0.003214827097292652,0.34544943198430633
ASRGL1,0.003218647756181539,0.3499778593329371
RPP25,0.0032338803724897107,-0.31021286050615926
DAG1,0.003237464299435693,-0.3121379159011347
DIP2B,0.003240955459214651,-0.25557214556218455
HIBADH,0.003240955459214651,-0.3494159886072746
STX12,0.0032409666797858006,-0.3535510068964526
C3orf33,0.0032409666797858006,-0.3322274108231006
CIAPIN1,0.0032409666797858006,-0.3012701854936846
LUZP2,0.0032409666797858006,-0.28915115684998166
CDT1,0.0032409666797858006,-0.2817989338643341
PPP1R13L,0.0032409666797858006,0.3647205536072481
ATG4D,0.0032496108590933,-0.30953065185046724
IMMT,0.003267299775903349,-0.3520763553522353
LMNTD2,0.003267299775903349,0.262623556004666
IRS2,0.003267299775903349,0.3851274099544302
REG3A,0.003293713974823376,0.21301590350380856
REG4,0.0032938276517198673,0.2811259643948007
ISYNA1,0.0032938276517198673,0.3330710350901716
CAPN1,0.0032938276517198673,-0.28284389136553945
AK2,0.0033205515802203767,-0.36912174572342943
ATXN7L3,0.0033205515802203767,-0.3274811728192662
PTK2,0.0033205515802203767,-0.3177890257407948
CD19,0.0033205515802203767,0.32471443856266563
JAKMIP1,0.0033205515802203767,0.32947657658369844
NCOR2,0.0033205515802203767,0.34865459694739753
MAP3K2,0.0033339759846637276,-0.529861875234468
UPK3A,0.0033474613247002627,0.28524707722953213
ZSCAN25,0.0033474728413273704,-0.3130593070963247
AMT,0.0033474728413273704,-0.29989446701470635
PRSS22,0.0033474728413273704,0.525747358817867
MPV17,0.003347754815954188,0.34533809857467823
ACTN3,0.0033725703948350445,-0.353265446823056
CPNE2,0.003373758430646255,-0.3415957201280095
MYO5A,0.0033745927219278604,0.28229401667384646
PPP1R18,0.0033745927219278604,0.30901273960866826
ZSCAN9,0.0033797384145819467,-0.33888788075965004
PDZD8,0.0033837882913897023,-0.3237766302147727
SERP2,0.0033882159192864278,0.25888770955760954
IDH1,0.003401912515900478,-0.36603983907289994
CPA3,0.003401912515900478,0.392641498059129
SLC15A3,0.003429421781222291,0.3131327536578938
NIPBL,0.0034294335241425583,-0.32132438118447626
DNAJC24,0.0034294335241425583,0.2977500362073193
EGFL7,0.0034294335241425583,0.3962451540575334
ACTR1A,0.0034296959474975487,-0.309035925982693
YBEY,0.003444196293367217,0.35769775988048347
FAM229B,0.0034491653724068503,0.2987282349015342
PIH1D2,0.0034571452354278374,-0.5419164331423671
RIT2,0.003457157054597295,-0.26817306031460464
DIABLO,0.003485084422280866,-0.3032724066900254
ZNF16,0.003485084422280866,-0.2993426940692796
TRPC4AP,0.003485084422280866,-0.25635774176487375
ZC3H10,0.003485084422280866,0.2992785131124488
MEI1,0.003485084422280866,0.35811346799969307
MAEA,0.0035132169493096005,-0.25400382738271954
ITPKA,0.003527348551090867,-0.37271427433630855
ADIPOR2,0.0035300158117351974,-0.30257057108954544
ATP10D,0.003534653995425589,0.36869401923442313
ICE2,0.0035382310489116484,-0.3227852717511157
PHB2,0.0035398087040258396,-0.37690442563601545
ANKZF1,0.003541531864164356,-0.3352130474968193
PDLIM4,0.003541543914533707,0.41386143150298826
PSMB9,0.003541555964927206,0.25518586286955763
ACP5,0.003541555964927206,0.28648685302163446
DDX24,0.003561546787910739,-0.30249159815430054
HCCS,0.003570102805531931,-0.35127443283772486
PRR14,0.003570102805531931,-0.30095494291405894
NGFR,0.003570102805531931,-0.29679322954368886
BRIP1,0.003570102805531931,-0.27082273595374384
EIF3H,0.003570102805531931,0.36368471677124004
OSBPL6,0.003598858814703842,-0.5503089392517821
CERS6,0.003598858814703842,-0.41379642736761674
PDGFRL,0.003598858814703842,0.3012791150940234
PABIR3,0.0036004019630417527,0.32453114693877305
SCO1,0.0036132911874834825,-0.34996589398264155
ZNF644,0.0036278253432320646,-0.3808057951463314
CHCHD3,0.0036278253432320646,-0.3133100119960848
CENPJ,0.0036278253432320646,-0.2636562896702325
RPS6KL1,0.0036278253432320646,0.3305446962060564
FOXO4,0.0036278253432320646,0.4123155235566564
FBXW5,0.0036569913846124405,-0.27826273011990554
CCAR2,0.0036570037491420087,-0.37201565701582895
A1CF,0.0036570037491420087,-0.3270841640903034
HSPA1A,0.0036570037491420087,-0.2873480192224328
TAFAZZIN,0.0036570037491420087,-0.27978866587272055
MTMR12,0.0036863829536062064,-0.2596911117879278
INO80,0.0036863953977227244,-0.28199751548570984
NID1,0.0036863953977227244,0.36537002149811715
ACTN4,0.0036946855132711947,-0.2996005661363869
TLR6,0.0037159891374263423,0.32754077068258836
CD68,0.003716001661554141,0.19860153744648795
FRMD4A,0.003716001661554141,0.41303186160924094
FAM89B,0.003728728276555956,0.32998478902900175
CDK10,0.003745823920534428,-0.38730327390862807
RIOX1,0.003745823920534428,-0.36153183117378823
NUMA1,0.003745823920534428,-0.2851513494384942
MIR22HG,0.003745823920534428,0.3000135446739661
ADAM28,0.0037494657521513,0.2698637081814289
RBM47,0.003775850876477613,-0.30356851168457993
CDH16,0.0037758635619073197,-0.4547541964290992
CYP4X1,0.0037758635619073197,0.3421220637097697
GPC3,0.003782077118798011,0.31860756615789887
FOXN3,0.003784420110481514,-0.3020089961044282
GLRX5,0.0038061219802894277,-0.3125484141251704
SEC61A1,0.0038061219802894277,-0.28452223874539534
AP2A2,0.0038061219802894277,-0.24879827924255435
AHSA2P,0.0038061219802894277,0.36989812203998107
CALCR,0.0038366005776976596,-0.39099445653219805
EVI2B,0.0038366005776976596,0.31562554558122863
SLC27A1,0.0038366005776976596,0.3843895903446425
CHCHD4,0.0038672878329717776,-0.32477432414075086
KRTCAP3,0.0038673007635765333,-0.4029508266208677
MRAS,0.0038673007635765333,0.3479589724532801
SERPINE2,0.0038673007635765333,0.4006046881733176
NODAL,0.0038827084510153704,0.31106846535212895
SSPN,0.0038865294555184035,0.3288205994088028
SULF1,0.003915224527337231,0.3222466148639138
SMYD4,0.003929371575826904,-0.42687780498847505
CCT8,0.003929371575826904,-0.3454296339813262
AGPAT3,0.003929371575826904,-0.33521105591451084
PDXDC1,0.003929371575826904,-0.3287087720543492
LILRA3,0.003929371575826904,0.20630677170974646
C9orf163,0.003929371575826904,0.29067886887264144
CXCL11,0.003929371575826904,0.43439448340262965
IRF7,0.003959362452959387,0.3189126417238453
ZNF229,0.003960745058472184,-0.361241584719442
TMTC3,0.003960745058472184,-0.3574331739424459
TYROBP,0.003960745058472184,0.2949343291738472
AMPH,0.003960745058472184,0.34689856575898836
SPR,0.003982041229351218,-0.3124297820333755
AUP1,0.003992345842190525,-0.2868014681654907
PRM3,0.003992345842190525,0.2938408731727904
CIMIP2C,0.003992345842190525,0.3370958071308113
IL1RN,0.003992345842190525,0.4017617303828819
VEGFC,0.003997098358516643,0.3272489313419893
MAOA,0.004024121982416648,-0.39229500690958713
AHSG,0.004040162984389308,0.35626742136090417
TGS1,0.004046781200986297,-0.3259235326499043
SLC16A3,0.0040562351084134345,0.35567995473107633
ZNF101,0.0040562351084134345,0.46603898916306125
ZIC3,0.004088512989770149,-0.38738877123529575
GPR34,0.004088526507709231,0.3775781157131717
XAF1,0.004088526507709231,0.3095155044790197
TUBB4B,0.004088526507709231,-0.25587589939368127
ZNF286A,0.004088526507709231,-0.2584071863733096
FN3KRP,0.004088526507709231,-0.30728171015968764
CNPY4,0.004088526507709231,-0.3141289742329957
CFAP68,0.004121051041715415,0.2399220167496701
C1orf162,0.004121051041715415,0.3105589682071553
MXRA5,0.004121051041715415,0.4533282219905977
CSRP2,0.004137387549046852,0.33468265092282445
SLC25A10,0.004153810187958835,-0.29893720275298513
RSPO1,0.004153810187958835,0.322999761000767
CYTIP,0.004153810187958835,0.3423956368000413
ACAA1,0.004173510291093327,-0.30556291163211935
GLUD2,0.004179340862027263,-0.28904738530605795
ARHGAP4,0.004180383269864599,0.30484889720352243
FAAH2,0.004186805431668226,0.24710109964777494
NR2E3,0.004186805431668226,-0.09289912132439526
EPB41L3,0.00422003826580171,-0.4339087535548334
MARCHF4,0.00422003826580171,-0.3454663671933135
TMEM18,0.00422003826580171,-0.31145474655976774
DMAP1,0.00422003826580171,-0.24653581835137844
DHX16,0.00422003826580171,-0.21979997496181886
MROH6,0.00422003826580171,0.26764936215707075
CROCCP3,0.00422003826580171,0.4803754554830334
MSMO1,0.004243451925310441,-0.3430814918782813
APPBP2,0.00425351019107422,-0.33773193883851005
IL3RA,0.00425351019107422,0.3413714516197084
CYTH4,0.00425351019107422,0.36505014071050235
VAMP5,0.0042872086772824496,0.3259204692313087
TCN1,0.004287222715984996,0.4869483832940936
MAN2B1,0.004287222715984996,0.28801882225713105
TRIM69,0.004287222715984996,0.25474713041057545
RBM15B,0.004287222715984996,-0.426943410924789
TAF5,0.004287222715984996,-0.3432963896467186
PSMD11,0.004287222715984996,-0.2778111055456781
NUDT18,0.004288650042101008,-0.2861807264934727
SDF4,0.004304141511205649,-0.39423855644841077
LGSN,0.004304155594012642,-0.6743453470409905
TRIM63,0.004321163229766999,-0.37923323710675483
CRYZL1,0.004321177356845066,0.35146497321248593
TMC5,0.00432902610679348,0.3537554232090136
MS4A1,0.004338231775309275,0.2946231351872834
KARS1,0.004338608579218326,-0.3180402839336007
RPS27A,0.0043553756378047,0.47813462706859977
POR,0.0043553756378047,-0.3228591146482058
RCBTB2,0.0043553756378047,0.34765270673885884
AATF,0.004361468991459198,-0.31848853861261883
ZDHHC18,0.004389804785681683,-0.3685775558175035
SUDS3,0.004389819090880854,-0.31371629034028636
DNAJA3,0.004389819090880854,-0.2649882863204669
ST13,0.004389819090880854,-0.25791149246323464
CLEC4A,0.004389819090880854,0.35716617467040984
AKIRIN2,0.004389819090880854,0.37675032984686746
MYCN,0.004395505888541967,0.298889374548182
CDH11,0.004441932898939532,0.31548932343396957
FOXRED1,0.004443808166053485,-0.31838169162459684
SCAF1,0.004459418710660719,-0.3927936404383989
MASP2,0.004459447680948998,0.3503815347750721
SGTA,0.004459447680948998,-0.30556648595041785
UPF2,0.004459447680948998,-0.3030770245919099
PARP8,0.00449460676992318,0.2928848711029412
COL5A2,0.004494635921555683,0.4437068272952332
COBL,0.004494635921555683,-0.41257117408601596
RAB6A,0.004494635921555683,-0.3720441428856274
APEH,0.004494635921555683,-0.3074962209849288
VARS2,0.004494635921555683,-0.28628605246985206
GRHL2,0.004494635921555683,-0.22084749093443823
PHF20,0.004509973098449704,0.30156772992588676
MED29,0.004513240178236154,-0.30234279900760164
GPATCH3,0.004527345803101106,-0.2950722706451826
TSPAN18,0.004530075541563234,0.4002935236076245
NCALD,0.004530075541563234,0.3739910711371096
MAPK13,0.004530075541563234,-0.33059498642458696
NDUFV3,0.004530075541563234,-0.3208472280310972
PEMT,0.004530075541563234,0.3333441398249322
POLD2,0.004565768112734134,-0.4289782474645906
TXNL4B,0.004565768112734134,-0.3045981498706851
STEEP1,0.004565768112734134,-0.2703987650141734
AVP,0.004565768112734134,0.2356325072827122
ZNF771,0.004565768112734134,0.257570288875979
C1RL,0.004565768112734134,0.315022777958719
REN,0.004565768112734134,0.3255381338242562
ANO2,0.004565768112734134,0.3491394170439333
PSMA1,0.004565768112734134,0.3945439727178751
NYX,0.004565768112734134,0.4776943480049004
CEACAM6,0.0045836949438329356,0.3899506247498004
AP1G1,0.004601700364225187,-0.3190757728559085
STK19,0.004601715214862358,-0.5377620804213066
MRPL16,0.004601715214862358,-0.27283797360337386
TTC13,0.004601715214862358,-0.27063562534602986
ANO1,0.004601715214862358,0.2922613012398711
PNPLA4,0.004624930706945794,-0.3234648694441009
CLPTM1L,0.004637888549477491,-0.33743258163523726
PPP2R1B,0.004637918435800805,-0.3220377795570322
NRP1,0.004637918435800805,0.3032960334431416
IFI6,0.004637918435800805,0.3678483091965076
ARHGEF2,0.00464176163918598,-0.32283641895754256
PRUNE2,0.004656071620458185,0.3498241436764
LHFPL3,0.0046560866100242085,0.3182529166137652
STOM,0.004674379371488697,0.32174943020556346
