gene,mean,count,downregulated
ZNF383,1.5526019455309515e-11,2,2
ZNF763,1.5833934736022964e-11,2,2
ZFP14,1.59166085959436e-11,2,2
CD86,1.807303932614715e-11,2,0
CCNJL,1.8735398452864568e-11,2,2
DHRS4L1,2.5442056248306093e-11,2,2
TRAM1,2.5965693585036013e-11,2,0
FBXO48,2.7556723301329866e-11,2,2
VTRNA1-3,2.782810076849694e-11,2,0
TMEM65,2.8210866199574846e-11,2,2
IFT74,2.8238807487793345e-11,2,2
ABHD14B,2.8860897591451155e-11,2,2
MIDEAS,3.098272385591444e-11,2,2
CCDC112,3.7052133726940515e-11,2,2
CA12,3.70581219670896e-11,2,2
UGT2B28,3.787424364784018e-11,2,2
PTPN9,3.887433843022364e-11,2,2
TMEM131,3.9220779505099396e-11,2,2
EXT1,4.093570776238116e-11,2,2
GNG13,4.123416511245434e-11,2,2
FNIP2,4.125476189313784e-11,2,2
NOP10,4.3299785821300955e-11,2,0
ZHX1,4.436663688948893e-11,2,2
NUTF2P4,4.45788894263021e-11,2,0
HSPB2,4.515500632034127e-11,2,2
HSPB2-C11orf52,4.515500632034127e-11,2,2
NR2C2,4.524771598459338e-11,2,2
LOC102724984,4.679430465437313e-11,2,2
LOC728138,4.679430465437313e-11,2,2
POU2F3,4.6973885535860894e-11,2,2
AQP3,4.749516250642852e-11,2,0
SSUH2,4.818797902503213e-11,2,2
GIT1,5.121010778271402e-11,2,2
PTTG1,5.1234301375088824e-11,2,0
FAM8A1,5.1679014075603367e-11,2,2
PRKAB2,5.352638129988089e-11,2,2
LIMS4,5.3539594841278544e-11,2,0
KDM4A,5.3915893063227896e-11,2,2
MIR30E,5.82648946857027e-11,2,2
NDUFB8,5.835351666030435e-11,2,2
TRIP6,6.14126243581355e-11,2,0
HOXA7,6.189493269183764e-11,2,2
FAM13A,6.59409176576262e-11,2,2
ZNF706,6.650780550264123e-11,2,2
MAP2K7,6.7417038656919e-11,2,2
GRINA,7.286497507239663e-11,2,0
ABCA5,7.516260417766191e-11,2,2
GON7,7.940067447973606e-11,2,2
TULP4,8.236765338225809e-11,2,2
INSR,8.377068829750326e-11,2,2
GCOM1,8.469062326339045e-11,2,2
SFXN3,8.641149565147283e-11,2,0
HERC3,8.672731373457991e-11,2,2
PIGY-DT,8.672731373457991e-11,2,2
WDR19,8.816506665624268e-11,2,0
MNDA,8.920829811229809e-11,2,0
LAMTOR4,9.050775298907019e-11,2,2
GCN1,9.154769879964217e-11,2,0
FERMT2,9.580433208425222e-11,2,0
YEATS2,1.0063755488904787e-10,2,0
TSPAN11,1.014632453705502e-10,2,0
CKLF,1.0735079608710438e-10,2,0
CKLF-CMTM1,1.0735079608710438e-10,2,0
CMTM1,1.0735079608710438e-10,2,0
USP2,1.0744749198985233e-10,2,2
G6PD,1.0765191125882619e-10,2,0
PPT2-EGFL8,1.2217235886312074e-10,2,2
PARP16,1.228401436391109e-10,2,2
MIRLET7G,1.2342312132738975e-10,2,2
CLN8,1.2716145073528033e-10,2,2
KLKB1,1.295215673970754e-10,2,2
SHROOM4,1.3038188011002802e-10,2,0
MYBL2,1.3370480236504874e-10,2,0
SNX13,1.3648848943755627e-10,2,2
PON3,1.4083289328664528e-10,2,2
CCNDBP1,1.4210543640017296e-10,2,2
DGCR2,1.494408239459427e-10,2,2
BTBD3,1.5323627383558709e-10,2,2
TNMD,1.5349453610775034e-10,2,2
STX3,1.643689428502696e-10,2,2
PLEKHG1,1.828767297266534e-10,2,0
GXYLT2,1.8709857133834617e-10,2,2
RHBDF1,1.875408300900695e-10,2,0
PGD,1.9153852860712877e-10,2,0
RECQL,1.9696676258472914e-10,2,0
UBAC2,1.9812729062224728e-10,2,2
G6PC1,1.9929855370793651e-10,2,2
SF3B4,2.001864899471448e-10,2,2
ZNF41,2.0778778846374457e-10,2,2
EXTL3,2.1219378472124776e-10,2,0
ZHX2,2.1277603497246241e-10,2,0
THSD4,2.185256691598465e-10,2,2
HASPIN,2.212049988279587e-10,2,0
SNORD3A,2.228243910563717e-10,2,0
SNORD3B-1,2.228243910563717e-10,2,0
SNORD3B-2,2.228243910563717e-10,2,0
SNORD3C,2.228243910563717e-10,2,0
SNORD3D,2.228243910563717e-10,2,0
HOXA-AS2,2.2366719027349898e-10,2,2
KHDC4,2.2650766783540344e-10,2,2
FANCG,2.4300794110224256e-10,2,0
CDC37,2.435013773132822e-10,2,0
ZNF619,2.500730538224056e-10,2,2
ZNF329,2.5790556359991537e-10,2,2
LOC100128288,2.6158506818538735e-10,2,2
MKRN1,2.647666761357053e-10,2,2
ZSCAN16,2.6695734894399756e-10,2,2
SNORA67,2.7419779606406094e-10,2,0
TNFRSF10B,2.7816612502810965e-10,2,0
FADS2,3.015617637421227e-10,2,0
RNVU1-15,3.0200381515902043e-10,2,0
FSCN1,3.1107339459724335e-10,2,0
FAM184B,3.158661682363848e-10,2,2
IGHG2,3.1850953813985634e-10,2,0
HMGXB3,3.199225446031744e-10,2,0
NOD2,3.374968992961553e-10,2,0
CGAS,3.377801903753217e-10,2,0
EPB41L1,3.386973716176243e-10,2,2
EPCIP-AS1,3.439281299212458e-10,2,2
CTSH,3.5650667342982913e-10,2,0
S100A6,3.6706020974663016e-10,2,0
EIF4G1,3.6843326685343956e-10,2,0
SLC6A20,3.7677272224718115e-10,2,0
LMBRD1,3.7759813879324896e-10,2,2
CLN5,3.879270735293237e-10,2,2
PYURF,3.9988388120566603e-10,2,2
CXCL17,4.1534223902758403e-10,2,0
LINC00910,4.2182793840129816e-10,2,2
APLP2,4.3471702632759516e-10,2,2
SEC13,4.4327881047279836e-10,2,0
ZNF532,4.6110339608197356e-10,2,0
ERC1,4.665674002945562e-10,2,0
TPRKB,4.671519982892992e-10,2,2
SLAMF8,4.838549404275999e-10,2,0
ANKIB1,4.916566729652633e-10,2,2
CASP8,5.009044905459043e-10,2,0
ERVK13-1,5.088709982186132e-10,2,2
SNORA48,5.168534664926226e-10,2,0
SNORD10,5.168534664926226e-10,2,0
SHLD2P1,5.410667063430061e-10,2,2
SHLD2P3,5.410667063430061e-10,2,2
ITGA1,5.522988051638269e-10,2,0
COX11,5.680328884765414e-10,2,2
TAB3,5.781510996804422e-10,2,2
CPA2,5.872893894740742e-10,2,2
BRCA2,6.119830416021988e-10,2,0
RTKN,6.246825294262116e-10,2,2
CTNNAL1,6.426665946673833e-10,2,0
QKI,6.485242140227297e-10,2,0
SRBD1,6.644022971360682e-10,2,0
MANBA,6.784815898795566e-10,2,0
PTGES,6.891585910319396e-10,2,0
CYP3A7,6.926115801285326e-10,2,2
SH3RF3,6.943239212670842e-10,2,0
SAMHD1,7.127025279723176e-10,2,0
FPGT-TNNI3K,7.169470627305564e-10,2,2
MAML2,7.374825979343033e-10,2,2
RNF44,7.414967575997839e-10,2,2
CLMP,7.551693853320299e-10,2,0
STARD7-AS1,7.800581959525768e-10,2,2
TACC3,7.865287576593591e-10,2,0
LUM,7.866419822125171e-10,2,0
MINPP1,8.302604474815642e-10,2,2
EGFL6,8.459980816523413e-10,2,0
PPP3R1,8.552708979722826e-10,2,0
ZNF175,8.884400649141699e-10,2,2
ZNF99,9.040268349600826e-10,2,2
IGLJ3,9.087160718930422e-10,2,0
TSKU,9.375103759502805e-10,2,2
ZNF701,9.74138037807259e-10,2,2
AIFM3,9.835748046209283e-10,2,2
DMAP1,9.974064672089834e-10,2,2
PLAUR,1.002472706691002e-09,2,0
BTBD2,1.029502125897752e-09,2,2
SLC9A7,1.0295067407918847e-09,2,0
CD82,1.0313446988659378e-09,2,0
HOXA10-HOXA9,1.0602744071207604e-09,2,2
MIR196B,1.0602744071207604e-09,2,2
BAHD1,1.0849934779374392e-09,2,2
CDNF,1.0997161426840991e-09,2,2
ILVBL,1.1527341132098036e-09,2,2
OPA1,1.1751280524836409e-09,2,2
ASCC2,1.2145495362839245e-09,2,2
DACOR1,1.290688018952818e-09,2,2
VPS26B,1.2940918800788948e-09,2,2
ZNF675,1.3145773260852436e-09,2,2
ETS2,1.3196343696190413e-09,2,0
PRPS1,1.3292568179119971e-09,2,0
LILRA1,1.3304827934252947e-09,2,0
ENO2,1.4257535082008787e-09,2,0
ZNF782,1.4268025838956865e-09,2,2
ABHD18,1.4602474642625567e-09,2,2
CYP4V2,1.467527960829517e-09,2,2
SKAP2,1.5475137844421866e-09,2,1
DTD1,1.552419382372179e-09,2,0
INPP5K,1.5556713708120868e-09,2,2
ZNF169,1.5895829801202099e-09,2,2
VPS18,1.6494390427508188e-09,2,0
F5,1.6581826087983824e-09,2,0
PLCD1,1.6582354920513614e-09,2,2
TRPS1,1.6674000820238541e-09,2,0
MRPL2,1.7407404739418485e-09,2,2
MS4A8,1.7486013153358385e-09,2,2
RFX5,1.7521640024254072e-09,2,0
SH3D19,1.7694022726418905e-09,2,2
TAFA2,1.769426813312331e-09,2,2
LANCL3,1.8138626142509368e-09,2,2
DDO,1.842792024750531e-09,2,2
ST8SIA4,1.8759060520209763e-09,2,0
LILRB1,1.8803282993011248e-09,2,0
CEP164,1.889494269125858e-09,2,0
TWIST1,1.9511610523502646e-09,2,0
CNIH4,2.005405288441364e-09,2,2
ADCK5,2.006047098428499e-09,2,2
FCRL5,2.0072655423506345e-09,2,0
BMP2K,2.0164063954818532e-09,2,2
BASP1,2.0691722675854856e-09,2,0
MFSD12,2.1193820263753528e-09,2,0
DNAJC28,2.1250976655599776e-09,2,2
CLIC2,2.1558846598444635e-09,2,0
SIMC1P1,2.1644000947012164e-09,2,2
LOC102724200,2.1655071239117432e-09,2,2
PURA,2.172677143521053e-09,2,2
CYRIA,2.186151093518128e-09,2,0
TGFBR2,2.213302172049819e-09,2,0
ING4,2.2164641372503394e-09,2,2
DUSP28,2.2427835916376543e-09,2,2
PRPF4,2.266415655714889e-09,2,0
ENTPD7,2.285853501570913e-09,2,0
SLC16A9,2.3154862759406184e-09,2,2
YBX3,2.3420733230690773e-09,2,0
EPS8L2,2.359359461070113e-09,2,2
LSAMP,2.3658491486037603e-09,2,0
IARS1,2.3669933841770033e-09,2,0
OSBPL8,2.3950661490939764e-09,2,0
PWWP2A,2.441566691561694e-09,2,2
DPRX,2.477339722514531e-09,2,2
CRSP8P,2.4856212565001014e-09,2,0
MESD,2.515002587814679e-09,2,0
MKRN9P,2.537409803510801e-09,2,2
RRP12,2.6682848117452985e-09,2,0
DIABLO,2.7896970281459576e-09,2,2
CFHR1,2.8139718935501528e-09,2,0
ATP11A,2.8801548736419433e-09,2,0
EEPD1,2.9041676676689563e-09,2,2
APRG1,2.9139460830626637e-09,2,2
H2BC21,2.9512258733785894e-09,2,0
P2RY4,2.9698312074599435e-09,2,2
TADA2B,3.0033140284351327e-09,2,2
LYSMD4,3.0367216511461153e-09,2,2
HIP1,3.05953461598472e-09,2,0
FOXP1,3.1657002898760923e-09,2,2
LIMS3,3.1892851254181943e-09,2,0
LIMS3-LOC440895,3.1892851254181943e-09,2,0
CISD1,3.2480039840078496e-09,2,2
EML1,3.3949628105204297e-09,2,0
GREM1,3.4118722080543155e-09,2,0
E2F3,3.4324849897042315e-09,2,0
ZNF137P,3.4691439125275564e-09,2,2
ZMIZ1,3.4866897465594353e-09,2,2
CDKN2AIPNL,3.6050413255360447e-09,2,2
E2F7,3.627586296249175e-09,2,0
PTGFR,3.712559395204743e-09,2,0
MYLIP,3.844176580503348e-09,2,2
FSIP1,3.918976232000609e-09,2,2
DCST2,3.9779239674900705e-09,2,2
BMP8B,4.037036114302152e-09,2,2
VPS51,4.0902802679982116e-09,2,2
ACAD8,4.119485738270362e-09,2,2
SLAMF7,4.202047397980414e-09,2,0
SPINT1,4.224526683636235e-09,2,2
SEMA4A,4.244938912915681e-09,2,0
DELE1,4.289852674419492e-09,2,2
ZNF607,4.317419454646868e-09,2,2
ROBO1,4.3257456791675085e-09,2,0
KLRC3,4.34138564156392e-09,2,2
MID1IP1,4.3716946904635345e-09,2,0
ANKRD20A8P,4.393295357207775e-09,2,2
ZNF862,4.399983439392619e-09,2,2
GBP1P1,4.425893441807595e-09,2,0
KIFAP3,4.429397844898712e-09,2,2
CDX2,4.472177674148861e-09,2,2
LRFN5,4.492726679884438e-09,2,0
HEXIM1,4.498817393165476e-09,2,2
STPG4,4.500460655125178e-09,2,2
IP6K2,4.614126651755064e-09,2,2
DQX1,4.614802769201862e-09,2,2
DNAJC27,4.723149747367229e-09,2,2
HS3ST3A1,4.8774830235221626e-09,2,0
SERINC1,4.933371401306122e-09,2,2
KLF7,5.076477508109618e-09,2,0
CCNF,5.166848532075454e-09,2,0
MAP1LC3A,5.246913323978891e-09,2,2
ABI2,5.249246582241809e-09,2,0
RNF122,5.2610439755810666e-09,2,0
GDAP2,5.296666055128069e-09,2,2
FITM2,5.302368934491212e-09,2,2
JAZF1,5.311472989211902e-09,2,0
SLC2A1,5.504297634392491e-09,2,0
LOC728024,5.583853942365123e-09,2,2
MAP3K3,5.626629697194827e-09,2,0
PRAP1,5.643626059439062e-09,2,2
B3GNT9,5.711879922804643e-09,2,0
NMT1,5.715118051169382e-09,2,0
CXCL16,5.7455648546131756e-09,2,0
IL26,5.9546168801116016e-09,2,0
ZNF358,6.0137030230826294e-09,2,2
POLR3D,6.1013025699624655e-09,2,0
ADAM22,6.103722798525129e-09,2,2
LBH,6.117776768400228e-09,2,0
PPT1,6.1237290701890125e-09,2,0
TAGAP,6.164986886058813e-09,2,0
SLC10A2,6.246096558359838e-09,2,2
GLS,6.327885665738489e-09,2,2
DONSON,6.360341332992248e-09,2,0
RELL1,6.393819769259415e-09,2,2
NR1H4,6.4260265208640255e-09,2,2
DHFR2,6.4268674961117575e-09,2,2
C19orf18,6.4414057192823e-09,2,2
ADAR,6.5100833683353104e-09,2,0
ST13P4,6.510384277605817e-09,2,2
PNLIPRP2,6.740610314212522e-09,2,2
NOL6,6.74433810832296e-09,2,0
SNX4,6.7832788903613696e-09,2,2
PRG2,6.8292952308282225e-09,2,0
OCIAD1,6.88489780051547e-09,2,2
USP48,7.073060069494695e-09,2,0
RAB43,7.171288525736394e-09,2,0
ARAP3,7.2040164531242635e-09,2,0
CD63,7.214896646409618e-09,2,0
TREH,7.274977311675997e-09,2,2
ZNF397,7.467786494874164e-09,2,2
ERMAP,7.468181131776427e-09,2,2
GPR155,7.723942277249838e-09,2,0
CYTIP,7.921440796656845e-09,2,0
MYH10,7.984296275374477e-09,2,0
ACAA1,7.989018428604224e-09,2,2
NLN,8.021596472453983e-09,2,2
WWTR1,8.042319621507705e-09,2,0
TEX264,8.08686348318762e-09,2,2
TANK,8.119932198603407e-09,2,0
EIF5B,8.264159114071626e-09,2,0
MFSD10,8.28821560948031e-09,2,0
SLC22A18AS,8.342178227794288e-09,2,2
ANPEP,8.441828631682285e-09,2,2
SHLD2,8.570656214086466e-09,2,2
PAFAH1B1,8.596802587062883e-09,2,2
MT1B,8.604311977181954e-09,2,2
CELF2,8.841495659063719e-09,2,0
FGF7P6,8.921765211168684e-09,2,0
LPAR5,8.935147757342795e-09,2,2
RGS11,9.131354998275727e-09,2,2
CCDC146,9.170679774083929e-09,2,2
QSOX2,9.312608437045541e-09,2,0
UBE2D2,9.404777886475009e-09,2,2
PAQR4,9.472013269042204e-09,2,0
TUT7,9.523962771124246e-09,2,0
ADGRV1,9.539734719419396e-09,2,2
IGLC1,9.625972155165043e-09,2,0
RSPH3,9.854459802159356e-09,2,2
MIR4467,9.914268270484142e-09,2,0
FCGR2B,1.01422181220759e-08,2,0
PLEKHO2,1.0154220914955596e-08,2,0
C8orf44-SGK3,1.0237167930549975e-08,2,2
SGK3,1.0237167930549975e-08,2,2
BTNL3,1.024946269441415e-08,2,2
CCSER1,1.0303227234330971e-08,2,2
SDK1,1.0343842117909894e-08,2,0
PPRC1,1.0556045113826006e-08,2,0
CCL18,1.0619941919644318e-08,2,0
KCNK10,1.0865641532380011e-08,2,2
ZNF592,1.0952592163004456e-08,2,2
MLH3,1.0979470384081425e-08,2,2
PLIN2,1.1004137603053979e-08,2,2
ZNF267,1.130249629042134e-08,2,0
ICOS,1.145304266098441e-08,2,0
FGF7P3,1.1676915859366545e-08,2,0
TPT1-AS1,1.1869978781076604e-08,2,2
MDH2,1.1934944166549507e-08,2,2
FKBP7,1.2010743264956766e-08,2,0
ASB7,1.2076268967147172e-08,2,2
IL6R,1.2157865602788594e-08,2,2
BAD,1.2538107755004747e-08,2,2
JPH1,1.2795078048595395e-08,2,0
TRAF6,1.2941225288138265e-08,2,2
H2BC17,1.2978338513355548e-08,2,0
LOC100506730,1.3037208412381691e-08,2,2
SCAMP3,1.303720876742065e-08,2,0
ARRDC1-AS1,1.3120232821964321e-08,2,2
PLSCR1,1.315880400839833e-08,2,0
MRPS33,1.3193380413449072e-08,2,2
TMEM263,1.319526445188661e-08,2,0
GIN1,1.3459957583450923e-08,2,2
ASAP3,1.3641670130844132e-08,2,2
AGPAT1,1.3956749681117464e-08,2,2
LINC01089,1.3967298743894952e-08,2,2
MAGEH1,1.4028449577505898e-08,2,0
ZNF816-ZNF321P,1.426109039643037e-08,2,2
SYT17,1.4261415450428718e-08,2,2
IGHV3-48,1.4274226009242787e-08,2,0
TSHZ2,1.4516775573247043e-08,2,0
KDF1,1.466902176886185e-08,2,2
IGHV1-69,1.493837584038557e-08,2,0
SYNCRIP,1.499180360244116e-08,2,0
ZNF29P,1.5013730909548768e-08,2,2
ZNF281,1.5014170050372675e-08,2,0
CGN,1.5165472025755015e-08,2,2
RNF183,1.548370548586722e-08,2,0
LILRA3,1.5548559109092408e-08,2,0
CCDC102B,1.574087457513398e-08,2,0
ATOSB,1.5845789177928956e-08,2,0
PNOC,1.5961544887355634e-08,2,0
TM4SF5,1.596647571568626e-08,2,2
CNPPD1,1.608038451271808e-08,2,2
SLAMF1,1.622802696211514e-08,2,0
TNFSF8,1.6228201927177378e-08,2,0
SEMA4F,1.6327277609049634e-08,2,0
CYP2S1,1.6628279058139208e-08,2,2
ATP1A2,1.663506194573772e-08,2,2
RGS4,1.66394989427606e-08,2,0
ABHD4,1.6715275919042685e-08,2,2
ZEB1,1.6753837684405563e-08,2,0
PPP2R5D,1.6778346412664417e-08,2,2
DCUN1D5,1.679732166302188e-08,2,0
BCAT1,1.685172393621633e-08,2,0
PSMA5,1.6891709829246165e-08,2,0
FGF7,1.6907363779822028e-08,2,0
DEGS1,1.7174294654409618e-08,2,0
CLEC5A,1.7594190334285165e-08,2,0
CD58,1.7802745704231268e-08,2,2
IRS1,1.788821145127078e-08,2,0
IGF2BP2,1.7912763985651865e-08,2,2
ADCY4,1.791619583736417e-08,2,0
KIAA0040,1.8042464549443127e-08,2,0
CREM,1.8203044216278963e-08,2,0
NUAK1,1.837310372295908e-08,2,0
KAT6B,1.8672742924691586e-08,2,2
OPHN1,1.8920674146605432e-08,2,2
SRP68,1.9111989776586682e-08,2,0
ADGRE3,1.9456872077829317e-08,2,0
HSPB1,1.953556634936949e-08,2,2
CCL14,1.9581439781876863e-08,2,2
CCL15,1.9581439781876863e-08,2,2
CCL15-CCL14,1.9581439781876863e-08,2,2
SHH,1.95937564014264e-08,2,0
ZNF844,1.977880386897567e-08,2,2
GAL3ST4,1.988721090360364e-08,2,2
MXRA7,2.030276820687323e-08,2,0
SCD,2.0400158658056884e-08,2,0
DCN,2.071022864922182e-08,2,0
IL6,2.076274723962567e-08,2,0
SEC24D,2.0782263618010817e-08,2,0
PDE8A,2.078227014395287e-08,2,2
TMEM14C,2.0782498169009593e-08,2,2
PLCE1,2.07826851964509e-08,2,2
MIR6785,2.0782927182753736e-08,2,2
TMEM94,2.0782927182753736e-08,2,2
UCK1,2.0784430841787256e-08,2,2
CWH43,2.0793317786950453e-08,2,2
DNAI4,2.0795923327242446e-08,2,2
SATB2-AS1,2.0798266223726575e-08,2,2
PDE6A,2.0812234016797398e-08,2,2
SLC44A1,2.0878311942514832e-08,2,2
AHCYL2,2.088474044289277e-08,2,2
PACRG,2.089404909984156e-08,2,2
OCEL1,2.1230705427931608e-08,2,2
FAM162A,2.1282989186311517e-08,2,2
CHRNA1,2.1361437740565143e-08,2,2
CEP55,2.2081577195272305e-08,2,0
FLJ32255,2.2089101038931986e-08,2,0
RAB8B,2.2120073009924747e-08,2,0
HIGD2A,2.2209732503560825e-08,2,2
HMGA2,2.222133867018265e-08,2,2
MARCHF5,2.2270123339579727e-08,2,2
EOGT,2.244092787974442e-08,2,0
PLCD3,2.2449387648392527e-08,2,2
C1QTNF3-AMACR,2.249544830233367e-08,2,2
TRAK1,2.254841376125595e-08,2,2
SPMIP4,2.267762497737923e-08,2,2
SELPLG,2.272057060789233e-08,2,0
AIMP2,2.2859788910202067e-08,2,2
NUMA1,2.310745037765784e-08,2,2
CLRN3,2.3337272386381507e-08,2,2
ARHGDIB,2.335220503724286e-08,2,0
C8orf44,2.338216553366079e-08,2,2
TM6SF1,2.3459729649676487e-08,2,0
RNF11,2.362900525245089e-08,2,2
SLC1A3,2.4108944216482735e-08,2,0
ASCC1,2.4113838518338293e-08,2,0
SBNO2,2.4248619621071528e-08,2,0
MBTD1,2.4249694461371925e-08,2,2
VLDLR,2.4257503556054844e-08,2,2
SLC6A6,2.4406930935128125e-08,2,0
IFI44,2.4415736005340133e-08,2,0
VGLL3,2.4459816375356013e-08,2,0
SAMD13,2.4794223922268358e-08,2,2
VTI1A,2.4948593736572075e-08,2,2
FBXO3,2.5173974205219655e-08,2,2
BATF,2.57045020251136e-08,2,0
SNAI1,2.589146052728053e-08,2,0
GM2A,2.6073299115687665e-08,2,0
NECAP2,2.609528385742697e-08,2,0
LOC100506403,2.618207324177806e-08,2,0
LOC101928269,2.618207324177806e-08,2,0
AQP8,2.618553391928264e-08,2,2
ISCA2,2.622045308052049e-08,2,2
MALT1,2.642607420944247e-08,2,0
TAS2R5,2.6480710978496948e-08,2,2
CTDSPL,2.6581592674935137e-08,2,2
DNAJC25,2.666489430256023e-08,2,2
RTP4,2.68960370305394e-08,2,0
CFH,2.6897818938140104e-08,2,0
PLOD1,2.702164768751127e-08,2,0
C1orf54,2.7145238084675934e-08,2,0
ANKRD36B,2.7534549609466616e-08,2,0
FGF9,2.7668893653616514e-08,2,2
LRRK2,2.778087317324969e-08,2,0
PIK3R5,2.795069293449381e-08,2,0
SLC4A4,2.799016905240786e-08,2,2
PREX1,2.8011064270083793e-08,2,0
CENPBD1P,2.8216862749583047e-08,2,2
TMEM236,2.826757673813456e-08,2,2
PFKL,2.8280279288866586e-08,2,2
YWHAG,2.8426000467769875e-08,2,0
OTOP2,2.8653604536467258e-08,2,2
ERCC6L2-AS1,2.9007383564084314e-08,2,2
PLCB1,2.933114316691909e-08,2,0
TMEM144,2.9490361771386937e-08,2,2
TULP3,2.9516504292567413e-08,2,0
FRS2,2.9777117462669877e-08,2,2
TRABD2A,3.026235283738419e-08,2,2
NAA40,3.035250181019007e-08,2,2
PHC3,3.05115097608455e-08,2,2
ADGRA3,3.051154867986482e-08,2,2
TMSB10,3.051283075143839e-08,2,0
CLCN4,3.0515506851887996e-08,2,0
HSPG2,3.051927990810282e-08,2,0
GAB1,3.051931775438392e-08,2,2
PSEN1,3.0554438332449365e-08,2,2
C4B_2,3.056255864122105e-08,2,0
SLC26A3,3.0789675838416166e-08,2,2
NUDT6,3.105652234417525e-08,2,2
KLHL21,3.131326938394133e-08,2,0
GULP1,3.159597986220821e-08,2,2
ABCB9,3.159901460410676e-08,2,2
ADIPOR2,3.1648775253430615e-08,2,2
IL3RA,3.1948103548917854e-08,2,0
DCUN1D4,3.207359759102372e-08,2,2
AFG1L,3.212506151026005e-08,2,2
SATB2,3.2269829285742375e-08,2,2
CYB561A3,3.236226932545754e-08,2,2
BSG,3.2805476094772466e-08,2,2
PCSK5,3.292923983314356e-08,2,2
RGS2,3.2929254034995164e-08,2,0
PPARG,3.292957918170256e-08,2,2
ALPL,3.293009307132253e-08,2,0
SLC10A5,3.293048113795689e-08,2,2
MIR6789,3.299727598438629e-08,2,2
ACADVL,3.33719544875575e-08,2,2
G0S2,3.3540679867102085e-08,2,0
SNRPD2,3.356746019200172e-08,2,0
SNAPC3,3.3649467099600817e-08,2,2
NELFB,3.4420689339370425e-08,2,2
DNAJA1,3.4526080056680414e-08,2,0
EIF5A,3.4870972617921976e-08,2,0
EIF5AL1,3.4870972617921976e-08,2,0
SEL1L3,3.495076375381644e-08,2,0
PPP4R1,3.513031892043694e-08,2,0
IL2,3.51924876130324e-08,2,2
UNC5CL,3.5540474240152996e-08,2,0
MAGI2,3.565341991124463e-08,2,2
TBCD,3.569824766516351e-08,2,0
PLXNA1,3.578111692438832e-08,2,0
HLA-DMA,3.585456947462548e-08,2,0
LOC643406,3.5979835675312474e-08,2,2
CFAP251,3.611250711860001e-08,2,0
STRN4,3.61992285532093e-08,2,2
CRYBG3,3.6238171279871863e-08,2,0
SYNPO,3.63001554324473e-08,2,2
FAM53B,3.7548566010390826e-08,2,2
SLC9B2,3.763428326672502e-08,2,0
MPPE1,3.775158180736608e-08,2,2
ZC3HAV1L,3.820541776282024e-08,2,0
SLC30A4,3.833502048999628e-08,2,2
TMIGD1,3.833502048999628e-08,2,2
IRAK2,3.8363379082965947e-08,2,0
KIF14,3.8683478384571444e-08,2,0
MYCL,3.877140451878764e-08,2,2
EGFLAM,3.877144600340869e-08,2,0
TMEM9B,3.8807821603719476e-08,2,2
ABCC13,3.900712214923867e-08,2,2
HK1,3.935481519577658e-08,2,0
FASN,3.9993870060468774e-08,2,0
ZNF311,4.077181617706186e-08,2,2
BAIAP2L2,4.091103468808295e-08,2,2
CLIC4,4.102006260810124e-08,2,0
CHI3L2,4.1112796364503794e-08,2,0
AIF1,4.133626094580776e-08,2,0
TMEM171,4.1365730967774266e-08,2,2
TRPC7,4.168871305162807e-08,2,2
CA1,4.199970654229703e-08,2,2
BICD1,4.238353463164353e-08,2,0
TDO2,4.247949514899665e-08,2,0
RPL10L,4.2527574870155906e-08,2,2
PLEKHM3,4.262630239450727e-08,2,2
FAM219B,4.268964844025149e-08,2,2
PRICKLE3,4.34298440826252e-08,2,2
SLC8B1,4.3490858802397543e-08,2,2
MIR4680,4.416680237992074e-08,2,2
SLC6A19,4.442924559510521e-08,2,2
BCL2A1,4.446354625496596e-08,2,0
TNFSF13B,4.446377238834543e-08,2,0
GCFC2,4.4479423668452835e-08,2,2
BRAF,4.461088964798569e-08,2,0
LMTK2,4.4903802923844693e-08,2,2
SMIM3,4.494006843285098e-08,2,0
MAPKAPK5,4.4990639008425857e-08,2,2
ABCA2,4.5039201737632685e-08,2,2
CDIPT,4.506857491795483e-08,2,2
MIR600,4.5341169120512466e-08,2,2
HYCC2,4.5582896231680986e-08,2,2
H2AC18,4.578996487314024e-08,2,0
H2AC19,4.578996487314024e-08,2,0
AOPEP,4.580857616143422e-08,2,0
TMEM92,4.5965507247995624e-08,2,0
DUSP21,4.597220675595476e-08,2,2
STX12,4.6112022536311864e-08,2,2
LETM1,4.630039415000161e-08,2,2
HYAL1,4.640835288932017e-08,2,0
FAM72A,4.651421200794403e-08,2,0
FAM72B,4.651421200794403e-08,2,0
FAM72C,4.651421200794403e-08,2,0
FAM72D,4.651421200794403e-08,2,0
MFNG,4.663290279317543e-08,2,0
CDC42EP1,4.673273607787639e-08,2,0
ZDHHC3,4.687517868306885e-08,2,2
DZIP1,4.6886095031134365e-08,2,0
EXPH5,4.718525404857774e-08,2,2
ATP5ME,4.722861697491726e-08,2,2
PMAIP1,4.7246279154436345e-08,2,0
RAB11FIP5,4.7797875981243053e-08,2,0
SEC24A,4.808325531012693e-08,2,0
MIR1908,4.8088086582409784e-08,2,0
ARHGAP1,4.814875939484868e-08,2,0
EGFL8,4.8430042489120086e-08,2,2
PPT2,4.8430042489120086e-08,2,2
BCL2L2,4.8573697668637454e-08,2,2
