gene,mean,count,downregulated
DOCK11,3.624293883132155e-07,2,0
SNX20,3.636102593596195e-07,2,0
RBM47,3.638219446821328e-07,2,2
LGALS2,3.6481208391046193e-07,2,2
RBM28,3.6594419644622377e-07,2,0
PHLDB2,3.6729632419377516e-07,2,0
MIR8071-1,3.6846561452076357e-07,2,0
MIR8071-2,3.6846561452076357e-07,2,0
CALCRL,3.6851320252555263e-07,2,0
CLK3,3.6886843520678566e-07,2,2
RNU5F-1,3.6916513811445306e-07,2,0
SDC2,3.691859887091014e-07,2,0
IGDCC4,3.7007444356530016e-07,2,0
HTR3C,3.703142289503875e-07,2,2
RASGRP3,3.704775410789075e-07,2,0
RAB20,3.764719717443811e-07,2,2
TOR1AIP2,3.766331951945765e-07,2,2
CRYBB3,3.76787733018125e-07,2,2
MCM10,3.770083426917953e-07,2,0
SLC4A9,3.8001642597058714e-07,2,2
KCNA2,3.824819117063619e-07,2,0
HLA-F,3.8309861625251957e-07,2,0
AP2B1,3.867989115225106e-07,2,0
POLR3G,3.874908651204478e-07,2,0
KLRC2,3.877717448651782e-07,2,2
TK2,3.886353275906936e-07,2,0
VAV1,3.943108835450198e-07,2,0
GABPB2,3.9525790859568014e-07,2,2
ZFP64,3.953433825416169e-07,2,2
PMFBP1,3.9604906026386117e-07,2,2
ANKRD20A9P,3.967903744660864e-07,2,2
IRF4,3.968823012001028e-07,2,0
FBXL4,4.018569559046033e-07,2,2
SUCLA2,4.0250503909188383e-07,2,2
DOCK2,4.06067803779165e-07,2,0
ZC3H6,4.0680838586326177e-07,2,2
CACNA1A,4.0848267235965466e-07,2,1
MYO1B,4.099365053613858e-07,2,0
REC8,4.1145961683569614e-07,2,0
VAMP5,4.132383632670902e-07,2,0
ZNF443,4.141695593392456e-07,2,2
C5orf15,4.1440393937720405e-07,2,0
DGUOK,4.171203058407803e-07,2,2
LOC102724562,4.208217304562883e-07,2,2
MIR21,4.214362441694732e-07,2,0
FARP2,4.2227623408807284e-07,2,2
GOLGA1,4.227787729103737e-07,2,2
SH2B2,4.231459775508823e-07,2,0
PIGS,4.2385729258741963e-07,2,2
ANP32E,4.238642063396726e-07,2,0
FCAR,4.2435498383991907e-07,2,0
DPF3,4.250948985078884e-07,2,2
DDX5,4.2550862284581786e-07,2,0
MIR3064,4.2550862284581786e-07,2,0
MIR5047,4.2550862284581786e-07,2,0
HIKESHI,4.2620200909449513e-07,2,0
IFI27L2,4.276896632604231e-07,2,0
KLK6,4.2789378146440874e-07,2,0
FTH1P5,4.295202976496344e-07,2,2
VTA1,4.3015718390450305e-07,2,2
CGRRF1,4.308297014820596e-07,2,2
SGF29,4.3127989374456633e-07,2,2
ARHGAP23,4.314633265687414e-07,2,0
VPS53,4.3303272198662814e-07,2,0
FNDC3A,4.3374258295648005e-07,2,0
LRRC49,4.341986110880436e-07,2,0
FAR2,4.373920036533322e-07,2,2
COX7C,4.3806355024734744e-07,2,2
MIR6824,4.383662059792683e-07,2,2
SLC26A6,4.383662059792683e-07,2,2
TXLNG,4.407598355051572e-07,2,2
CRACDL,4.4158061536608925e-07,2,2
SLC25A26,4.416659095766075e-07,2,2
PLEKHG4,4.418866825326016e-07,2,2
SLC47A2,4.4277245429074564e-07,2,2
RUBCN,4.4324844039632355e-07,2,0
ZNF618,4.439086566935567e-07,2,0
SLC37A4,4.4436374889959704e-07,2,2
FLVCR2,4.446494784679033e-07,2,2
ATP5F1C,4.4496458288436543e-07,2,2
BCLAF3,4.466448041544884e-07,2,2
USP35,4.472949178664738e-07,2,0
FAM171A1,4.512060682823415e-07,2,2
ZNF33B,4.5311800134893715e-07,2,2
KCTD14,4.537168595055389e-07,2,0
ARFGEF1,4.5449764608010214e-07,2,2
ZFYVE19,4.545024842336496e-07,2,2
PCBP3,4.545357609594158e-07,2,0
MIR6787,4.548511511546393e-07,2,0
CACTIN,4.555477374043055e-07,2,2
CLMN,4.6081577953420865e-07,2,2
NEUROD1,4.6378408114396974e-07,2,2
DNAJB9,4.6408527157011667e-07,2,0
ESRP2,4.666670133932098e-07,2,2
CILK1,4.680587195375466e-07,2,2
ABI3,4.695983613399129e-07,2,0
HSD11B1,4.7246658530996535e-07,2,0
GLIPR1,4.7379386948228475e-07,2,0
ZBTB7B,4.7442651651369516e-07,2,2
SPOCK2,4.746153122266126e-07,2,0
YARS1,4.793799099055391e-07,2,1
C19orf73,4.80770593410445e-07,2,2
SLAMF6,4.828441055960014e-07,2,0
MAMDC2,4.831243274629768e-07,2,2
SORBS2,4.840676133341033e-07,2,2
TOLLIP,4.843099758765646e-07,2,2
BHLHE22,4.851708944666045e-07,2,0
C19orf25,4.854772086756925e-07,2,2
CCDC80,4.855624303756948e-07,2,0
MPP3,4.864975426188794e-07,2,0
LOC642131,4.872113538235866e-07,2,0
KRT5,4.872514246760138e-07,2,0
CS,4.874458726039337e-07,2,2
FBXO10,4.878484453046164e-07,2,0
TOMM5,4.878484453046164e-07,2,0
CSRNP1,4.87992582570553e-07,2,0
PLEKHH1,4.887017082606726e-07,2,2
RPS12,4.888690768392926e-07,2,0
HCP5,4.91293816601129e-07,2,0
ABCB7,4.92313225125075e-07,2,2
UBL3,4.94965501129658e-07,2,2
NCBP1,4.982366726996714e-07,2,2
CPTP,5.000248875250091e-07,2,2
TSHR,5.00923045643205e-07,2,0
SWAP70,5.021144474435242e-07,2,0
ETV3,5.030742814756525e-07,2,0
FMR1,5.049568700514977e-07,2,2
ZNF527,5.052090397908713e-07,2,2
VASH1,5.066088943897983e-07,2,0
DDIAS,5.079020439251462e-07,2,0
PDLIM4,5.091410709741679e-07,2,0
PROCR,5.094148634372783e-07,2,0
HOXB3,5.103874448634288e-07,2,2
ADAMTS17,5.123543361532208e-07,2,2
CDHR5,5.126258140975279e-07,2,2
NID2,5.135936485428362e-07,2,0
COG1,5.144589863709431e-07,2,2
MIR1247,5.145906430886899e-07,2,2
CHMP5,5.155775750420881e-07,2,2
KLHL36,5.166174737538375e-07,2,2
FCGR2A,5.202489752619682e-07,2,0
CCNT2,5.210672511151904e-07,2,2
TGOLN2,5.222129657192382e-07,2,2
VARS1,5.222134294285294e-07,2,0
ZNF471,5.22255679067708e-07,2,2
MIXL1,5.226222740230898e-07,2,0
ATP5F1B,5.227921398413954e-07,2,2
SMAP2,5.229157502877123e-07,2,0
HCAR2,5.237902575678176e-07,2,0
FOCAD,5.242004451788358e-07,2,0
AJUBA,5.245869487938617e-07,2,0
MARF1,5.260335636381079e-07,2,2
EPHX4,5.262612605032311e-07,2,0
KANSL1L,5.269652817161255e-07,2,0
TRMT2B,5.272089544052925e-07,2,2
TJP3,5.329836976820722e-07,2,2
C3,5.379480407104873e-07,2,0
NSMCE3,5.401232663238076e-07,2,0
LRRC70,5.404956461827781e-07,2,0
ATOX1,5.414636837047367e-07,2,0
GTF3C1,5.419238712593436e-07,2,1
ACVR2B,5.425041087581601e-07,2,2
PREB,5.440808220131982e-07,2,0
DNAJB7,5.446668416028093e-07,2,2
SLC39A13,5.449863685588341e-07,2,0
AKR1E2,5.455105870851887e-07,2,2
KIR2DL4,5.457921918090706e-07,2,2
AP3D1,5.463425219972865e-07,2,0
CAMSAP1,5.472189287562497e-07,2,0
DDAH1,5.476239803916179e-07,2,2
ADAMTS12,5.480709005619846e-07,2,0
FBXL14,5.50800973976773e-07,2,2
CYP3A4,5.529736287636681e-07,2,2
PTCD1,5.539328149200233e-07,2,2
IL23R,5.56695215219913e-07,2,2
IRF2BP2,5.567046013187032e-07,2,2
MIEN1,5.58239532681169e-07,2,2
COL5A3,5.586542319157945e-07,2,0
MX2,5.595102754688574e-07,2,0
SEMA4G,5.596987156671172e-07,2,2
CDH6,5.598398968213337e-07,2,0
DTX3L,5.605529230114201e-07,2,0
CTSE,5.620658304729562e-07,2,0
LDLR,5.622133772509434e-07,2,0
DPYSL3,5.625910446433925e-07,2,0
HOXD4,5.627681652308295e-07,2,2
HOXD3,5.649854490006308e-07,2,2
CABLES1,5.665919849432618e-07,2,2
VNN3P,5.675129285809736e-07,2,0
HECA,5.676920231768618e-07,2,2
NQO2,5.728142273197168e-07,2,0
SNTB2,5.736919289357483e-07,2,0
RRP36,5.771862543460877e-07,2,0
ANKRD46,5.779347879885365e-07,2,2
DMKN,5.781252404944868e-07,2,0
HPGDS,5.824054803465424e-07,2,2
COL8A1,5.837234092262516e-07,2,0
KAT7,5.873931579836144e-07,2,2
NSUN7,5.883679966893224e-07,2,2
MEOX2,5.902961966599282e-07,2,0
MAGI3,5.909102284028694e-07,2,2
IL24,5.915973179472711e-07,2,0
CD5,5.920271947316022e-07,2,0
DNAJC11,5.949462141521484e-07,2,2
AKR1B1,5.956951278841542e-07,2,0
SHC2,5.957828344820581e-07,2,0
OPN3,5.996295163474949e-07,2,2
XPNPEP2,5.996372864915497e-07,2,2
TMED4,5.996393890197839e-07,2,2
ALG2,5.996433516230127e-07,2,0
TNFRSF11B,5.998650567078087e-07,2,0
ETF1,6.001626121220023e-07,2,0
LGALS4,6.014512565646487e-07,2,2
ID2,6.021886055711524e-07,2,2
RNGTT,6.036774240969521e-07,2,0
CIB2,6.066401570931334e-07,2,2
ABCC6P2,6.066547295485112e-07,2,2
DNAJC1,6.096179915735262e-07,2,0
SVIP,6.099661327610118e-07,2,2
USP12,6.118182437511703e-07,2,2
ALDH1L2,6.122153111884998e-07,2,0
LRRC57,6.13808703294334e-07,2,2
ZNF33A,6.142537986492352e-07,2,2
RHOH,6.143214475684032e-07,2,0
SEC23A,6.145865373857324e-07,2,2
PTEN,6.149909375833299e-07,2,2
GMNN,6.173605856212288e-07,2,2
PTPRA,6.186840420345779e-07,2,2
FAM229B,6.192975231784613e-07,2,0
SESN1,6.223287557714046e-07,2,2
GNA12,6.269115214797378e-07,2,0
ABLIM2,6.269972492905465e-07,2,2
IFFO2,6.312682374772873e-07,2,0
CNTNAP1,6.318260100753872e-07,2,0
ABHD6,6.329274881631338e-07,2,2
DNAJC13,6.366237300345951e-07,2,2
CTSL,6.366905228688568e-07,2,0
TRIM47,6.375682000727106e-07,2,0
ARSJ,6.40656844763185e-07,2,0
TST,6.423890455800644e-07,2,2
KRT6A,6.423957020097598e-07,2,0
SLC2A8,6.433563345094011e-07,2,2
PIK3AP1,6.434640127891076e-07,2,0
GFOD1,6.445351081850775e-07,2,2
CACNA1D,6.483961039618775e-07,2,2
CRISPLD2,6.493069020642568e-07,2,0
MYO10,6.495306636927803e-07,2,2
CPT1C,6.503457778503204e-07,2,0
MLH1,6.513499376388784e-07,2,0
RLIM,6.514165150392022e-07,2,0
TUBB2B,6.559028309939057e-07,2,0
STPG2,6.569556139850338e-07,2,2
UQCR10,6.580977588182259e-07,2,2
MAP2K1,6.586446624343529e-07,2,0
SPCS2,6.586768985874722e-07,2,0
DUOXA1,6.591720836244028e-07,2,0
TP63,6.595153862525535e-07,2,0
DNAAF2,6.599119014044691e-07,2,2
SORL1,6.618964156616562e-07,2,2
KATNAL1,6.620361481377151e-07,2,0
PLPPR2,6.648625707255514e-07,2,0
ST6GALNAC4,6.684092947072836e-07,2,0
CFP,6.701145200737685e-07,2,0
LAG3,6.725242112584002e-07,2,0
PCBD2,6.72719924544991e-07,2,2
IFITM4P,6.753174747041269e-07,2,0
HAGLR,6.789707686750464e-07,2,2
PNPLA7,6.81493272087922e-07,2,2
REG3A,6.870651874152029e-07,2,0
FOXA1,6.875206304300033e-07,2,2
CTDSPL2,6.881646081457825e-07,2,2
MST1L,6.885232896458431e-07,2,2
SRA1,6.886602885900065e-07,2,0
SULF1,6.893117508193859e-07,2,0
CLIP4,6.902084404719135e-07,2,0
OAT,6.907301021773794e-07,2,2
DDR1,6.909300568321258e-07,2,2
LRCH2,6.920517726751231e-07,2,0
CAD,6.920751262394544e-07,2,0
GRB10,6.939829213064412e-07,2,0
PDGFRA,6.954719871096091e-07,2,0
ZKSCAN1,6.980012189467637e-07,2,2
MIA2,7.00963799659484e-07,2,2
NRDE2,7.011584932911523e-07,2,2
MFAP2,7.012989921260877e-07,2,0
NFE2,7.032669670297841e-07,2,0
STON1,7.068865172867789e-07,2,0
RASGRP1,7.076465951634269e-07,2,0
PTK7,7.077786824619938e-07,2,0
APOL6,7.102750312624942e-07,2,0
SAT1,7.119054156099461e-07,2,0
CTBP1,7.134465778402752e-07,2,2
H2BC14,7.149380995853537e-07,2,0
ACKR4,7.15691151600076e-07,2,0
PARD6B,7.163944937634264e-07,2,2
BTN3A2,7.171251142216782e-07,2,0
FGD5,7.171845223277442e-07,2,0
ZNF436,7.17321455737388e-07,2,2
ZNF75A,7.179250249829399e-07,2,2
ADAM8,7.202459286777331e-07,2,0
TP53INP2,7.203152484311078e-07,2,2
PLXDC1,7.205148951971837e-07,2,0
HARS2,7.242337923904771e-07,2,2
MARCKS,7.245864223382845e-07,2,2
ARHGEF26,7.258357281279915e-07,2,2
SNX2,7.277583480359801e-07,2,2
ARPC5L,7.340012871629761e-07,2,0
SOD2-OT1,7.340043692436155e-07,2,0
GUCD1,7.340184764269793e-07,2,2
VSNL1,7.344512277237823e-07,2,0
CASP6,7.344943191708829e-07,2,2
MROCKI,7.354837852259504e-07,2,2
CAMK1D,7.360404909475455e-07,2,2
UBE2D4,7.367995505657159e-07,2,2
ADAMTS2,7.368035843070697e-07,2,0
ZER1,7.368058242630245e-07,2,2
ACTR3,7.368161849055544e-07,2,0
DENND3,7.368398503428632e-07,2,0
NLRP14,7.368951394252031e-07,2,0
ARL6IP4,7.369775183399934e-07,2,2
CMTM4,7.382066662887813e-07,2,2
EPHB1,7.392044571168283e-07,2,0
PRDM15,7.393266587219079e-07,2,0
DHX16,7.43166312564259e-07,2,2
NDUFC1,7.435444171957734e-07,2,2
SEPTIN12,7.439358022038908e-07,2,2
ZNF208,7.483327946154271e-07,2,2
MAN2C1,7.496919441168492e-07,2,2
TSPAN9,7.50202832407517e-07,2,0
LAIR1,7.509180954144057e-07,2,0
STARD8,7.555977794840682e-07,2,0
GRHL2,7.55991180177796e-07,2,2
NDUFAF5,7.586643409242402e-07,2,2
MRPL33,7.607166621649525e-07,2,0
TMEM154,7.63994086835242e-07,2,0
ADGRA2,7.643176937354954e-07,2,0
TRAF1,7.651034843937517e-07,2,0
SLC2A9,7.686771368121602e-07,2,2
SLC35G2,7.697020211349456e-07,2,0
PTK6,7.709430868881585e-07,2,2
PLEKHS1,7.710576618589237e-07,2,0
FGD2,7.738975332955299e-07,2,0
DOCK8,7.744665566076393e-07,2,0
LINC03040,7.757531557682243e-07,2,0
TRPM4,7.763993835933162e-07,2,2
SHFL,7.773624775138982e-07,2,0
CD70,7.815055544753878e-07,2,0
PIP4P1,7.827095254913187e-07,2,2
RNASEL,7.827801859614247e-07,2,2
ITGA11,7.829331529953525e-07,2,0
NDUFB7,7.857891882542738e-07,2,2
ARRB1,7.870720950830151e-07,2,2
ANKRD49,7.874304828704156e-07,2,2
NPY1R,7.888871305271733e-07,2,2
GTPBP4,7.899414495837547e-07,2,0
SMARCA5,7.994363893486493e-07,2,0
FKTN,8.008630695530611e-07,2,2
VPS13C,8.018048145280675e-07,2,0
TRNAU1AP,8.019399071038753e-07,2,0
NBPF1,8.029097218371153e-07,2,2
PSMC3IP,8.061743084131881e-07,2,1
FOXP3,8.118754652491021e-07,2,0
METTL14,8.123235239404838e-07,2,2
JAM3,8.156762766548288e-07,2,0
MS4A7,8.163807958417157e-07,2,0
CFDP1,8.210514463847402e-07,2,2
THG1L,8.226722784013104e-07,2,2
GALNT6,8.240884769391415e-07,2,0
CCSAP,8.255392915162941e-07,2,0
SMYD4,8.263205223779555e-07,2,2
ITGB1BP1,8.267783758994789e-07,2,0
TTLL3,8.273351792419008e-07,2,0
GSTP1,8.303531349528692e-07,2,0
WDSUB1,8.321354719656061e-07,2,2
RIPOR3,8.337001048356325e-07,2,0
LIF,8.349003455529742e-07,2,0
URM1,8.438769762778355e-07,2,2
CRACD,8.445051910451332e-07,2,2
MGC32805,8.445177202075507e-07,2,2
TMBIM6,8.445392298301497e-07,2,2
DKK1,8.458500342187008e-07,2,0
GABARAP,8.472646616574203e-07,2,2
REG1A,8.496386845034548e-07,2,0
EGFL7,8.496543507911679e-07,2,0
CTDNEP1,8.500219331648996e-07,2,1
IL4I1,8.50301287783966e-07,2,0
NUP62,8.50301287783966e-07,2,0
LRRCC1,8.573036437750334e-07,2,2
ATP5MC3,8.583938452043068e-07,2,2
NDEL1,8.593709734827892e-07,2,0
ERMP1,8.639377936997521e-07,2,2
PPP3CA,8.646487109924782e-07,2,0
ENO1,8.678549929741571e-07,2,0
PRELID3B,8.713648051315578e-07,2,2
NFAM1,8.71541484185029e-07,2,0
TLN1,8.72985343225759e-07,2,0
TTPA,8.747786902235303e-07,2,2
DPP8,8.795413992742964e-07,2,2
PLIN1,8.795825306433861e-07,2,2
DMTN,8.801214426352869e-07,2,2
XPA,8.838200104772335e-07,2,2
SH2D7,8.840566042234456e-07,2,2
BTBD8,8.872930639552083e-07,2,2
NECTIN4,8.959009392177806e-07,2,0
SEMA4C,8.995495522604315e-07,2,0
SLC40A1,9.006821561295308e-07,2,0
KIF12,9.029786803942219e-07,2,2
ZDHHC7,9.030805082394173e-07,2,2
HIBCH,9.040625776313839e-07,2,2
MASP1,9.040701423082249e-07,2,0
SMIM7,9.0673555717618e-07,2,2
SYNJ2BP-COX16,9.094494529727104e-07,2,2
CNRIP1,9.106576862851587e-07,2,0
TXNDC5,9.122121952556196e-07,2,0
TRIM8,9.139355006982284e-07,2,0
NOA1,9.148726301543828e-07,2,2
ANKRD36C,9.176722108001245e-07,2,0
ZNF302,9.18531372552058e-07,2,2
NUDCD1,9.186572820765934e-07,2,0
CNN3-DT,9.19388039734719e-07,2,2
AIF1L,9.197651203957706e-07,2,0
KPNB1,9.201243122509679e-07,2,0
RABAC1,9.246626424710415e-07,2,0
PABPN1,9.255578853874863e-07,2,2
MIRLET7D,9.289450617435206e-07,2,2
PRKDC,9.293905032752029e-07,2,1
IGLV6-57,9.300015183511191e-07,2,0
UGT2B10,9.308169892499502e-07,2,2
LINC01560,9.308213816106218e-07,2,2
NEK7,9.308375111043126e-07,2,2
TEKT3,9.337806746091813e-07,2,2
ANXA2P1,9.353084501363837e-07,2,0
DNPEP,9.372205761917517e-07,2,2
POLB,9.396952440837787e-07,2,0
RNF103,9.441067754641776e-07,2,2
ITGA4,9.473532177439236e-07,2,0
AKR7A3,9.480815164549518e-07,2,2
SORCS2,9.537847262212992e-07,2,0
LMLN,9.539937923586831e-07,2,0
TCF19,9.541985052233737e-07,2,0
NAGK,9.544404406476959e-07,2,0
ZNF469,9.55855718822088e-07,2,0
ZFYVE9,9.560925899366325e-07,2,2
LRRC59,9.622276919372812e-07,2,0
DKK3,9.64512997486232e-07,2,0
ZNF507,9.665134626886102e-07,2,2
CADPS2,9.672588568883926e-07,2,0
MAP3K13,9.673268637571437e-07,2,2
ZNF19,9.673602276528935e-07,2,2
PROC,9.67437009301194e-07,2,2
CLEC7A,9.67741238737658e-07,2,0
MME,9.678667949056454e-07,2,0
SPINDOC,9.68428376075332e-07,2,0
RNASEH2A,9.734608261436291e-07,2,0
FTH1,9.74986989691571e-07,2,2
MAMDC4,9.782545663670824e-07,2,2
RIMS3,9.788349702603206e-07,2,0
MAP9,9.807770643342498e-07,2,0
FRRS1,9.865148606914655e-07,2,2
GTF3A,9.883676497819677e-07,2,0
CNNM3,9.895935415456315e-07,2,2
SLC9A3-OT1,9.915617521541046e-07,2,2
NOP53,9.91703965198392e-07,2,2
APOLD1,9.923238083275836e-07,2,0
SMPD4,9.967311941649976e-07,2,0
DSG3,9.979461508954804e-07,2,0
GPATCH3,1.0047187877319626e-06,2,2
PRXL2C,1.0054163941317055e-06,2,0
PIP5K1B,1.0059178101220975e-06,2,2
EYA2,1.006248417434916e-06,2,2
NIPSNAP3A,1.0069708326147555e-06,2,2
CCDC28A,1.0106727722790768e-06,2,2
CAAP1,1.0108503493666815e-06,2,2
ANKRD20A5P,1.0116134624013296e-06,2,2
GGT8P,1.012122348982418e-06,2,2
KITLG,1.0124654346940847e-06,2,2
TRAFD1,1.0180764913558358e-06,2,0
MRPS7,1.0223535998992412e-06,2,2
DNALI1,1.0278807849228355e-06,2,0
DESI1,1.0308798509813064e-06,2,0
ZNF394,1.0336564128855029e-06,2,2
HLA-DRB5,1.0354772353837785e-06,2,0
ANKLE2,1.0383612447296885e-06,2,0
NECTIN2,1.0412757980128111e-06,2,0
FAM83A,1.0420326236199549e-06,2,0
MIRLET7F1,1.0507227731264964e-06,2,2
NSD2,1.062280473433671e-06,2,2
LINC00294,1.065378826614232e-06,2,2
CAPNS1,1.0702200191883257e-06,2,2
NCOA3,1.0706999580549936e-06,2,0
SIK2,1.0820017856446367e-06,2,2
FPGT,1.0842783463806036e-06,2,2
MICAL3,1.0887309538625989e-06,2,2
ZNF787,1.090890105521239e-06,2,2
C3AR1,1.0923997649085147e-06,2,0
LOC728392,1.0970872600294583e-06,2,0
LIMCH1,1.101331195088449e-06,2,0
NDUFA1,1.1023979825586186e-06,2,2
OGG1,1.115378564286275e-06,2,2
KCTD11,1.1277776512897627e-06,2,0
IL17REL,1.1333643896470592e-06,2,0
GLB1L2,1.134091050729538e-06,2,2
NFATC1,1.1492301599917421e-06,2,0
HLA-DRB3,1.156229462321712e-06,2,0
DCTD,1.1589936751487823e-06,2,0
KIF4A,1.1638705593562561e-06,2,0
FLNA,1.1703854069786808e-06,2,0
ENPEP,1.181470378771696e-06,2,2
SLCO1C1,1.182200794890425e-06,2,2
BBS2,1.1858367357590797e-06,2,2
FER,1.1961612624775747e-06,2,0
ABLIM3,1.2284270012411854e-06,2,0
PELI1,1.2727478948151159e-06,2,0
GIMAP6,1.3059456383429414e-06,2,0
H19,1.313426565039734e-06,2,0
GDF15,1.319045088361939e-06,2,0
TMEM45B,1.329497783383891e-06,2,2
WDR44,1.3532299896664551e-06,2,0
TMEM88,1.3821445104799744e-06,2,0
LINC00955,1.3959027461622835e-06,2,2
DEGS2,1.4389752388912314e-06,2,2
SENP6,1.452687196101795e-06,2,2
MGC70870,1.466137738382618e-06,2,2
GLRX,1.4776262874893328e-06,2,0
ADCY10,1.559898742989743e-06,2,2
CAMTA1,1.5669203113993357e-06,2,2
C16orf46,1.5701515456323932e-06,2,0
STEAP3,1.6101764035121046e-06,2,2
SH3TC1,1.6191797696833174e-06,2,0
RFK,1.7045928708222034e-06,2,2
PTENP1,1.7233182734072803e-06,2,2
C1QTNF3,2.358360854395366e-21,1,1
CHPF,5.8208974683494386e-21,1,0
PRKAR1A,4.486886945195634e-19,1,0
PPIL6,6.442069438027911e-19,1,1
STIM1,3.0094086798981835e-17,1,1
KMT2E,3.947237834517898e-17,1,1
ABHD5,1.4066074157771162e-16,1,1
CRYZL1,1.6700996373589084e-16,1,1
IFT57,1.769789670892294e-16,1,1
GZMK,2.903285371121679e-16,1,0
SEC22C,3.248276393341496e-16,1,0
PRKAR2B,3.56434018693296e-16,1,0
PARK7,3.674543970823277e-16,1,0
GCNT1,7.95117500015616e-16,1,1
TBC1D32,1.082941585294786e-15,1,1
NOP2,1.451980677702837e-15,1,0
ZYG11B,1.5512753302173837e-15,1,1
CASP4LP,1.990705326426365e-15,1,0
LINC00654,3.2372303877017716e-15,1,1
MIR196A1,4.189968915070568e-15,1,1
MIR194-2,4.558445972154832e-15,1,1
PDK1,4.957319084111213e-15,1,0
UBP1,5.038810393152461e-15,1,1
MKNK2,7.360026742988424e-15,1,1
MIR192,7.816044955090476e-15,1,1
ANKDD1B,9.098523503863984e-15,1,1
LPIN3,1.0193765461403621e-14,1,1
ADPRM,1.7320245196672786e-14,1,1
HPS1,1.7386992727944294e-14,1,1
LINC02532,1.8069177231689958e-14,1,1
DNAL1,1.816600349965537e-14,1,0
PLEKHA8P1,1.8476142976647957e-14,1,0
GNL3,3.335063933024037e-14,1,0
SNORD19B,3.335063933024037e-14,1,0
GFER,3.3498017443668253e-14,1,1
OGFOD2,3.717013487504293e-14,1,1
VSIG10L,4.523798536307618e-14,1,1
PYGO2,5.437271559692081e-14,1,1
PLAAT4,6.539418460958319e-14,1,0
JMJD7,6.832372951103187e-14,1,0
MYO9A,6.847511300455808e-14,1,1
TRA2B,9.351881706253636e-14,1,0
PSMD14,1.0874931481667942e-13,1,0
DDAH2,1.1540511918028585e-13,1,1
HCN3,1.3107054903851447e-13,1,1
PCCA,1.4070057570050636e-13,1,1
TTC23,1.4751569218689155e-13,1,1
EIF4G3,1.75261167965378e-13,1,1
PNP,1.9315668281037478e-13,1,0
TCEAL6,2.495768088695397e-13,1,0
SRD5A1,2.552751098587062e-13,1,1
AIM2,2.592904510962289e-13,1,0
SECTM1,2.597113291055001e-13,1,1
CTDSP1,2.64737899622729e-13,1,1
CCDC13,2.7411645897105386e-13,1,1
ZNF415,2.7717042606597076e-13,1,1
DGKQ,2.976153719823976e-13,1,1
MT4,3.3764246869271403e-13,1,1
RNF220,3.652265785331328e-13,1,1
SACM1L,3.680604923574443e-13,1,1
FBXO31,4.3284159314639364e-13,1,1
ADCY5,4.4832043776721054e-13,1,1
ABCC6P1,4.868854974007947e-13,1,1
UBB,5.078912214849497e-13,1,1
GOLGA6A,5.116926192314118e-13,1,1
ATG14,5.138203097692611e-13,1,1
LMF2,5.272243302434725e-13,1,0
PTPRC,5.597171377832279e-13,1,0
SNX33,5.733013325277573e-13,1,1
ANXA13,6.322153571126476e-13,1,1
NUS1,6.543859503667983e-13,1,0
RXRB,6.591034870426845e-13,1,1
BSCL2,7.073737888016706e-13,1,0
TMEM67,7.189839833060692e-13,1,0
ATP6V0A2,7.270885045566945e-13,1,1
DNAJB6,8.189706271612755e-13,1,0
GMPPA,8.3728409564697e-13,1,0
WDTC1,8.511243918987638e-13,1,1
KIF23,8.807844739259725e-13,1,0
TMEM242,8.921062739948167e-13,1,1
ZNF714,9.315636377132672e-13,1,1
TBC1D4,9.711443219205575e-13,1,1
DNPH1,9.87487023638744e-13,1,1
C1orf216,1.0556980611352646e-12,1,0
CKAP5,1.127420344109527e-12,1,0
PPP1R3B,1.1396891340476814e-12,1,1
STK38L,1.3095971494121585e-12,1,1
LMNB1,1.3513884688562253e-12,1,0
IPO4,1.5079667066116833e-12,1,0
SENP8,1.6138210034762936e-12,1,1
RUSC1-AS1,1.622453291212287e-12,1,1
MRPL17,1.6636884440521165e-12,1,0
H2BC26,1.748333960503909e-12,1,0
CYB561D1,1.8018523505644607e-12,1,1
ATP6V1F,1.8214351663515848e-12,1,0
ZYG11A,1.973900692774573e-12,1,0
EIF3I,2.0797974224158116e-12,1,0
CSRP2,2.0811924615667906e-12,1,0
ELAC2,2.124835280418125e-12,1,1
UHRF1,2.1405631936773365e-12,1,0
G3BP1,2.1609894209901803e-12,1,0
ARHGEF11,2.274224959816957e-12,1,1
BUB1,2.4754187564308745e-12,1,0
CKAP2L,2.6032641323304676e-12,1,0
SMIM6,2.6663880438950953e-12,1,1
ADAM17,2.666761972090979e-12,1,0
PRXL2B,3.1484317389032266e-12,1,1
ADCY3,3.1575069368551475e-12,1,0
FAH,3.5863571244858673e-12,1,1
SPPL2B,3.703300430205391e-12,1,1
TOM1L2,3.7298748320185945e-12,1,1
SEPTIN9,4.34338343833036e-12,1,0
GRPEL1,4.631162304024033e-12,1,1
LRCH1,4.7744452351575976e-12,1,0
CCDC89,4.890970527086897e-12,1,1
AFF1-AS1,4.9055893509206164e-12,1,1
C4orf36,4.9055893509206164e-12,1,1
CALM1,4.924708132227877e-12,1,1
CPSF2,5.300693416465322e-12,1,0
TSEN54,5.363883705482229e-12,1,1
SEC23B,5.469321328967199e-12,1,0
DOP1A,5.5804397034098625e-12,1,1
PPP1R16A,5.609490191778545e-12,1,1
SLIRP,5.8642229788921186e-12,1,1
