gene,datasets,hedges_g,se,ci_lo,ci_hi,p_value,tau2,I2,direction,n_up,n_down,direction_ratio,sign_test_p,q_value
RBBP8NL,3,-0.205803653497625,0.23886618696507836,-0.6739813799491786,0.26237407295392856,0.3889156290953256,0.09857504420311236,0.5811360401711991,down,1,2,0.6666666666666666,1.0,0.7519261839872698
DARS1,3,0.11982811014008087,0.13911558538111862,-0.1528384372069116,0.39249465748707335,0.38904174058483454,0.0,0.0,up,3,0,1.0,0.25,0.7521043495750988
USP16,3,-0.3131428165211083,0.3636023869606912,-1.025803494964063,0.39951786192184646,0.3891151166993325,0.3164812202013757,0.8229758676828064,down,1,2,0.6666666666666666,1.0,0.7521510519932952
NUP62CL,3,-0.11976087786883495,0.1390715954437617,-0.39234120493860786,0.15281944920093798,0.38915791503355723,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.7521510519932952
PPM1F,3,0.19768277619413896,0.22957296100796312,-0.2522802273814687,0.6476457797697467,0.38918896766591926,0.08677683492649203,0.5591257722893034,up,2,1,0.6666666666666666,1.0,0.7521510519932952
NCK2,3,-0.12007278324257818,0.13944668157582663,-0.3933882791311984,0.153242712646042,0.3892017454211931,0.0,0.28731952976022934,down,0,3,1.0,0.25,0.7521510519932952
EIF3M,3,0.11990604923789774,0.1393010963398307,-0.15312409958817044,0.39293619806396596,0.38936534571692727,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.752376081316546
CTSC,3,0.17738803165668504,0.20609025398832848,-0.2265488661604388,0.5813249294738089,0.3893868534847025,0.05851985823005336,0.4648059663317705,up,2,1,0.6666666666666666,1.0,0.752376081316546
EXOC7,3,0.11983845258783091,0.1392482245396143,-0.1530880675098131,0.39276497268547494,0.3894527258325604,0.0,0.0,up,3,0,1.0,0.25,0.752376081316546
PIP5K1B,3,-0.6628093158550542,0.7702942681476279,-2.172586081424405,0.8469674497142964,0.38953415766862076,1.6770369607551665,0.9155679020076274,down,1,2,0.6666666666666666,1.0,0.752376081316546
PSMD9,3,-0.12002125375097497,0.13948476755882858,-0.393411398166279,0.15336889066432904,0.38953477070532094,0.0,0.28653939283466934,down,1,2,0.6666666666666666,1.0,0.752376081316546
KLHL4,3,0.12510851976988854,0.14540688328462165,-0.1598889714679699,0.410106011007747,0.3895669282557721,0.0038793763649720378,0.13120893257224692,up,2,1,0.6666666666666666,1.0,0.752376081316546
ALK,3,-0.11977761245264268,0.1392196271520966,-0.392648081670752,0.15309285676546663,0.38959611409867145,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.752376081316546
CDC14A,3,-0.5373880807290621,0.6246308685616724,-1.76166458310994,0.6868884216518159,0.38960768470138407,1.0764141278778374,0.9012996799900881,down,1,2,0.6666666666666666,1.0,0.752376081316546
TP73,3,0.11963139573338233,0.13906280618085423,-0.15293170438109194,0.3921944958478566,0.3896408780049436,0.0,0.0,up,3,0,1.0,0.25,0.752376081316546
SERINC3,3,0.1197206094444673,0.13918036569371262,-0.15307290731520942,0.39251412620414405,0.3896880753979033,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.752376081316546
ZFPM1,3,0.21695581278543147,0.25222250138061936,-0.27740028992058247,0.7113119154914453,0.389691878303251,0.11708809716825638,0.6059939859433752,up,2,1,0.6666666666666666,1.0,0.752376081316546
DELEC1,3,-0.14359460814848224,0.16700131592868692,-0.4709171873687086,0.1837279710717441,0.38987659718681933,0.020109594433654503,0.19542590564864212,down,1,2,0.6666666666666666,1.0,0.7524802294879802
LDOC1,3,0.21659219048359632,0.2519278937976551,-0.2771864813598077,0.7103708623270003,0.3899330298650199,0.11638080715387854,0.5882185866493918,up,2,1,0.6666666666666666,1.0,0.7524802294879802
NR1D2,3,-0.11966633417475128,0.1391907923537955,-0.3924802871881905,0.1531476188386879,0.3899385501506093,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.7524802294879802
SEMA4F,3,0.3329329030175198,0.38725815557660004,-0.42609308191261624,1.0919588879476558,0.3899443733307426,0.3689785661645491,0.8540369746574825,up,2,1,0.6666666666666666,1.0,0.7524802294879802
RAB5A,3,-0.11958553383462077,0.1391044907899102,-0.3922303357828448,0.1530592681136032,0.3899647283803054,0.0,0.0,down,0,3,1.0,0.25,0.7524802294879802
HNRNPC,3,0.16363620762773945,0.19034820878393566,-0.20944628158877443,0.5367186968442533,0.38997224229448224,0.04141022528830345,0.43397485235908406,up,2,1,0.6666666666666666,1.0,0.7524802294879802
SLC25A51P1,2,-0.18901562084218687,0.21987585676489188,-0.6199723001013749,0.2419410584170012,0.38998365801521817,0.0,0.0,down,0,2,1.0,0.5,0.7524802294879802
DNAAF4-CCPG1,1,-0.3167787758932092,0.36859607881889084,-1.0392270903782352,0.4056695385918168,0.39010893840289207,0.0,0.0,down,0,1,1.0,,0.7526444412050856
MYH7,3,-0.13466847412420344,0.1567172544340894,-0.4418342928150186,0.17249734456661178,0.39017031724721085,0.011964481073296956,0.07711020961927549,down,1,2,0.6666666666666666,1.0,0.7526444412050856
OR1J1,1,-0.3167218296095098,0.3685953591657478,-1.0391687335743756,0.4057250743553559,0.39019322451517346,0.0,0.0,down,0,1,1.0,,0.7526444412050856
RPL23AP84,1,0.3167131074849349,0.3685952489520454,-0.40573358046107405,1.039159795430944,0.3902061351402468,0.0,0.0,up,1,0,1.0,,0.7526444412050856
OR2A7,3,-0.1624139891383773,0.1890327070952932,-0.532918095045152,0.2080901167683974,0.3902386832689754,0.04039063320790617,0.3039668486306235,down,1,2,0.6666666666666666,1.0,0.7526444412050856
ANKRD46,3,-0.24017530959597683,0.2796563780080931,-0.7883018104918393,0.30795119129988563,0.3904382155174212,0.15952390143298664,0.7177181560122372,down,1,2,0.6666666666666666,1.0,0.7527696024456441
NOP2,3,0.2915015064588283,0.3394368203013428,-0.37379466133180367,0.9567976742494602,0.3904619786916004,0.2662886475247705,0.767831579476876,up,2,1,0.6666666666666666,1.0,0.7527696024456441
ELF1,3,-0.7732252339510663,0.9003813815150278,-2.5379727417205205,0.991522273818388,0.3904645322945416,2.31985962138768,0.9313619868183222,up,2,1,0.6666666666666666,1.0,0.7527696024456441
DNTTIP1,3,0.11960073082697627,0.13927528952651455,-0.15337883664499224,0.39258029829894475,0.39048608186346945,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.7527696024456441
OR2AT4,1,-0.3165128738935496,0.368592719604479,-1.0389546043183284,0.4059288565312292,0.3905025986154791,0.0,0.0,down,0,1,1.0,,0.7527696024456441
POLR2A,3,0.11966637620576553,0.13936228400569428,-0.15348370044539528,0.39281645285692635,0.3905219576370058,0.0,0.10016860213529295,up,2,1,0.6666666666666666,1.0,0.7527696024456441
KDR,3,0.18283920654589586,0.2129602853239199,-0.23456295268898714,0.6002413657807788,0.39058325234957914,0.06626824726065667,0.4774789793814691,up,2,1,0.6666666666666666,1.0,0.7527696024456441
DENND1A,3,-0.11943072860577376,0.13911038234381892,-0.3920870779996588,0.1532256207881113,0.3905987135332193,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.7527696024456441
CEP112,3,0.12322072784090374,0.14353820955477994,-0.15811416288646493,0.4045556185682724,0.39064267542912523,0.0026525608777993857,0.13263889858989708,up,2,1,0.6666666666666666,1.0,0.7527696024456441
CSHL1,3,-0.11955505571136163,0.1392786861433977,-0.3925412805524211,0.15343116912969787,0.390678636522348,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.7527696024456441
MYO1G,3,0.1853346930009317,0.21591278512184103,-0.23785436583787672,0.6085237518397402,0.3906840059532992,0.06963495632847218,0.5010199843065366,up,2,1,0.6666666666666666,1.0,0.7527696024456441
PNP,3,0.21511727016253024,0.25063662078939636,-0.27613050658468663,0.7063650469097471,0.39073595132863503,0.11534462095614365,0.6414812708889935,up,2,1,0.6666666666666666,1.0,0.7527696024456441
HYCC2,3,-0.29833395242231964,0.3476006911263182,-0.9796313070299033,0.38296340218526403,0.39074544406534173,0.2823031493692374,0.7275332178572163,down,1,2,0.6666666666666666,1.0,0.7527696024456441
RPL36A,3,0.1194942457518055,0.13926520276943222,-0.15346555167628162,0.39245404317989263,0.3908738212306784,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.7529514237449625
GJA5,3,-0.11963851158783216,0.13946043085005536,-0.3929809560539407,0.15370393287827633,0.3909658679176107,0.0,0.24275844750646253,down,1,2,0.6666666666666666,1.0,0.7530632350644741
UBE2E3,3,-0.36815037790158267,0.42930744073721216,-1.2095929617465186,0.4732922059433532,0.3911438481650139,0.4691563411758136,0.848025698974393,down,1,2,0.6666666666666666,1.0,0.7532869079908111
GPX6,3,-0.11949390468325898,0.13934602165340393,-0.3926121071239307,0.1536242977574127,0.3911500176951428,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.7532869079908111
POM121,3,0.37205822153054063,0.4339613497427437,-0.47850602396523695,1.2226224670263182,0.39124962667174135,0.48038540307253375,0.8073495497543602,down,1,2,0.6666666666666666,1.0,0.7533396861191322
RPL13AP6,1,-0.31600715638422217,0.36858633843364497,-1.0384363797141662,0.4064220669457219,0.39125199427104107,0.0,0.0,down,0,1,1.0,,0.7533396861191322
ERLIN1,3,0.1194896764412596,0.13937917588174978,-0.15369350828696995,0.3926728611694892,0.3912794694282917,0.0,0.14362506870121258,up,2,1,0.6666666666666666,1.0,0.7533396861191322
RAD18,3,-0.1232377855888272,0.14379259717889764,-0.4050712760594666,0.15859570488181218,0.3914159449218019,0.002872420487427207,0.0,down,1,2,0.6666666666666666,1.0,0.7535369377766992
AKAP19,3,-0.38647666263775593,0.45115760474880573,-1.2707455679454152,0.4977922426699033,0.3916475334478615,0.525500733190238,0.8434769464025982,down,1,2,0.6666666666666666,1.0,0.7536294026681499
ADAMTS13,3,0.11927315494459718,0.1392352117644928,-0.1536278601138087,0.39217417000300303,0.39164902136734314,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.7536294026681499
KRT13,3,0.22917571200560902,0.2675361120195567,-0.29519506755272207,0.7535464915639402,0.3916571446230144,0.14013872596286983,0.6288076674737513,up,2,1,0.6666666666666666,1.0,0.7536294026681499
CLDN1,3,0.16049117346434885,0.18736045234005008,-0.2067353131221493,0.527717660050847,0.39167126755742054,0.03869951878140644,0.3032812400501263,up,2,1,0.6666666666666666,1.0,0.7536294026681499
KCNC4,3,0.303768031387212,0.35465862439536056,-0.39136287242769474,0.9988989352021187,0.3917167213585997,0.29696078807698084,0.7647452947132077,up,2,1,0.6666666666666666,1.0,0.7536294026681499
POT1-AS1,1,-0.15407943777402772,0.17989493102992116,-0.5066735025926732,0.19851462704461775,0.3917230267053491,0.0,0.0,down,0,1,1.0,,0.7536294026681499
AK9,3,-0.23629409492269693,0.275895591592413,-0.7770494544438264,0.3044612645984326,0.39174227365302594,0.15286002015651498,0.6666011643344422,down,1,2,0.6666666666666666,1.0,0.7536294026681499
CCDC166,2,-0.18810702248321928,0.21963460846105895,-0.6185908550668948,0.24237681010045622,0.3917464962253109,0.0,0.0,down,0,2,1.0,0.5,0.7536294026681499
OR1F1,3,0.11946436160368988,0.13949939918535784,-0.15395446079961145,0.39288318400699124,0.3917881542691055,0.0,0.3032507002907218,up,2,1,0.6666666666666666,1.0,0.7536294026681499
PPP1R15B,3,0.4238316947184786,0.4949281685908107,-0.5462275157195103,1.3938909051564674,0.3918042598239526,0.6473406798711464,0.8489249142476908,up,2,1,0.6666666666666666,1.0,0.7536294026681499
FSCN1,3,0.23782554622339067,0.27781841158733683,-0.30669854048778944,0.7823496329345708,0.39197192525411007,0.1559463134551883,0.6733905675215511,up,2,1,0.6666666666666666,1.0,0.7536722850685532
KCNIP4,3,0.13067006240223047,0.1526447171895853,-0.1685135832893567,0.4298537080938176,0.39197536939161326,0.008986651955516397,0.0,up,2,1,0.6666666666666666,1.0,0.7536722850685532
LINC01620,1,-0.31546852621245985,0.3685795530694449,-1.0378844502285718,0.40694739780365213,0.39205116378310645,0.0,0.0,down,0,1,1.0,,0.7536722850685532
ATG4A,3,-0.4087378995748137,0.47757228064388957,-1.3447795696368372,0.5273037704872099,0.39207187781148445,0.597515488096497,0.834683446694937,up,2,1,0.6666666666666666,1.0,0.7536722850685532
NPHP3,3,-0.2969328900925806,0.3469489467234817,-0.9769528256706047,0.3830870454854435,0.3920861214841609,0.2820528021949924,0.8171218038940821,down,1,2,0.6666666666666666,1.0,0.7536722850685532
MCM3AP,3,0.1730365206683232,0.20218975082508617,-0.22325539094884567,0.5693284322854921,0.3921014875178839,0.05417179499384543,0.4056598942478549,up,2,1,0.6666666666666666,1.0,0.7536722850685532
MYO5B,3,-0.30300756360038217,0.3540653885887341,-0.996975725234301,0.39096059803353667,0.3921109089111132,0.2955603899575195,0.740267835808727,up,2,1,0.6666666666666666,1.0,0.7536722850685532
GJB4,3,0.31742010068282533,0.37093399044649455,-0.40961052059230396,1.0444507219579546,0.39214601308756425,0.33146469647115423,0.7539168614202586,up,2,1,0.6666666666666666,1.0,0.7536722850685532
LNROP,1,0.23468396552127643,0.2742789764144424,-0.30290282825103054,0.7722707592935835,0.3921971349060681,0.0,0.0,up,1,0,1.0,,0.7536722850685532
CXorf65,3,0.19362696258436,0.22629538137055605,-0.24991198490192987,0.6371659100706498,0.39219795838103266,0.08246848156826142,0.5405596566872958,up,2,1,0.6666666666666666,1.0,0.7536722850685532
NPFFR2,3,-0.11901983117367546,0.13912097583196015,-0.3916969438043173,0.15365728145696642,0.39226710018968947,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.7536722850685532
FAM167A-AS1,3,-0.18001497263765592,0.2104501426485263,-0.5924972522287675,0.23246730695345563,0.39234047116549964,0.06319529309204917,0.4770146143282339,down,1,2,0.6666666666666666,1.0,0.7536722850685532
SPRR2D,3,-0.11921954428981346,0.1393800851523184,-0.3924045111883575,0.15396542260873058,0.3923542842678994,0.0,0.15251080823354296,down,1,2,0.6666666666666666,1.0,0.7536722850685532
PRR15L,3,-0.4370111625033963,0.5109287736647948,-1.4384315588863943,0.5644092338796016,0.3923701579682063,0.6949590206036551,0.8683293475640496,down,1,2,0.6666666666666666,1.0,0.7536722850685532
PCDHA9,3,0.11923589438940843,0.13940677877810959,-0.15400139201568633,0.3924731807945032,0.39238001969869885,0.0,0.0,up,3,0,1.0,0.25,0.7536722850685532
DNTTIP2,3,-0.11910117796454353,0.1392495897253158,-0.39203037382616246,0.15382801789707543,0.39238109756075246,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.7536722850685532
HNRNPM,3,-0.11892134006654077,0.13905936604792743,-0.3914776975204785,0.153635017387397,0.3924493116595458,0.0,0.0,down,0,3,1.0,0.25,0.7536722850685532
PROM2,3,-0.23790350949727868,0.27819065173514285,-0.7831571868981586,0.30735016790360126,0.39245065502782783,0.15700244262376206,0.6801889445693473,down,1,2,0.6666666666666666,1.0,0.7536722850685532
CCDC136,3,-0.1778374264973049,0.20796271126636648,-0.5854443405793832,0.22976948758477336,0.3924731324195433,0.0602947795151745,0.48315109357613095,down,1,2,0.6666666666666666,1.0,0.7536722850685532
ADGRE5,3,0.4571684517766734,0.5347752489996173,-0.5909910362625763,1.5053279398159232,0.3926178043701378,0.7702080269211197,0.9140657994910946,up,2,1,0.6666666666666666,1.0,0.7538847332569311
SLC2A7,1,0.3148628568889962,0.3685719368605417,-0.4075381393576655,1.037263853135658,0.3929510343173753,0.0,0.0,up,1,0,1.0,,0.7544591726941406
TRIB1,3,0.476577070828192,0.5580006063507035,-0.6171041176191867,1.5702582592755707,0.39306075106505967,0.8452910096649212,0.9201731805424855,up,2,1,0.6666666666666666,1.0,0.7546044082730475
CDK4,3,0.24624725859954755,0.2883484232353704,-0.31891565094177843,0.8114101681408735,0.3931093990750356,0.172961432544686,0.6753691567586241,up,2,1,0.6666666666666666,1.0,0.7546323880831077
IRX3,3,0.11875102736802869,0.13908302583387958,-0.15385170326637532,0.39135375800243266,0.39320808501713667,0.0,0.0,up,3,0,1.0,0.25,0.7547564100255266
CLDN8,3,-0.1190909321446613,0.13954027054585275,-0.39258986241453264,0.15440799812521008,0.3934086588965814,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.755072496530237
PCYT2,3,-0.11880041871426561,0.13921386624237642,-0.39165959654932336,0.15405875912079214,0.3934562166377009,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.755072496530237
PLIN5,1,0.23400886548133365,0.2742737326231859,-0.30356765046011064,0.771585381422778,0.3935514017406313,0.0,0.0,up,1,0,1.0,,0.755072496530237
CCDC197,3,-0.11901784153495683,0.13950164834635997,-0.39244107229382236,0.15440538922390873,0.3935681366905449,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.755072496530237
GALNT3,3,0.11868948648176085,0.1391172500014532,-0.15398032352108737,0.3913592964846091,0.39356973121810634,0.0,0.0,up,3,0,1.0,0.25,0.755072496530237
WDR70,3,-0.14448638103299383,0.16939196506156406,-0.47649463255365937,0.18752187048767172,0.39367555924356046,0.022119558911767326,0.22494586494869684,down,1,2,0.6666666666666666,1.0,0.755072496530237
ERBB2,3,-0.11861812617982971,0.13906804106343848,-0.3911914866641691,0.1539552343045097,0.39368687063875774,0.0,0.0,down,0,3,1.0,0.25,0.755072496530237
PALS1,3,-0.7950468325670378,0.9322271665598646,-2.622212079024372,1.0321184138902968,0.3937443403835996,2.4928944598555867,0.9386681371087492,down,1,2,0.6666666666666666,1.0,0.755072496530237
KLK14,3,-0.19426091817998353,0.2277815800354546,-0.6407128150494745,0.25219097868950746,0.39374882869502137,0.08437621563255632,0.5477056374684994,down,1,2,0.6666666666666666,1.0,0.755072496530237
ACOXL,3,0.2030795310836994,0.23813029123788038,-0.26365583974254614,0.669814901909945,0.3937655220199314,0.06279954965110167,0.39896627315973676,up,2,1,0.6666666666666666,1.0,0.755072496530237
TCAP,3,0.1188325612341703,0.13935492116688336,-0.1543030842529211,0.3919682067212617,0.39380730172414147,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.755072496530237
TM9SF2,3,-0.11879428402478223,0.1393102889820758,-0.3918424504296507,0.15425388238008628,0.3938081691785247,0.0,0.0,down,0,3,1.0,0.25,0.755072496530237
EEF1G,3,0.2375216621506573,0.2785552076249783,-0.3084465447943002,0.7834898690956148,0.39383039718847135,0.15685485318666129,0.6391725656242196,up,2,1,0.6666666666666666,1.0,0.755072496530237
MIR3652,1,0.31421696018247675,0.3685638307518182,-0.40816814809108687,1.0366020684560404,0.3939121119097557,0.0,0.0,up,1,0,1.0,,0.755072496530237
PCP4,3,0.1187210390938854,0.13925792679347596,-0.15422449742132746,0.39166657560909823,0.3939220720795922,0.0,0.0,up,3,0,1.0,0.25,0.755072496530237
C11orf65,3,-0.11855296223444933,0.13908796309615315,-0.3911653699029095,0.15405944543401084,0.39401452932375824,0.0,0.0,down,0,3,1.0,0.25,0.755072496530237
TRIM68,3,-0.21497896373571215,0.25225395012321766,-0.7093967059772187,0.27943877850579446,0.3940851734612336,0.11697731374566481,0.5868205442501062,down,1,2,0.6666666666666666,1.0,0.755072496530237
RAB40A,2,0.1482084308557527,0.17390634126910795,-0.1926479980316989,0.4890648597432043,0.3940857162275273,0.006013331335179611,0.06602342066884803,up,2,0,1.0,0.5,0.755072496530237
OR11H6,1,0.3140979257999864,0.3685623386480404,-0.40828425795017276,1.0364801095501455,0.3940893940722995,0.0,0.0,up,1,0,1.0,,0.755072496530237
IMPA1,3,-0.21557093782116002,0.25296016551137096,-0.7113728622234471,0.2802309865811271,0.3941068594294399,0.11814387298939599,0.6066819283384453,down,1,2,0.6666666666666666,1.0,0.755072496530237
IL17RE,3,0.11850299499747918,0.13905956992545845,-0.1540537620564194,0.3910597520513778,0.3941173451787199,0.0,0.0,up,3,0,1.0,0.25,0.755072496530237
MIR6845,1,-0.3140754871301818,0.3685620574405003,-1.0364571197135624,0.4083061454531988,0.3941228184354332,0.0,0.0,down,0,1,1.0,,0.755072496530237
PAGE2,3,0.11868475633647566,0.1392877172064214,-0.15431916938811033,0.39168868206106167,0.39416778601989066,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.7550933273058142
BBOX1,3,0.11857569238587277,0.1391798291707553,-0.15421677278880758,0.39136815756055315,0.39423611344665765,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.755095555668815
