gene,datasets,hedges_g,se,ci_lo,ci_hi,p_value,tau2,I2,direction,n_up,n_down,direction_ratio,sign_test_p,q_value
FAM234A,3,-0.508331208315293,0.24577570245479177,-0.9900515851266849,-0.026610831503901144,0.03861437490333486,0.10669208101883121,0.5829737787681127,down,0,3,1.0,0.25,0.39143759544801804
MAD2L2,3,0.5789223942458325,0.27991261236889403,0.03029367400280014,1.1275511144888648,0.038618826299450015,0.15654819657328597,0.6759855107431585,up,3,0,1.0,0.25,0.39143759544801804
ERVH-4,1,0.7826874336476287,0.3786768671334931,0.04048077406598227,1.5248940932292752,0.0387435237499225,0.0,0.0,up,1,0,1.0,,0.39252187579576103
KIF24,2,-0.4583403324493728,0.2218200903494071,-0.8931077095342107,-0.023572955364534853,0.03880293529183487,0.0,0.0,down,0,2,1.0,0.5,0.3929346669738269
RPS27,3,0.2891697087722741,0.13996768066427667,0.014833054670291834,0.5635063628742564,0.03883085391290497,0.0,0.18655188435785086,up,3,0,1.0,0.25,0.3929346669738269
BEX1,3,0.3029926321990654,0.14667297880310123,0.015513593744987009,0.5904716706531439,0.03885020671631145,0.0043954321571818954,0.0,up,3,0,1.0,0.25,0.3929346669738269
GAGE2B,1,-0.7822091078174424,0.37866233229816754,-1.5243872791218507,-0.04003093651303402,0.03885523640550327,0.0,0.0,down,0,1,1.0,,0.3929346669738269
ABHD12B,3,-0.29325387938470077,0.14198970429907481,-0.5715536998108874,-0.01495405895851415,0.03889293000663974,0.0,0.0,down,0,3,1.0,0.25,0.39313633996214065
MTARC1,3,-0.5614680056910465,0.2719730106671009,-1.0945351065985642,-0.028400904783528746,0.03897739526254318,0.14392928705977714,0.6293718134254783,down,0,3,1.0,0.25,0.39336948455172766
ANTXR1,3,0.36635241353943293,0.17746838650530625,0.018514375989032716,0.7141904510898331,0.03898691937956711,0.028556438826177824,0.19095805128332746,up,3,0,1.0,0.25,0.39336948455172766
OR14A16,1,-0.7816329408398959,0.3786448354320087,-1.523776818286633,-0.03948906339315883,0.038990180162641296,0.0,0.0,down,0,1,1.0,,0.39336948455172766
C1QA,3,0.2884447265418338,0.13973189128718413,0.014570219618952884,0.5623192334647147,0.03899186924646236,0.0,0.0,up,3,0,1.0,0.25,0.39336948455172766
ACSM1,3,0.36442445129421963,0.1765646929514021,0.018357653109471517,0.7104912494789677,0.039020441682943385,0.02783529941823737,0.3424705518867918,up,2,1,0.6666666666666666,1.0,0.39336948455172766
C10orf88,3,-0.2882571675179071,0.13967235402546868,-0.5620149814078257,-0.014499353627988487,0.03903575727196196,0.0,0.0,down,0,3,1.0,0.25,0.39336948455172766
COL25A1,3,-0.2882441556769386,0.1396693097183971,-0.561996002724997,-0.01449230862888029,0.03904032722466688,0.0,0.0,down,0,3,1.0,0.25,0.39336948455172766
NAT14,3,0.3326203971176325,0.16121963611296053,0.016629910336229903,0.6486108838990352,0.039098317139332206,0.014778599311597002,0.30773061621106323,up,2,1,0.6666666666666666,1.0,0.3935935176148694
MYO10,3,-0.288205997970454,0.1397016980481952,-0.5620213261449166,-0.014390669795991351,0.03911167953313943,0.0,0.0,down,0,3,1.0,0.25,0.3935935176148694
KLF10,3,0.39971315958859344,0.19375656092363175,0.019950300178275204,0.7794760189989116,0.0391158771964748,0.044180625189711206,0.32650178856745293,up,3,0,1.0,0.25,0.3935935176148694
MT1IP,1,-0.7808698339769531,0.3786216802344861,-1.522968327236546,-0.038771340717360325,0.03916954855149847,0.0,0.0,down,0,1,1.0,,0.39395458300183317
MRAS,3,0.5374468721798786,0.2606438165181843,0.026584991804237457,1.0483087525555197,0.03920798343983556,0.12708118165122115,0.621584405934722,up,3,0,1.0,0.25,0.39416214672811534
FAM98B,2,-0.6351324914186979,0.308136769802894,-1.2390805602323702,-0.03118442260502563,0.0392836597856715,0.08404558819250797,0.42723890623725097,down,0,2,1.0,0.5,0.39424982142764264
KLF13,3,-0.28815695849172823,0.13980709835851665,-0.5621788712744209,-0.01413504570903562,0.039293126917311016,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.39424982142764264
DHFRP3,1,-0.7802017238565058,0.3786014249619186,-1.5222605167818664,-0.03814293093114529,0.03932718994207339,0.0,0.0,down,0,1,1.0,,0.39424982142764264
RSPO2,3,0.5390759228813629,0.2616106297950771,0.026319088483011788,1.051832757279714,0.03934083021432766,0.12903317010587292,0.6606953075388228,up,3,0,1.0,0.25,0.39424982142764264
ARMC2-AS1,1,-0.7800770110563694,0.3785976458110062,-1.5221283968459414,-0.038025625266797314,0.03935667846829603,0.0,0.0,down,0,1,1.0,,0.39424982142764264
HS3ST1,3,0.6842851278876434,0.3321451076655072,0.03328071686324929,1.3352895389120376,0.03937948906368005,0.2477258798164574,0.7497321009886445,up,3,0,1.0,0.25,0.39424982142764264
FRAT1,3,-0.31784014870377786,0.15427721079341467,-0.6202234818588706,-0.01545681554868511,0.03938051569176393,0.009692003767167943,0.0,down,0,3,1.0,0.25,0.39424982142764264
TNFRSF11B,3,0.4373138488075247,0.21231000834912633,0.021186232443237085,0.8534414651718123,0.039418703550823775,0.0642715569991497,0.4549489767891574,up,3,0,1.0,0.25,0.39424982142764264
PAXIP1,3,-0.28770797788630786,0.13967887804548826,-0.5614785788554648,-0.013937376917150857,0.03941942780797636,0.0,0.0,down,0,3,1.0,0.25,0.39424982142764264
HMX3,1,0.7796278517137587,0.37858403970500293,0.03760313389195302,1.5216525695355645,0.03946304580129343,0.0,0.0,up,1,0,1.0,,0.39424982142764264
SNHG3,1,0.7795350710755182,0.3785812300741944,0.03751586013009722,1.5215542820209391,0.03948504939465521,0.0,0.0,up,1,0,1.0,,0.39424982142764264
SNORA73A,1,0.7795350710755182,0.3785812300741944,0.03751586013009722,1.5215542820209391,0.03948504939465521,0.0,0.0,up,1,0,1.0,,0.39424982142764264
CHIA,3,0.2878012297461794,0.1397987447502682,0.013795690035653674,0.561806769456705,0.039524663457675135,0.0,0.0,up,3,0,1.0,0.25,0.39424982142764264
SLC38A5,3,0.4396785271978135,0.213582676362404,0.02105648152750167,0.8583005728681252,0.03953381637060693,0.06558460243719229,0.4711840978734197,up,3,0,1.0,0.25,0.39424982142764264
RPUSD3,3,-0.3322959486082673,0.16141967791374587,-0.6486785173192091,-0.015913379897325386,0.039534117265441204,0.014985381809473638,0.21201891145003476,down,0,3,1.0,0.25,0.39424982142764264
ZNF29P,1,-0.7792722423271877,0.3785732726615553,-1.521275856743836,-0.03726862791053931,0.039547440325890706,0.0,0.0,down,0,1,1.0,,0.39424982142764264
SNAPC1,3,0.28767629852040366,0.13977712565896042,0.01371313222884124,0.561639464811966,0.03957985101642558,0.0,0.0,up,3,0,1.0,0.25,0.39424982142764264
RAB13,3,0.5250905012631322,0.25515947806823835,0.024977924249385053,1.0252030782768793,0.03960055732294476,0.11913397167602084,0.6050044536232635,up,3,0,1.0,0.25,0.39424982142764264
PML,3,0.7534766860611329,0.36614642731597136,0.035829688521829106,1.4711236836004367,0.03960394181944782,0.31667742346349737,0.8192309232466605,up,3,0,1.0,0.25,0.39424982142764264
PUDP,3,-0.2877518028550402,0.139832904127845,-0.5618242949456164,-0.013679310764464048,0.03960682755136835,0.0,0.0,down,0,3,1.0,0.25,0.39424982142764264
PODXL,3,0.9857527604126012,0.47904338201994257,0.04682773165351373,1.9246777891716886,0.03961388916576891,0.5924421849864298,0.8581572803791943,up,3,0,1.0,0.25,0.39424982142764264
OMD,3,0.4080106306867159,0.19832285094134988,0.019297842841670132,0.7967234185317617,0.03965687837134024,0.0,0.0,up,3,0,1.0,0.25,0.39424982142764264
LINC00474,3,-0.28799984145810026,0.1400033357008826,-0.5624063794318301,-0.013593303484370378,0.03967730867298913,0.0,0.2923398073922604,down,0,3,1.0,0.25,0.39424982142764264
ZNF214,3,-0.2872977579826685,0.13966368732641457,-0.5610385851424411,-0.01355693082289594,0.039679646735507945,0.0,0.0,down,0,3,1.0,0.25,0.39424982142764264
SLC25A48,3,0.31223240069937613,0.1518109140645727,0.014683009132813674,0.6097817922659385,0.039713257531851065,0.005264802384898531,0.0,up,3,0,1.0,0.25,0.39424982142764264
ATP5F1B,3,-0.4820926147026962,0.23441860312544602,-0.9415530768285705,-0.022632152576821996,0.03972992776703965,0.09122696885821732,0.5623796700124446,down,0,3,1.0,0.25,0.39424982142764264
THBD,3,0.6496238822287103,0.3159541702572392,0.03035370852452146,1.2688940559328992,0.03977577205854255,0.21793905493191576,0.7505502128728501,up,3,0,1.0,0.25,0.39424982142764264
HLA-G,3,0.5096027699387041,0.24789845559010773,0.02372179698209298,0.9954837428953153,0.03981225322654036,0.10962533845583329,0.6049596891751505,up,3,0,1.0,0.25,0.39424982142764264
MIR7703,1,0.7779756009876143,0.3785340523317757,0.03604885841733385,1.5199023435578947,0.039856524289816765,0.0,0.0,up,1,0,1.0,,0.39424982142764264
CCNT2,3,-0.533960296533981,0.25983291129780667,-1.043232802677682,-0.024687790390280018,0.03987764278100547,0.12602029187403527,0.6300262379335194,down,0,3,1.0,0.25,0.39424982142764264
ZNF143-AS1,2,-0.31032286862883623,0.15102332351946685,-0.6063285827269913,-0.01431715453068122,0.03989823443393259,0.0,0.0,down,0,2,1.0,0.5,0.39424982142764264
DSG3,3,0.2870171537983433,0.13970915734997782,0.01318720539238677,0.5608471022042998,0.03993791998157059,0.0,0.0,up,3,0,1.0,0.25,0.39424982142764264
MIR196A1,1,-0.7776308553252397,0.37852363490009133,-1.5195371797294186,-0.03572453092106065,0.03993906259543341,0.0,0.0,down,0,1,1.0,,0.39424982142764264
FAM216A,3,0.287219952237756,0.13982198191325776,0.013168867687770758,0.5612710367877412,0.03995797347405783,0.0,0.0,up,3,0,1.0,0.25,0.39424982142764264
HIF1A,3,0.2870746194378772,0.13975624314138657,0.013152382880759539,0.5609968559949949,0.03996509983971852,0.0,0.0,up,3,0,1.0,0.25,0.39424982142764264
VEGFC,3,0.8161056697121938,0.397343453331853,0.03731250118176188,1.5948988382426257,0.039984896032855266,0.3850018057045071,0.8187716681815135,up,3,0,1.0,0.25,0.39424982142764264
SCML1,3,-0.4524252531229682,0.22028944458507593,-0.8841925645097171,-0.020657941736219376,0.03999734221050888,0.07371798754649285,0.4991141139627922,down,0,3,1.0,0.25,0.39424982142764264
JAZF1,3,0.28725658411494304,0.13987940691482065,0.01309294656189458,0.5614202216679915,0.040014260060147855,0.0,0.0,up,3,0,1.0,0.25,0.39424982142764264
AGO4,3,0.2867369367983161,0.1396329902454026,0.013056275917326998,0.5604175976793051,0.04002369944108253,0.0,0.0,up,3,0,1.0,0.25,0.39424982142764264
CTDSP1,3,0.33443921618410555,0.1628953893370194,0.015164253083547574,0.6537141792846635,0.040063658381214395,0.01618010855471523,0.1569653290491913,up,3,0,1.0,0.25,0.39424982142764264
COL14A1,3,0.6141503544442847,0.29921196437795955,0.027694904263483977,1.2006058046250854,0.040115320655944586,0.1886958855936813,0.7356639784171887,up,3,0,1.0,0.25,0.39424982142764264
UBE3B,3,-0.7495688218194364,0.3651973662190557,-1.4653556596087856,-0.03378198403008725,0.04012076869139414,0.3139203118085202,0.767754835451103,down,0,3,1.0,0.25,0.39424982142764264
MBOAT1,3,-0.6425795035888645,0.31308262412236226,-1.2562214468686945,-0.028937560309034493,0.04012809823414143,0.21361695375127546,0.7721861326809859,down,0,3,1.0,0.25,0.39424982142764264
ISY1-RAB43,1,0.7767775770366193,0.378497869392082,0.0349217530281386,1.5186334010451001,0.04014400606660352,0.0,0.0,up,1,0,1.0,,0.39424982142764264
C1orf56,3,0.42922895239506265,0.20920028460263995,0.01919639457388833,0.839261510216237,0.04019291044066442,0.0606403762150869,0.44592616544992275,up,3,0,1.0,0.25,0.39424982142764264
SCNM1,3,0.28666342995052735,0.13972386040180745,0.012804663562984764,0.56052219633807,0.040204404941377225,0.0,0.0,up,3,0,1.0,0.25,0.39424982142764264
PAGE3,1,-0.7764792096220173,0.37848886618024785,-1.518317387335303,-0.03464103190873158,0.040215889113928184,0.0,0.0,down,0,1,1.0,,0.39424982142764264
SH2B1,3,-0.2867691177005059,0.13979322291235644,-0.5607638346087245,-0.01277440079228731,0.040229888306510864,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.39424982142764264
LOC100288966,1,-0.7763827950788293,0.378485957573124,-1.5182152719221524,-0.03455031823550636,0.040239141848057866,0.0,0.0,down,0,1,1.0,,0.39424982142764264
LOC102723502,1,-0.7763827950788293,0.378485957573124,-1.5182152719221524,-0.03455031823550636,0.040239141848057866,0.0,0.0,down,0,1,1.0,,0.39424982142764264
POTEB,1,-0.7763827950788293,0.378485957573124,-1.5182152719221524,-0.03455031823550636,0.040239141848057866,0.0,0.0,down,0,1,1.0,,0.39424982142764264
POTEB2,1,-0.7763827950788293,0.378485957573124,-1.5182152719221524,-0.03455031823550636,0.040239141848057866,0.0,0.0,down,0,1,1.0,,0.39424982142764264
POTEB3,1,-0.7763827950788293,0.378485957573124,-1.5182152719221524,-0.03455031823550636,0.040239141848057866,0.0,0.0,down,0,1,1.0,,0.39424982142764264
POTEH,1,-0.7763827950788293,0.378485957573124,-1.5182152719221524,-0.03455031823550636,0.040239141848057866,0.0,0.0,down,0,1,1.0,,0.39424982142764264
SHMT1,3,-0.34915616097321883,0.17021584494347627,-0.6827792170624323,-0.015533104884005333,0.04024208714237287,0.022234295870322433,0.0958971870936203,down,0,3,1.0,0.25,0.39424982142764264
C1D,3,-0.2867698693359721,0.1398144791546344,-0.5608062484790555,-0.012733490192888663,0.04025972253727028,0.0,0.0,down,0,3,1.0,0.25,0.39424982142764264
MIR205,1,-0.7762715077354665,0.3784826007087674,-1.5180974051246505,-0.03444561034628246,0.04026599636541001,0.0,0.0,down,0,1,1.0,,0.39424982142764264
MIR205HG,1,-0.7762715077354665,0.3784826007087674,-1.5180974051246505,-0.03444561034628246,0.04026599636541001,0.0,0.0,down,0,1,1.0,,0.39424982142764264
CIMAP1D,3,0.2864391841847869,0.13968099945102516,0.012664425260777601,0.5602139431087962,0.04029940900961071,0.0,0.0,up,3,0,1.0,0.25,0.39424982142764264
ZNF503,3,0.3092318532690084,0.15080022176771868,0.013663418604279831,0.6048002879337371,0.04030532274423426,0.007213293282879971,0.0,up,3,0,1.0,0.25,0.39424982142764264
OGFOD2,3,-0.5576295028935148,0.27194024653182314,-1.090632386095888,-0.024626619691141438,0.040309918708265835,0.1439762734723949,0.6385549237161551,down,0,3,1.0,0.25,0.39424982142764264
TAF1A-AS1,1,-0.5715501801219403,0.2787435821364665,-1.1178876011094145,-0.025212759134465967,0.04032039759487111,0.0,0.0,down,0,1,1.0,,0.39424982142764264
NFE4,2,0.45484457323040933,0.22190788370708142,0.01990512116452975,0.889784025296289,0.04039372206818004,0.0,0.0,up,2,0,1.0,0.5,0.39466189273333696
IL7R,3,0.5581872307235394,0.2723516020584265,0.024378090689023413,1.0919963707580553,0.04041230731202816,0.14480274654197442,0.6607974934572154,up,3,0,1.0,0.25,0.39466189273333696
MXRA5,3,0.46472549903986843,0.2267719260542766,0.020252523973486314,0.9091984741062505,0.04043201687703557,0.08127644176688159,0.5267785702035659,up,3,0,1.0,0.25,0.39466189273333696
GPN2,3,-0.4958167100949526,0.24194567219219823,-0.9700302275916611,-0.02160319259824406,0.04043382104176374,0.10129069950562584,0.5952881091648488,down,0,3,1.0,0.25,0.39466189273333696
PTPRCAP,3,0.28614878772449637,0.1396519439578252,0.01243097756715894,0.5598665978818338,0.04046074636528041,0.0,0.0,up,3,0,1.0,0.25,0.39475072676293627
C4BPA,3,0.32791559069277243,0.16007643043125458,0.014165787047513478,0.6416653943380314,0.040511629549422334,0.013901622598697289,0.3732127119311901,up,2,1,0.6666666666666666,1.0,0.3950731218102406
IFNLR1,3,-0.2861460386234831,0.13977345679047776,-0.5601020139328194,-0.012190063314146682,0.040637174990869274,0.0,0.0,down,0,3,1.0,0.25,0.39605041427601206
CLDN7,3,-0.527766382770195,0.25782363699392025,-1.0331007112782786,-0.022432054262111367,0.040657552212438386,0.1230482376732426,0.5855309321635267,down,0,3,1.0,0.25,0.39605041427601206
NLGN4X,3,0.34608206268222336,0.16907416536989928,0.014696698557220778,0.6774674268072259,0.04066549158186894,0.021133206381252705,0.30991396080200223,up,3,0,1.0,0.25,0.39605041427601206
MEST,3,-0.5679367337164345,0.2774847033368712,-1.111806752256702,-0.024066715176166986,0.04068443669408217,0.15282933987313707,0.6755009281039926,down,0,3,1.0,0.25,0.3960607558082804
TMEM229B,3,0.2857174393551615,0.1396250193575843,0.012052401414296199,0.5593824772960267,0.040724918532226484,0.0,0.0,up,3,0,1.0,0.25,0.39628065497944637
API5,3,-0.2857925964748795,0.13968587533484822,-0.559576912131182,-0.012008280818576966,0.040759684340742064,0.0,0.0,down,0,3,1.0,0.25,0.39636409206278056
WDR48,3,-0.2858750416790903,0.13973283659315167,-0.5597514014016676,-0.011998681956513046,0.04076928711423733,0.0,0.0,down,0,3,1.0,0.25,0.39636409206278056
MTERF1,3,-0.5392360938801097,0.2636474832579153,-1.0559851610656237,-0.02248702669459568,0.04082607687385997,0.13146162423618615,0.6181657508189227,down,0,3,1.0,0.25,0.39666451073263315
GPR119,3,0.2855061624488969,0.13960983369784652,0.011870888401117774,0.559141436496676,0.04085199641276693,0.0,0.0,up,3,0,1.0,0.25,0.39666451073263315
NPHP1,3,0.3537399136591807,0.17298784450897908,0.014683738421581716,0.6927960888967797,0.04086638790899677,0.02457658651725866,0.17999555073501758,up,3,0,1.0,0.25,0.39666451073263315
SLC35G3,2,-0.4545104362507125,0.22227319958388916,-0.8901659074351354,-0.018854965066289753,0.040871829750840694,0.0,0.0,down,0,2,1.0,0.5,0.39666451073263315
ACO2P1,1,-0.3764910225863184,0.18418452579419836,-0.7374926931429472,-0.015489352029689596,0.040943972999993965,0.0,0.0,down,0,1,1.0,,0.3971839101951394
EFNA2,3,0.7368265583065905,0.3605017113014663,0.030243204155716574,1.4434099124574644,0.04096421912408488,0.3056936150824421,0.8310575698970234,up,3,0,1.0,0.25,0.3971839101951394
AFG2A,3,-0.2857294844139234,0.13980709777106265,-0.5597513960452062,-0.011707572782640563,0.040979149988526364,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.3971839101951394
GSTCD,3,-0.32515250588235173,0.15911199452790112,-0.637012015157038,-0.01329299660766553,0.04099852679147953,0.013396198337631015,0.0021393646399750525,down,0,3,1.0,0.25,0.3971978883862192
TTLL3,3,0.28612871180278027,0.140036820312201,0.011656543990866297,0.5606008796146942,0.04102877129865945,0.0,0.19770966685206626,up,2,1,0.6666666666666666,1.0,0.39731709573738994
ZNF134,3,-0.39401084752232257,0.19287990973647093,-0.7720554706058056,-0.01596622443883955,0.04107441354872421,0.043788299549873545,0.3381567252310186,down,0,3,1.0,0.25,0.3975852433844384
ARL14,3,-0.28521916833196026,0.13965478318527141,-0.5589425433750923,-0.011495793288828271,0.041120217183790664,0.0,0.0,down,0,3,1.0,0.25,0.3977158184554082
EIF2B2,3,0.28550342934451317,0.1398084304307455,0.011478905700252007,0.5595279529887743,0.04114116347940744,0.0,0.0,up,3,0,1.0,0.25,0.3977158184554082
RPL23AP87,2,0.45321061936255896,0.22195584864678344,0.018177156014863416,0.8882440827102545,0.04116191130204294,0.0,0.0,up,2,0,1.0,0.5,0.3977158184554082
TDG,3,-0.28508831041821636,0.13962462888438434,-0.5587525830316097,-0.01142403780482304,0.0411694246695139,0.0,0.0,down,0,3,1.0,0.25,0.3977158184554082
SHE,3,0.477388912204054,0.23384382525153213,0.019055014711051033,0.9357228096970569,0.04120253691495779,0.09055763712775357,0.5617063723666429,up,3,0,1.0,0.25,0.3977158184554082
TNS3,3,-0.2851845597974696,0.13969950250964805,-0.5589955847163798,-0.01137353487855941,0.04120966592016029,0.0,0.0,down,0,3,1.0,0.25,0.3977158184554082
PVRIG,3,0.2851240762118865,0.13967259076917657,0.011365798304300456,0.5588823541194725,0.04121360921818584,0.0,0.0,up,3,0,1.0,0.25,0.3977158184554082
CAMK2D,3,-0.608272008225519,0.2980117322089212,-1.1923750033550045,-0.024169013096033476,0.04124080115648754,0.18621609203069633,0.6492490982872151,down,0,3,1.0,0.25,0.3978048881588543
OR2J3,1,-0.7721395304759835,0.3783582836621513,-1.5137217664537999,-0.03055729449816702,0.04127440452317376,0.0,0.0,down,0,1,1.0,,0.3979556974204307
RAET1K,1,0.5686415623951743,0.2786894968522789,0.022410148564707688,1.1148729762256409,0.04130924744459431,0.0,0.0,up,1,0,1.0,,0.39811832165162325
NINJ1,3,0.28552315627468905,0.13997370879596016,0.011174687034607111,0.559871625514771,0.04136684367785115,0.0,0.0,up,3,0,1.0,0.25,0.39849999431638516
ETS2-AS1,1,0.7715437465735582,0.3783404099373337,0.02999654309638411,1.5130909500507324,0.041421638294390765,0.0,0.0,up,1,0,1.0,,0.3988543579590749
NNMT,3,0.3986818365435513,0.19556712588839179,0.015370269802303438,0.7819934032847993,0.04149063242950746,0.04598226745996952,0.3636854293571357,up,3,0,1.0,0.25,0.39934284353968624
NNAT,3,0.28477741527332745,0.1397053066072733,0.010955014323071832,0.558599816223583,0.04150843120189451,0.0,0.0,up,3,0,1.0,0.25,0.39934284353968624
SNORD15A,1,0.7711014534013554,0.37832714936527795,0.02958024064541065,1.5126226661573001,0.04153124148332413,0.0,0.0,up,1,0,1.0,,0.3993887994490575
LOC441179,1,-0.7707224449373309,0.3783157918381149,-1.5122213969400362,-0.029223492934625672,0.04162536677824152,0.0,0.0,down,0,1,1.0,,0.4000997522445144
LIMS2,3,0.7153542068300834,0.35116523272271805,0.027070350693556122,1.4036380629666108,0.041641302610900155,0.28643700790880794,0.8213177976285987,up,3,0,1.0,0.25,0.4000997522445144
LY6K,3,0.28433361279808667,0.13960570644654885,0.010706428162850945,0.5579607974333224,0.04168106948113004,0.0,0.0,up,3,0,1.0,0.25,0.40028896992379165
ZNF860,1,0.7704116370174537,0.3783064819498893,0.028930932395670683,1.511892341639237,0.041702695797205876,0.0,0.0,up,1,0,1.0,,0.40028896992379165
KIRREL1,3,0.7131702988320836,0.35021989590169544,0.02673930286476056,1.3996012947994068,0.04171521843067283,0.28315107060250055,0.7546909952780873,up,3,0,1.0,0.25,0.40028896992379165
HLA-L,2,0.5936216050338818,0.2915745513750969,0.022135484338691946,1.1651077257290718,0.04175868386907644,0.06598019116772699,0.3786810585178668,up,2,0,1.0,0.5,0.40038767969597333
MAVS,2,-0.4529064402650542,0.22246143792918646,-0.8889308586062596,-0.016882021923848745,0.04176166253206748,0.0,0.0,down,0,2,1.0,0.5,0.40038767969597333
THSD4,3,0.43259502934082994,0.21250897239195274,0.01607744345260259,0.8491126152290573,0.041784974285446363,0.06435136854916551,0.46910385616201367,up,3,0,1.0,0.25,0.4004378301600089
CDT1,3,-0.2848465084600062,0.13995123537134124,-0.559150929787835,-0.010542087132177358,0.041817995237650174,0.0,0.00450522200933628,down,1,2,0.6666666666666666,1.0,0.40050972470258694
THOC2,3,-0.7209279549600942,0.3542258889884261,-1.4152106973774092,-0.026645212542779073,0.041828644657835534,0.29186620135946256,0.8018631508452312,down,0,3,1.0,0.25,0.40050972470258694
QARS1,3,-0.2844250461439586,0.13977999174946507,-0.5583938299729101,-0.01045626231500707,0.041870483355528565,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.4005536984820524
ATP5PD,3,-0.42227688465867963,0.20754905598544965,-0.8290730343901609,-0.015480734927198314,0.04189231382418157,0.05890481040508066,0.42756005212915227,down,0,3,1.0,0.25,0.4005536984820524
H2AC15,3,-0.28403442054188527,0.13963180592025706,-0.5577127601455891,-0.010356080938181411,0.04193475419999804,0.0,0.0,down,0,3,1.0,0.25,0.4005536984820524
WNT5A,3,0.2841799986105294,0.13970455447288183,0.010359071843681011,0.5580009253773778,0.04193648907325098,0.0,0.0,up,3,0,1.0,0.25,0.4005536984820524
SH3KBP1,3,-0.301856086180715,0.14839882820858255,-0.5927177894695368,-0.01099438289189325,0.041942852371920636,0.005409731170582333,0.38216060629758714,down,0,3,1.0,0.25,0.4005536984820524
LIN7C,3,-0.37625562373156746,0.18499001500657597,-0.7388360531444563,-0.013675194318678585,0.041959262857455326,0.03555425359648574,0.25458468238420007,down,0,3,1.0,0.25,0.4005536984820524
COX7A1,3,0.6539992883529918,0.3215471397628402,0.02376689441782498,1.2842316822881585,0.04196024861322045,0.22783639522562643,0.7340709029858175,up,3,0,1.0,0.25,0.4005536984820524
MARCHF9,3,0.28420865696040176,0.1397468745138825,0.010304782913192034,0.5581125310076115,0.041977926318546244,0.0,0.0,up,3,0,1.0,0.25,0.4005536984820524
KIAA0586,3,-0.28405468113448673,0.13968823320582574,-0.5578436182179052,-0.010265744051068282,0.04200300254625022,0.0,0.0,down,0,3,1.0,0.25,0.40062036924711614
UBE2Q2P13,1,-0.5664888720416428,0.278649638888551,-1.1126421642632027,-0.020335579820082827,0.04205464184492722,0.0,0.0,down,0,1,1.0,,0.4008582304134578
GLB1L,3,0.28422989322378495,0.13983390921324254,0.010155431165829565,0.5583043552817404,0.04209042846293731,0.0,0.0,up,3,0,1.0,0.25,0.4008582304134578
EMILIN1,3,0.5596253412303754,0.27532893242073725,0.019980633685730442,1.0992700487750204,0.04209598018232441,0.1497922433404528,0.691281428984136,up,3,0,1.0,0.25,0.4008582304134578
TRUB2,3,-0.7799287611815864,0.38372370410082446,-1.5320272212192023,-0.02783030114397045,0.04210034063041057,0.354433030972544,0.8118818367172959,down,0,3,1.0,0.25,0.4008582304134578
VAT1,3,0.3015099721630097,0.14849801408098223,0.010453864564284487,0.5925660797617349,0.042316167258395154,0.005662335476183643,0.0,up,3,0,1.0,0.25,0.4025729436286865
KCND3,3,0.5627696703593252,0.27717301594361937,0.019510559109831238,1.1060287816088192,0.042316783888002085,0.15240468267049026,0.6859918764441669,up,3,0,1.0,0.25,0.4025729436286865
ACSF2,3,-0.7001602867129869,0.34493154934062675,-1.3762261234206155,-0.02409445000535848,0.04237149951578134,0.2728056137602986,0.7693496838868605,down,0,3,1.0,0.25,0.402920394923147
ITM2A,3,0.2833294126450576,0.1396334639218832,0.009647823358166552,0.5570110019319487,0.04244872508865183,0.0,0.0,up,3,0,1.0,0.25,0.4034815083855674
KIF20A,3,-0.2830746836549707,0.13962006752476955,-0.556730016003519,-0.009419351306422352,0.04261496562646694,0.0,0.0,down,0,3,1.0,0.25,0.4046597179086589
SMPD4BP,1,0.7667783882864925,0.37819791382936013,0.025510477180946678,1.5080462993920383,0.04261613524162458,0.0,0.0,up,1,0,1.0,,0.4046597179086589
CD3G,3,0.41792834527256617,0.20614599661099953,0.013882191915007114,0.8219744986301252,0.04262749455370485,0.05736043042936818,0.4185168620558278,up,3,0,1.0,0.25,0.4046597179086589
LOC100996792,1,0.7662981929632748,0.3781836007870072,0.025058335420740763,1.507538050505809,0.04273817775425659,0.0,0.0,up,1,0,1.0,,0.4055365992817141
CEACAM19,3,-0.28284398069560457,0.1396148673129061,-0.5564891206289004,-0.009198840762308647,0.0427763392968582,0.0,0.0,down,0,3,1.0,0.25,0.4056918004951263
NOP10,3,0.31836148471177717,0.15715791673920707,0.010331967902931338,0.626391001520623,0.04279117017910394,0.011749386985310792,0.2141084721447876,up,3,0,1.0,0.25,0.4056918004951263
SARS2,3,-0.32712465188780926,0.16157170261062154,-0.6438051890046275,-0.010444114770991053,0.04290426749984655,0.01520560316902088,0.011872455960983163,down,0,3,1.0,0.25,0.4059503950026651
LGR5,3,0.5146743295053121,0.2542362049625989,0.01637136777861825,1.0129772912320059,0.04292959562421439,0.11790773449907038,0.6157492549126268,up,3,0,1.0,0.25,0.4059503950026651
ADD2,3,-0.28272144922552805,0.13966267010209601,-0.5564602826256362,-0.00898261582541987,0.04293759573251643,0.0,0.0,down,0,3,1.0,0.25,0.4059503950026651
