Supplementary Table 2: Differential expression results (DESeq2) of ulcerative colitis patients vs healthy controls. (i) UC vs CON);;;;;;
row;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
CROCCP2;119.5836527;-0.195458093;0.065920576;-2.965054399;0.003026294;0.006540682
TUBG1;25.98968868;0.222182678;0.074941205;2.964759889;0.003029193;0.006545703
IFIT5;112.212027;-0.240657954;0.081183192;-2.964381497;0.00303292;0.006552513
CTSL;32.39183974;-0.283145269;0.095539334;-2.963651275;0.003040126;0.006566834
SPATS2;18.8120066;0.280702987;0.094740724;2.962854573;0.003048005;0.006582604
APLP2;1630.446101;-0.105786965;0.035721932;-2.961400955;0.00306243;0.0066125
PLA2G6;24.47436153;0.22440534;0.075781558;2.961213068;0.003064299;0.00661528
PRDM1;272.2589535;-0.144071127;0.048677937;-2.959680226;0.003079585;0.006645759
MIR29A;24.16680415;0.262347258;0.088640248;2.959685499;0.003079532;0.006645759
STARD3NL;46.77301847;-0.241957105;0.081832593;-2.956732731;0.003109175;0.006708341
LARP4;47.1329179;-0.21703609;0.073412546;-2.956389623;0.003112636;0.006714536
C9orf91;65.59176331;-0.162362578;0.054941914;-2.955167853;0.00312499;0.006739907
PSMB5;124.7019435;0.116393224;0.039387951;2.955046409;0.00312622;0.006741283
SSPN;19.55936317;0.315187878;0.106668246;2.954842617;0.003128286;0.006743181
CHCHD4;27.4025861;-0.200423676;0.067827584;-2.95489924;0.003127712;0.006743181
THAP7;48.80801688;0.183337986;0.062068848;2.953784277;0.003139033;0.006765066
RP11.97C16.1;19.68584586;-0.316352716;0.107153054;-2.952344372;0.00315371;0.006795409
LSM11;18.8570459;-0.258741803;0.087644737;-2.952165902;0.003155533;0.00679805
CLDND1;71.87594517;-0.211797811;0.07175409;-2.951717602;0.003160118;0.006806638
CCNF;15.40675045;0.324765896;0.110073696;2.950440555;0.003173211;0.006833546
MGST2;107.1382033;0.160272162;0.054335974;2.949651026;0.00318133;0.006849734
DTD2;27.71251341;-0.268537993;0.09109122;-2.948011825;0.003198248;0.006884857
BRF2;37.52185899;-0.175399524;0.059508504;-2.947469903;0.003203859;0.006895632
OGDH;212.0182492;-0.111796141;0.037945853;-2.946201793;0.003217025;0.006922657
C10orf32;56.41917655;-0.241398263;0.081957133;-2.94542104;0.003225155;0.006938839
SNRPA1;27.65766361;-0.250621688;0.085100679;-2.945002216;0.003229523;0.006946925
ABCD2;19.31931759;-0.347473597;0.117994496;-2.944828852;0.003231334;0.006948359
LINC00211;41.38152705;0.271367012;0.092150585;2.944821378;0.003231412;0.006948359
MAPRE2;243.5591421;-0.101245794;0.034382222;-2.944713514;0.003232538;0.006949469
PITPNC1;141.406958;-0.119395848;0.040559024;-2.943755427;0.003242561;0.0069697
ZNF559;23.2463204;-0.252664828;0.085881708;-2.942009827;0.003260896;0.007007785
RRP7A;120.2990579;0.167416721;0.056909137;2.941824995;0.003262843;0.007010644
MARCKSL1;118.7866614;-0.169991108;0.057788521;-2.941606822;0.003265142;0.007011612
SSH3;50.59348076;0.178220558;0.060584762;2.941672987;0.003264445;0.007011612
CTC.429P9.5;30.39362827;0.255010239;0.086690673;2.941611036;0.003265098;0.007011612
CD96;146.6291759;-0.165990902;0.056432969;-2.941381696;0.003267516;0.007015386
B3GNT1;22.24013084;-0.252048471;0.085714286;-2.940565487;0.003276137;0.007032569
ATP6V1H;95.97502841;-0.110074564;0.037444675;-2.939658725;0.003285739;0.00705185
TPPP3;27.25932075;-0.301148457;0.102447822;-2.9395301;0.003287103;0.007053447
ZNF143;75.3770379;-0.148779089;0.050631136;-2.938490028;0.003298153;0.007074739
GAN;72.16592638;0.162834133;0.055414428;2.938479016;0.00329827;0.007074739
TMEM50A;390.6258718;-0.128771597;0.043833395;-2.937750903;0.003306025;0.007090038
NNT;106.795151;-0.137967578;0.04697355;-2.93713331;0.003312617;0.007102835
SFT2D1;138.6748784;0.138910569;0.047299664;2.936819354;0.003315972;0.007108689
ATP2B4;443.1086923;-0.109952759;0.037444272;-2.936437393;0.003320058;0.007115998
RBM19;55.82536096;-0.161541243;0.055013668;-2.936383793;0.003320632;0.007115998
LASP1;2968.222081;0.114488902;0.038995814;2.935927993;0.003325515;0.00712512
L3HYPDH;23.63185012;-0.316361671;0.107757675;-2.93586208;0.003326222;0.007125292
RBBP9;20.48161526;-0.275034983;0.093684833;-2.935747168;0.003327454;0.00712659
DTNBP1;164.8357335;0.108192058;0.036861806;2.9350721;0.003334702;0.007140769
ZNF331;54.15710247;-0.187702958;0.063958649;-2.934754899;0.003338113;0.007146727
ZC3H3;28.19700137;0.209387849;0.0713493;2.934686792;0.003338845;0.007146951
SGSM3;52.68753256;0.163955142;0.055869526;2.934607698;0.003339696;0.007147428
SERPINH1;20.91187627;-0.265388571;0.090457837;-2.933837249;0.003347997;0.007163845
AFG3L2;96.14583921;-0.125289351;0.042712404;-2.933324702;0.00335353;0.007174334
SMAP2;2241.605241;0.199699012;0.068089409;2.93289387;0.003358187;0.007182946
RPL22L1;46.43385721;0.389454414;0.132827808;2.932024695;0.0033676;0.007201726
WBP1L;350.0663763;-0.080060225;0.027313397;-2.931170597;0.003376873;0.0072202
RPS15AP10;66.73494949;0.20906771;0.071331315;2.93093869;0.003379395;0.007224234
SLC46A3;101.1356395;0.116567299;0.039772336;2.930863807;0.003380209;0.007224618
FERMT3;608.460141;0.127530759;0.043518369;2.930504118;0.003384125;0.007230293
MOB4;72.37748175;-0.222100344;0.07578915;-2.930503166;0.003384135;0.007230293
SSB;133.1054538;-0.190663595;0.065066945;-2.930268119;0.003386696;0.007234406
HKDC1;20.9632811;-0.312416595;0.106625453;-2.930037679;0.003389209;0.007238414
MTMR2;26.31833932;-0.228298711;0.077923324;-2.929786617;0.003391948;0.007242905
EPC1;962.7653774;0.073917807;0.02523552;2.929117586;0.003399258;0.007257151
EIF4EBP1;30.90418923;0.211066783;0.072074108;2.928468895;0.003406359;0.007270947
ADNP2;105.8071771;-0.121969923;0.04165501;-2.928097336;0.003410433;0.007278276
RP11.104N10.1;9.118216785;0.400276997;0.136727802;2.927546499;0.00341648;0.007289814
NDRG2;24.53515588;-0.260447853;0.088981749;-2.92698058;0.003422703;0.007301723
HELB;25.63990546;0.286735891;0.09797402;2.926652287;0.003426317;0.007308063
SIMC1;37.70743902;-0.189044695;0.06461092;-2.925893854;0.003434681;0.00732453
CENPF;20.62840954;0.334370922;0.11430971;2.925131409;0.003443108;0.00733853
ZNF26;25.90104049;-0.290945706;0.099466357;-2.925066473;0.003443827;0.00733853
RAB40C;51.68122313;0.176727769;0.060417733;2.925097653;0.003443481;0.00733853
ZNF552;55.63586308;0.17226888;0.05889328;2.925102494;0.003443428;0.00733853
PTPN6;633.8840877;0.122617627;0.041924916;2.924695799;0.003447931;0.007345901
TGM3;26.55672678;0.367783273;0.125776203;2.924108583;0.003454442;0.007358395
RPL38;4672.783479;0.123162879;0.042128287;2.92351973;0.003460983;0.007370948
NCBP1;69.20473032;-0.160426045;0.054898769;-2.922215705;0.003475507;0.007400496
RP11.572P18.1;120.5923455;0.312415305;0.106928087;2.921732854;0.0034809;0.00741059
ZNF506;69.98318233;0.167703858;0.057406799;2.921323997;0.003485471;0.007418935
FAM120A;796.6699795;-0.082017171;0.028084386;-2.920383296;0.003496011;0.007439977
TSPAN5;587.5896649;0.283886305;0.097210637;2.920321411;0.003496705;0.007440063
SLAMF7;176.0690298;-0.207289651;0.070987755;-2.920076147;0.003499459;0.007444529
CDK5;29.53322233;0.194104287;0.066484244;2.91955322;0.003505335;0.007455637
FAM206A;16.14795726;-0.282194032;0.096694532;-2.918407336;0.003518244;0.007481694
RNU6.60P;19.20581554;0.259248368;0.088852512;2.917738196;0.003525802;0.007496366
COMMD7;226.6135003;0.096327487;0.033015322;2.917660037;0.003526686;0.007496844
RP11.731C17.2;12.18575311;0.324914476;0.111409178;2.916406719;0.003540886;0.007525623
ELP6;33.0593885;0.189156285;0.064862862;2.916249424;0.003542672;0.007528012
RASA2;324.6180875;-0.142133272;0.048744521;-2.915882041;0.003546846;0.007535474
FAM198B;179.9763169;-0.24103228;0.082674385;-2.915440848;0.003551864;0.007544727
ZMYM1;19.55824855;-0.284776175;0.097699564;-2.914815189;0.003558992;0.007555636
NOL11;93.45022938;-0.150268893;0.051553012;-2.914842169;0.003558685;0.007555636
UBE2J1;328.8620283;0.159751352;0.054806189;2.914841457;0.003558693;0.007555636
FCRL6;57.420748;-0.339757444;0.11656597;-2.914722386;0.003560051;0.007556473
RASGRF2;58.43748539;-0.234633597;0.08050943;-2.91436166;0.003564167;0.007562479
ZSCAN25;31.36108566;-0.237871974;0.081620713;-2.914357972;0.003564209;0.007562479
PRKAR2B;337.8414669;0.236397135;0.081161426;2.912678434;0.003583434;0.007601851
NOTCH2NL;38.63749902;0.200060233;0.06869199;2.912424483;0.003586349;0.007605199
DISC1;87.04066073;0.162968033;0.055955817;2.912441294;0.003586156;0.007605199
WDR33;221.3742768;-0.094427739;0.032425794;-2.912118048;0.003589869;0.007611246
ARL14EP;82.18468533;-0.222081548;0.076263661;-2.912023163;0.00359096;0.007612139
CREB3L2;167.8184499;-0.115038116;0.039506608;-2.911870233;0.003592719;0.007614448
RP11.5C23.1;27.80077879;-0.26733461;0.091871957;-2.909860827;0.003615897;0.007662146
LAGE3.1;88.74177431;0.144369283;0.049647796;2.907868927;0.003639008;0.007709683
DERL2;147.7850906;0.101137314;0.034786151;2.907401677;0.003644449;0.007719772
FAHD2A;12.92185923;0.322963986;0.111121624;2.906400896;0.003656127;0.007743067
KRCC1;162.9656317;-0.214525959;0.073871096;-2.90405817;0.003683597;0.007798341
PPP1R3D;123.611431;0.161406141;0.055578838;2.904093488;0.003683182;0.007798341
MRPL51;136.9320918;0.136807622;0.047113735;2.903773661;0.003686946;0.007803978
NHP2;75.08963456;0.147799489;0.050909013;2.903208703;0.003693604;0.007816617
NDOR1;15.4576264;0.264426084;0.091085354;2.903058199;0.00369538;0.00781892
RP11.415F23.4;12.41166537;-0.352677375;0.121516993;-2.902288523;0.003704472;0.007836701
TTC34;10.75775016;0.358137958;0.123425798;2.901645866;0.003712079;0.007851334
POLR3GL;285.0492364;-0.145291511;0.05010719;-2.899614008;0.003736224;0.007900934
CLTC;728.0986818;-0.102593591;0.035391207;-2.898844055;0.003745411;0.007918889
EIF6;127.130122;0.122443148;0.042241459;2.898648665;0.003747746;0.007922353
ANAPC13;128.5757995;-0.120245709;0.04148439;-2.898577273;0.003748599;0.007922685
GLE1;166.3840582;-0.096441433;0.033273481;-2.898447393;0.003750152;0.007924495
C1orf56;12.08087207;0.303625617;0.104798637;2.897228689;0.003764752;0.007953869
ATG4A;21.67611592;-0.245829325;0.084874903;-2.896372392;0.003775041;0.007974127
RRP7B;40.07310698;0.235253493;0.081252056;2.89535435;0.003787307;0.007998551
PILRA;513.7919816;-0.152819541;0.052783754;-2.895200299;0.003789167;0.008000993
TPGS2;339.3548333;0.257079555;0.08881248;2.894633213;0.003796018;0.008013972
AC016708.2;22.06615046;0.276248978;0.09546737;2.893648154;0.003807946;0.008037663
B4GALT4;22.57400074;-0.265407691;0.091726191;-2.893477729;0.003810013;0.008040534
ZNF627;16.16442418;-0.300341728;0.103897332;-2.890754951;0.003843177;0.008109017
LLGL1;76.51842215;-0.213013371;0.073690874;-2.890634346;0.003844652;0.008110625
PRR4;63.10594123;0.208008771;0.071973882;2.890059094;0.003851694;0.008123976
SNX24;32.53679505;0.233200644;0.080696428;2.889850895;0.003854246;0.008127851
ZNF780B;49.98486443;-0.19931251;0.069011933;-2.888087637;0.003875919;0.00817204
RUFY1;263.6524989;0.133624876;0.046271753;2.887828267;0.003879116;0.008177266
PLXNB2;103.2167192;-0.168293189;0.058324286;-2.885473615;0.003908252;0.008237159
C12orf5;25.81961123;-0.249191737;0.086383487;-2.884714957;0.003917682;0.008255504
PJA2;493.8330093;-0.14487976;0.050236874;-2.883932639;0.003927428;0.008274508
SLC25A3;727.6371421;-0.087519645;0.030359085;-2.882815659;0.00394138;0.008302367
C8orf59;83.68493239;0.274146248;0.095102846;2.882629262;0.003943713;0.008305743
RP11.545M17.2;18.07079571;0.239917523;0.083233603;2.882459894;0.003945834;0.008308671
LCORL;97.07847272;-0.193659528;0.067240996;-2.880081177;0.003975728;0.00837007
RBMXL1;94.3171273;-0.129840478;0.04508579;-2.879853695;0.003978598;0.008374561
IP6K2;201.078722;-0.083360975;0.028950034;-2.879477612;0.003983346;0.008383005
IMPA2;271.9422305;0.158892026;0.05518328;2.879350875;0.003984947;0.008384824
ZC3H18;157.5556754;-0.118889161;0.041293086;-2.879154222;0.003987433;0.008388503
MAP3K5;361.6925476;-0.105475999;0.03664;-2.878711772;0.003993031;0.008398727
G6PD.1;225.5297605;0.167575628;0.0582201;2.878312253;0.003998092;0.008407817
FAM159A;56.81459813;0.201771957;0.070119477;2.877545095;0.004007826;0.008426731
ZNF548;40.70173251;-0.256038986;0.088988468;-2.877215361;0.004012017;0.008433983
SLC29A3;34.38392693;-0.202243252;0.070314275;-2.876275883;0.004023978;0.008457566
DMPK;10.78226637;0.317070681;0.1103165;2.874190905;0.00405064;0.008512017
AC105399.2;31.45665191;0.199055585;0.069257609;2.874133091;0.004051382;0.008512017
AMMECR1L;58.75677857;-0.151284071;0.052652611;-2.873249198;0.004062735;0.008534294
TLR10;97.48479385;-0.194661311;0.067754043;-2.873058207;0.004065192;0.008537879
AHSA2;206.1405138;-0.161433225;0.056198187;-2.872569979;0.004071479;0.008549505
PPWD1;110.9616214;-0.164722668;0.057352072;-2.872131089;0.004077138;0.008559808
LGALS8;445.7570185;0.080106588;0.027891615;2.872067081;0.004077964;0.008559962
NCR3;37.25839941;-0.232919052;0.081104578;-2.871836066;0.004080946;0.008564642
SYNGR1;28.99292282;0.241971579;0.084299133;2.870392273;0.004099629;0.008602264
TMX3;107.6100518;-0.212712896;0.074155685;-2.868463758;0.004124705;0.008653285
UCKL1;23.50987517;-0.238917451;0.083293313;-2.868386941;0.004125706;0.00865379
GS1.251I9.4;82.86989477;-0.276490669;0.096396172;-2.868274379;0.004127174;0.008655274
ADK;48.32190185;-0.200530233;0.069971942;-2.865866344;0.004158698;0.008719776
MRPL36;19.95104565;0.254646956;0.088881106;2.865029129;0.004169709;0.008741253
MMADHC;260.3723547;0.12779458;0.044618188;2.864181311;0.004180886;0.00876307
NUPL2;33.21815672;-0.259603959;0.090659158;-2.863516114;0.004189675;0.008779873
KIAA1033;260.0568101;-0.159866583;0.055834007;-2.863247547;0.004193228;0.008785701
METRNL;216.7759437;-0.124811748;0.043595072;-2.862978344;0.004196792;0.008789931
DPY30;51.22245982;0.236339056;0.082548659;2.863027211;0.004196145;0.008789931
MT.ATP8;947.8610334;0.184987681;0.064630005;2.86225696;0.004206357;0.008808343
MMGT1.1;176.8732979;-0.110637577;0.038655634;-2.862133281;0.004207999;0.008810159
IGHM;627.9792697;0.267221735;0.093416299;2.860547215;0.004229106;0.008852721
LINC00641;47.10301969;0.162167889;0.056704035;2.859900346;0.004237742;0.008869166
RP11.421E14.2;44.86430072;0.194520901;0.068033887;2.859176646;0.004247422;0.008886157
SYTL3;129.9403425;-0.140639815;0.049187972;-2.859231817;0.004246683;0.008886157
DNAJB2;302.9125161;0.204451163;0.071513691;2.858909404;0.004251002;0.008892011
FAM177A1;175.0358687;0.09770484;0.034180009;2.858537553;0.004255987;0.008900074
TBC1D5;221.3064291;-0.092610716;0.032398302;-2.858505218;0.004256421;0.008900074
CTD.3195I5.1;34.47876641;-0.180865683;0.063278744;-2.858237567;0.004260013;0.008905948
SUDS3;219.5061427;0.149061194;0.052152814;2.858162075;0.004261027;0.008906431
KCNAB3;10.20718356;0.33717693;0.118013786;2.85709781;0.004275341;0.008934708
CD40LG;122.9888805;-0.201336058;0.070474644;-2.856858095;0.004278571;0.008939816
CHORDC1;40.15294861;-0.22683511;0.079456502;-2.854833831;0.004305935;0.008988738
CCDC153;14.22334391;0.314181227;0.110048843;2.854925319;0.004304695;0.008988738
RP11.902B17.1;62.36495308;0.205063737;0.071826996;2.85496748;0.004304124;0.008988738
GIPR;9.911263223;0.358835833;0.1256918;2.854886573;0.00430522;0.008988738
FAM78A;166.9673201;-0.103916876;0.036399195;-2.854922362;0.004304735;0.008988738
CTA.445C9.15;82.11163943;0.21723616;0.076108549;2.854293818;0.004313262;0.009002381
CEP85L;237.0658222;-0.153368827;0.053739018;-2.853956644;0.004317842;0.009010288
LPCAT4;20.18280237;0.367570246;0.12885522;2.852583272;0.004336545;0.009047657
SHOC2;263.2969307;-0.153915708;0.053968084;-2.851976505;0.004344831;0.009063283
OPRL1;53.02813627;0.172158557;0.060366765;2.851876491;0.004346198;0.009064473
CAPZB;1134.87291;0.116757648;0.040954159;2.850935032;0.004359088;0.009089688
GPATCH11;70.48755366;-0.213914232;0.075046411;-2.850425861;0.004366073;0.009102586
TBCC;207.0130795;-0.100454121;0.035248406;-2.849891215;0.004373418;0.00911623
METTL23;81.05367801;-0.156987556;0.055091059;-2.849601381;0.004377405;0.009122869
MED27;117.2390739;0.123527155;0.043356119;2.849128512;0.004383917;0.009134766
LRRC42;27.93364888;-0.222934193;0.078248808;-2.849042679;0.0043851;0.009135558
GOT2;110.0092434;-0.132204268;0.046412978;-2.848433225;0.004393507;0.009151397
BATF2;39.84760449;0.42899138;0.150621076;2.848149755;0.004397423;0.009157702
TMEM135;18.35119171;-0.315683263;0.110840045;-2.848097574;0.004398144;0.009157702
XRCC5;743.926408;-0.064216338;0.022551257;-2.847572416;0.004405407;0.009171146
FBL;1148.622571;0.133044865;0.046734191;2.846842166;0.004415525;0.009190528
CSAD;194.1086068;0.121087687;0.042537184;2.846631483;0.004418448;0.00919493
MARCH7;522.3600229;-0.148627948;0.052214699;-2.846477147;0.00442059;0.009197706
MDN1;140.2010056;-0.156785722;0.055090911;-2.845945361;0.004427979;0.009211395
PFDN4;24.14793018;0.496920781;0.17462135;2.845704615;0.004431328;0.009216676
ERCC6;30.13849822;-0.203617249;0.071557983;-2.845486144;0.004434369;0.009221315
SNX29;100.2605818;-0.130564324;0.045888586;-2.845246189;0.004437711;0.009226579
NOP58;181.6543135;-0.192421157;0.067638011;-2.844867171;0.004442995;0.009235876
LCLAT1;40.96640457;-0.191520691;0.067325955;-2.844678402;0.004445628;0.009239663
ACSL5;101.645274;-0.138227194;0.048595787;-2.844427511;0.004449131;0.009243565
KB.431C1.4;118.4971888;-0.214925552;0.075559545;-2.844452706;0.004448779;0.009243565
RFX2;68.03936799;0.234628449;0.082495237;2.844145412;0.004453072;0.009250064
INPP5E;28.28941062;-0.264064325;0.092864019;-2.843559095;0.004461274;0.009265409
ESD;141.2571469;-0.129550618;0.04557807;-2.842389298;0.004477678;0.009297781
MBIP;17.65491299;-0.302234332;0.106334826;-2.842289245;0.004479083;0.009299002
ZNF337;93.21517822;-0.161943053;0.056979728;-2.842116985;0.004481504;0.009302331
TSHZ2;144.2734045;0.240115642;0.084487507;2.842025401;0.004482792;0.009303306
ZNF692;67.67175094;0.137330083;0.04832509;2.841796732;0.004486008;0.009306586
KIAA1430;129.2213676;-0.173739501;0.061136759;-2.841817303;0.004485719;0.009306586
SNAPC4;22.74472313;0.217792409;0.076642265;2.841674996;0.004487721;0.009308443
SETD3;104.8107952;-0.11993543;0.042211166;-2.841319967;0.004492721;0.009317114
CTSS;5355.441467;-0.096591727;0.03403281;-2.838194335;0.004536955;0.009407133
CEP170;61.13678453;-0.20487396;0.072252299;-2.835535517;0.004574893;0.009484066
SIPA1L1;214.7158416;0.138524648;0.048854942;2.835427515;0.00457644;0.009485545
NRM;79.38094444;0.139738226;0.049284392;2.835344403;0.004577631;0.009486285
RP4.714D9.5;12.82003957;0.311601352;0.109901815;2.835270313;0.004578693;0.009486599
LRRFIP1;3140.734042;-0.090048104;0.031760564;-2.835217466;0.00457945;0.009486599
UTP18;70.40742235;-0.164819621;0.058156749;-2.834058374;0.004596094;0.009519344
KBTBD4;33.34980131;-0.188440571;0.066508092;-2.833348003;0.004606321;0.00953879
RNF114;265.2370021;-0.085761102;0.030281243;-2.832152591;0.004623578;0.009572783
GNPTG;107.5345858;-0.141696241;0.050034867;-2.831949999;0.004626508;0.009577108
GDPD1;13.0761618;0.294995769;0.104174026;2.831759331;0.004629268;0.009581077
SELT;113.8690159;-0.202446341;0.071510595;-2.830997858;0.004640303;0.00960217
ROCK1;1013.294966;-0.116313139;0.041116489;-2.828868432;0.00467129;0.009664533
TOR1AIP2;242.8069772;0.076557497;0.027064675;2.828687121;0.004673937;0.009668251
MSANTD2;26.41318886;-0.243998334;0.08627273;-2.828220835;0.004680751;0.009680585
RPP25;11.48779436;0.316369016;0.111894675;2.827382231;0.004693027;0.009704212
CNOT7;265.9620772;0.091246659;0.032276972;2.826989401;0.004698788;0.009714358
STT3A;87.16449932;-0.130610406;0.046208473;-2.82654669;0.004705288;0.009726029
ASGR1;94.494328;0.175832852;0.062221359;2.825924318;0.00471444;0.009741407
FAM117B;87.78866629;-0.181883028;0.064361543;-2.825958183;0.004713942;0.009741407
CTSB;1607.424014;0.171582881;0.060722167;2.82570419;0.004717681;0.009746333
SNRPE;48.71469258;0.264746444;0.09370727;2.825249788;0.004724377;0.009758395
GALNT10;214.0395916;0.106640749;0.037746791;2.825160674;0.004725691;0.009759337
SOWAHC;15.42993295;-0.302621959;0.107121961;-2.825022588;0.004727728;0.009761772
SMG5;76.4175964;0.139499513;0.049388104;2.824556982;0.004734603;0.00977242
AC022182.3;10.67758857;0.355076613;0.125708839;2.824595442;0.004734035;0.00977242
GGA2;145.9461763;-0.129063143;0.045706991;-2.823706868;0.004747178;0.009796598
SSSCA1;25.58627678;0.204370903;0.07237948;2.823602805;0.004748719;0.009798002
SNORA81.1;18.5855385;0.309228819;0.109529503;2.823246799;0.004753996;0.00980711
PCNT;109.7186183;0.133300306;0.047246475;2.821380958;0.004781738;0.009862552
PTPN2;148.8887394;-0.135384606;0.04799312;-2.820916987;0.004788659;0.009875037
ARHGAP1;433.9341773;-0.101803079;0.036094215;-2.820481849;0.004795159;0.009886647
TTYH2;51.13797356;-0.187841028;0.066623206;-2.819453454;0.004810551;0.009916586
EMB;331.9748154;0.148064508;0.052527818;2.818782747;0.004820613;0.009933761
ZFAND1;28.86441163;-0.300789931;0.106709197;-2.818781703;0.004820629;0.009933761
ARID1A;527.1231504;-0.090669261;0.032169496;-2.818485612;0.004825077;0.009941127
TRAPPC13;22.01583234;-0.301510967;0.10700754;-2.81766096;0.004837486;0.009964889
TCERG1;387.8668931;-0.119358206;0.042365463;-2.817346932;0.004842219;0.009972832
SMYD2;54.96668375;-0.215978591;0.076672929;-2.816881955;0.004849234;0.009985473
ASPSCR1;29.91821345;0.193395018;0.068660062;2.816703232;0.004851934;0.009989223
KIAA1377;33.67937466;0.297724275;0.105732752;2.815818834;0.004865309;0.010014949
ZNF503;17.77570626;-0.284065854;0.100905299;-2.815172805;0.004875101;0.01003329
PRSS30P;17.5219638;-0.374031643;0.132869332;-2.81503367;0.004877212;0.010035819
FAM50A.1;90.23672476;0.120358587;0.042757155;2.814934412;0.004878719;0.010037104
MRPS33;46.80856939;0.242319682;0.086095041;2.814560278;0.004884402;0.010046978
PRKDC;201.1552864;0.140155203;0.049807369;2.81394509;0.004893759;0.010064406
BRWD1;252.5569415;-0.133717922;0.047526456;-2.813547124;0.00489982;0.010075051
RP11.589P10.5;24.83686349;0.334037807;0.118757527;2.81277166;0.004911652;0.010097553
GTF2I;13.34244811;0.329481482;0.117146212;2.812566244;0.00491479;0.01010218
RP11.326G21.1;19.19036648;-0.274060448;0.097471351;-2.811702572;0.004928005;0.010127513
WLS;146.1481942;-0.226893295;0.080698415;-2.811620231;0.004929266;0.010128276
RP3.370M22.8;113.140858;0.146726422;0.052197551;2.81098285;0.004939042;0.010144697
ANGPT1;20.06971151;-0.362204026;0.128853067;-2.810984908;0.00493901;0.010144697
NR2C2AP;31.51938586;-0.213096797;0.075832693;-2.810091386;0.004952743;0.010171004
KIAA0141;212.7224698;-0.093486177;0.033268921;-2.810015279;0.004953915;0.010171574
KIF13A;243.8897987;-0.130081142;0.046295618;-2.809793843;0.004957324;0.010176737
DHPS;87.81314926;0.125856135;0.044794702;2.80962097;0.004959988;0.010180368
FAM46C;842.0492446;0.403912261;0.143777161;2.809293619;0.004965034;0.01018836
DDX55;82.9459152;-0.161544349;0.057504395;-2.809252217;0.004965673;0.01018836
SPIN1;119.4786366;-0.132281336;0.047089888;-2.809124007;0.004967651;0.010190581
IMP3;419.1340495;-0.104580916;0.037236608;-2.808551085;0.004976499;0.010206891
JMJD8;72.50385424;0.146743416;0.052278965;2.806930378;0.005001605;0.010254687
MT1X;32.11442794;0.191964359;0.068388555;2.806966146;0.00500105;0.010254687
TMEM39B;46.813396;-0.159885989;0.056972398;-2.80637635;0.005010214;0.010270487
ANO6;183.5726959;-0.134214715;0.047834793;-2.805796896;0.005019232;0.010285267
POLA1;19.37903658;-0.255323303;0.090996862;-2.805847344;0.005018446;0.010285267
INPPL1;312.5185715;0.098221749;0.035015429;2.805099123;0.005030111;0.010305703
TMEM222;37.93812562;0.173487378;0.061848998;2.805015165;0.005031421;0.010306532
ZRANB2;259.9780122;-0.183009266;0.065249932;-2.804742617;0.005035677;0.010311639
TCTN2;12.92259237;-0.315604447;0.112525407;-2.804739446;0.005035727;0.010311639
AC062017.1;11.04574811;0.318276522;0.11348536;2.804560185;0.005038528;0.010315518
INTS7;25.31348375;-0.230314742;0.082144883;-2.803762487;0.00505101;0.010337352
RIN3;312.8046635;0.124647799;0.044456614;2.803807733;0.005050301;0.010337352
KIF16B;27.14743539;-0.258212946;0.092111707;-2.803258717;0.005058907;0.010351652
NXPE3;130.2412835;-0.130448067;0.046551373;-2.802238849;0.005074929;0.010382568
WDR5B;22.00027595;-0.236867514;0.084558347;-2.801231602;0.005090797;0.01041316
SCARB2;98.2286738;-0.141395352;0.050492376;-2.800330728;0.005105027;0.010440391
RP11.589M4.1;15.06660612;0.304841276;0.108863729;2.800209762;0.005106941;0.010442428
KEAP1;104.4887055;-0.114599674;0.040937804;-2.799360524;0.005120393;0.010468053
KIAA0100;130.4364327;0.123134143;0.043990448;2.799110913;0.005124353;0.010474266
NAGA;151.1088607;-0.13553692;0.048422558;-2.799045005;0.005125399;0.010474523
PRUNE;161.1967935;-0.129357751;0.046222572;-2.798584006;0.005132722;0.010487603
RP11.61A14.3;44.88886923;0.195817464;0.069974183;2.798424456;0.005135258;0.010490902
SOCS1;44.6614839;0.28071989;0.10031904;2.798271288;0.005137694;0.010493994
ACADS;57.74875332;0.160739101;0.057460576;2.797380594;0.005151881;0.010521082
MARCH5;139.1400925;-0.154150054;0.055115002;-2.796880139;0.005159867;0.0105355
GRAP2;553.4258091;0.116582808;0.041688351;2.79653202;0.005165429;0.010544791
WAS.1;1456.924125;0.130688179;0.046733111;2.796479355;0.005166271;0.010544791
ARRDC2;165.4983489;-0.106053188;0.037924882;-2.796401286;0.005167519;0.010545447
GNPDA1;201.8231722;-0.109287732;0.039123975;-2.793369841;0.005216202;0.010642885
TTC5;59.43352876;0.161139792;0.057703964;2.792525518;0.005229834;0.010668787
PIGG;71.6061056;-0.134546578;0.048209528;-2.790871094;0.00525664;0.010721548
ECI1;89.86724268;0.129390641;0.046383832;2.78956341;0.005277916;0.010763013
CDCA7L;43.46707322;0.213419162;0.076515424;2.789230587;0.005283343;0.01077215
PLEKHO1;1385.369182;0.092181802;0.033055816;2.78867117;0.005292477;0.010788839
TFDP1;188.9280338;0.276355444;0.099118354;2.788135935;0.005301229;0.010798941
SSBP4;173.9181633;0.139384543;0.04999079;2.788204458;0.005300108;0.010798941
