Supplementary Table 3: Differential expression results (DESeq2) of primary sclerosing cholangitis patients with and without UC comorbidity vs healthy controls. (ii) PSC alone + PSC/UC vs CON);;;;;;
row;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
DGAT1;126.4081143;0.027284415;0.059717453;0.456891805;0.647748814;0.758484794
C16orf74;25.84935055;-0.052372083;0.114654483;-0.456781818;0.647827876;0.758499304
RFXANK;89.62246019;0.028394632;0.062218658;0.456368435;0.64812506;0.758769172
RP11.108M9.4;28.86975415;0.062723068;0.137512761;0.456125439;0.648299778;0.758895625
ZFYVE27;167.0034512;-0.019431615;0.042662675;-0.455471097;0.648770357;0.759225094
COL6A2;12.67413777;-0.069795708;0.153243682;-0.455455697;0.648781433;0.759225094
LINC.PINT;70.31335628;0.031276896;0.068650597;0.455595402;0.64868095;0.759225094
BACE1;17.32548028;-0.054361429;0.119413009;-0.455238749;0.648937486;0.759276859
ZSCAN16;16.15613501;0.058048863;0.127521444;0.455208642;0.648959143;0.759276859
WRNIP1;79.86619766;-0.042157962;0.092770686;-0.454431929;0.649517976;0.759852546
ERH;268.2853772;0.034759579;0.076511987;0.454302389;0.649611197;0.759883466
FEN1;36.33463992;0.043466716;0.095798079;0.45373264;0.650021271;0.760220575
CLK1;392.1852066;0.04111191;0.090611487;0.453716308;0.650033027;0.760220575
RNF167;326.7321824;0.023464813;0.051741228;0.453503211;0.650186432;0.760321825
RNF185;21.0695718;-0.047639862;0.105134608;-0.453132066;0.650453647;0.760556129
SLC25A17;30.29665142;0.04309452;0.09516036;0.452862092;0.650648049;0.760705257
HDDC3;67.55044233;0.031951245;0.070590789;0.452626256;0.650817889;0.760794766
PUM2;465.111452;0.02474488;0.054676351;0.452570076;0.650858351;0.760794766
AC144530.1;26.68731771;0.085775835;0.18974542;0.452057471;0.651227581;0.76114816
BBIP1;85.92724972;0.033650696;0.074479963;0.451808711;0.651406794;0.761279414
NACAP1;50.4455543;-0.042804293;0.094783905;-0.45159875;0.651558071;0.761377996
NIT1;72.88360828;0.024423213;0.054135329;0.451151093;0.651880656;0.761472244
Y_RNA.58;17.04395562;-0.060517237;0.134074748;-0.451369386;0.651723344;0.761472244
MTRNR2L1;361.7384848;0.15546533;0.344485359;0.45129735;0.651775255;0.761472244
NFIC;348.0743226;-0.02624002;0.058178968;-0.451022436;0.651973379;0.761472244
RP11.477N3.1;15.8167151;-0.057851162;0.128254289;-0.451066099;0.65194191;0.761472244
CRIPAK;67.19825873;-0.038363648;0.085120341;-0.450698943;0.652206544;0.761666378
NLRP1;662.582748;0.019562567;0.043420866;0.450533787;0.652325597;0.761716764
GLE1;166.3840582;0.019304197;0.042855042;0.450453337;0.652383594;0.761716764
RNU7.41P;63.68488321;-0.044835729;0.099640413;-0.449975339;0.652728222;0.761922973
LILRB1;145.4419079;0.03408512;0.075772532;0.449834771;0.652829584;0.761922973
ZNF197;17.4613492;-0.057239911;0.127250189;-0.449821817;0.652838925;0.761922973
HBS1L;69.18714486;0.034414999;0.076521311;0.449743978;0.652895057;0.761922973
RFC2;23.41786506;-0.038825873;0.086311974;-0.449831832;0.652831703;0.761922973
FAM73A;36.4895898;-0.037761147;0.08402363;-0.449411037;0.653135171;0.762007449
ARCN1;177.0460613;-0.028215836;0.062782259;-0.449423709;0.653126031;0.762007449
PAPOLA;818.9320824;0.022326811;0.049685247;0.449364995;0.653168378;0.762007449
MTPAP;48.99401393;-0.038496038;0.085791482;-0.448716314;0.653636315;0.762406971
SAMD4B;362.9059274;0.025132305;0.056022417;0.448611586;0.653711875;0.762406971
PER2;41.53741357;-0.033218331;0.074041731;-0.44864336;0.653688949;0.762406971
LINC00847;61.87476017;-0.034869654;0.07780523;-0.448165941;0.654033441;0.762703819
ZNF763;22.08764244;-0.059299536;0.132434439;-0.447765226;0.654322642;0.762962868
NDE1;680.7048612;0.029142641;0.06513597;0.44741241;0.654577317;0.763104582
RNU1.67P;9.853957375;0.07347601;0.164224858;0.447411012;0.654578326;0.763104582
DNM3;35.00245675;-0.052466575;0.117323643;-0.447195246;0.654734094;0.76320797
RP11.445N18.3;10.52537444;-0.067313848;0.15068083;-0.446731332;0.655069057;0.763441985
ZNF486;23.20752987;-0.048624494;0.108825183;-0.446812883;0.655010169;0.763441985
HINT3;61.78779112;0.031671803;0.070931461;0.446512775;0.655226886;0.763547709
RNF103;88.63485853;0.029432111;0.065961842;0.446199052;0.655453468;0.763577115
COPB2;236.3089551;-0.016507803;0.036986774;-0.446316386;0.655368721;0.763577115
ZNF879;11.33277442;0.071447482;0.160113304;0.446230762;0.655430564;0.763577115
RPGRIP1;20.55316029;0.053241316;0.119745273;0.444621445;0.656593347;0.764748414
ING3;246.339682;0.020058264;0.045104831;0.444703228;0.656534237;0.764748414
SPATS2;18.8120066;-0.052122042;0.117341668;-0.444190395;0.656904936;0.764831276
MZT2B;551.3668489;0.031144314;0.07012025;0.444155767;0.656929969;0.764831276
DPM1;66.60019323;0.050638403;0.113958282;0.444359128;0.656782959;0.764831276
PPA2;71.79580102;0.033580923;0.075606991;0.44415103;0.656933394;0.764831276
ZNF124;12.47531043;-0.061470941;0.138499655;-0.443834613;0.657162162;0.76501933
VPS41;151.6017022;-0.017859956;0.040262647;-0.443586242;0.657341755;0.765150107
AC147651.3;15.81063765;-0.069613002;0.157066998;-0.443205783;0.657616896;0.765235494
CHCHD2;1296.23804;-0.021933012;0.049486547;-0.443211606;0.657612685;0.765235494
RBM48;48.42360307;-0.028050913;0.063278815;-0.443290745;0.657555449;0.765235494
RCHY1;88.78445205;0.034386477;0.077659582;0.442784722;0.657921455;0.765511597
BCAP29;69.73659081;-0.03106875;0.07031452;-0.441853972;0.65859488;0.766216785
BTF3L4;63.10866125;-0.039234037;0.088899677;-0.441329348;0.658974583;0.766325163
ACBD5;56.91120615;0.03687536;0.083499267;0.441624958;0.658760621;0.766325163
METTL10;29.41082994;-0.053374595;0.120959529;-0.441259943;0.659024822;0.766325163
PPP6R2;120.9842835;0.024604106;0.055751343;0.441318625;0.658982344;0.766325163
UHRF2;150.0686721;-0.033838252;0.076664804;-0.441379229;0.658938477;0.766325163
PPP3CB;141.8654948;-0.029026833;0.065905237;-0.44043287;0.659623623;0.766708005
SHPK.1;8.814424951;-0.064485236;0.146348145;-0.440628996;0.659481608;0.766708005
PIK3R4;39.56478955;-0.037834688;0.085877979;-0.440563319;0.659529163;0.766708005
RC3H2;266.6872431;0.019091184;0.043343084;0.440466664;0.659599152;0.766708005
GNB1;995.3335404;0.013471048;0.030593968;0.440317136;0.659707432;0.766727086
COMMD1;67.63462729;0.027883895;0.063357868;0.440101532;0.659863572;0.766830221
DENR;153.8718993;0.02753538;0.062624409;0.439690858;0.660161025;0.76692555
H2AFV;623.1624558;-0.013772975;0.03132001;-0.439750022;0.660118169;0.76692555
AGPAT6;138.8381963;-0.020570294;0.046791505;-0.439616008;0.660215244;0.76692555
RENBP.1;53.98929424;-0.045477511;0.103441568;-0.439644444;0.660194646;0.76692555
ZBTB16;73.06210919;-0.070021668;0.159576701;-0.438796315;0.66080913;0.767516512
CRADD;22.10889047;0.045555369;0.103835196;0.438727631;0.660858904;0.767516512
ATL3;173.9982233;-0.028904235;0.066039204;-0.437682966;0.661616119;0.768184102
PDS5B;191.1695857;0.019706003;0.045021071;0.43770623;0.661599253;0.768184102
GEMIN6;28.99634527;-0.046117987;0.105375172;-0.437655151;0.661636285;0.768184102
AC009404.2;27.04682324;-0.061890056;0.141495964;-0.437398029;0.661822713;0.768322144
PTS;13.28460919;-0.075728721;0.173619276;-0.43617692;0.662708372;0.769271824
TTC18;13.04901617;0.060194394;0.138162539;0.435678108;0.663070292;0.769613416
ACN9;18.73644949;-0.067179434;0.154333346;-0.435287874;0.663353486;0.769863573
DDA1;109.7137502;0.021978042;0.050558645;0.434703935;0.663777342;0.770276909
UNKL;123.3142319;-0.024407712;0.05616254;-0.434590591;0.663859626;0.770293826
CANX;567.1972852;-0.021392702;0.049269098;-0.4342012;0.664142342;0.770543282
PDPK1;276.9895386;0.017410141;0.04014072;0.433727673;0.664486209;0.770863628
BBS9;11.40599005;-0.065086028;0.150125187;-0.433545025;0.664618863;0.770938908
RP11.660L16.2;28.94573115;-0.044677667;0.103186149;-0.432981241;0.665028398;0.771335313
CACNB3;13.37873505;0.066286139;0.153140681;0.432844743;0.665127565;0.771371693
GLB1;212.2392155;0.019430225;0.044963783;0.432130564;0.665646522;0.771894861
PCBD2;34.48503457;-0.039077831;0.090472672;-0.43192966;0.665792537;0.771985497
ID2;581.3683321;-0.024487408;0.056750105;-0.431495379;0.666108212;0.772194123
MLLT4;43.62182183;-0.048253279;0.111815645;-0.431543177;0.666073465;0.772194123
RNF4;84.21237507;-0.027203485;0.063067596;-0.431338549;0.666222225;0.772247606
TRIM62;15.30871039;-0.048005184;0.111367056;-0.431053718;0.666429312;0.772408953
RELL2;14.29543668;-0.054973221;0.127761407;-0.430280334;0.666991731;0.772982064
CST3;1106.860207;-0.027142845;0.063095772;-0.430184849;0.667061183;0.772983813
SLC43A1;47.25238938;-0.03715057;0.086440677;-0.429781106;0.667354878;0.773245386
EMC4;107.3186417;-0.028848081;0.067178485;-0.429424404;0.667614397;0.773467312
PHYKPL;113.0879566;-0.020290214;0.04729833;-0.428983725;0.667935069;0.773760033
PGRMC1;129.3405458;0.041596995;0.097096744;0.428407724;0.668354302;0.774166859
RN7SL559P;24.64636888;-0.051773703;0.120940265;-0.428093184;0.668583279;0.774286266
LRRC8A;92.2305944;0.027911484;0.065201691;0.428079142;0.668593502;0.774286266
RPL5P4;12.57204954;-0.057075923;0.133469524;-0.427632626;0.668918608;0.774583919
LIN7C;68.02104333;0.036969577;0.086488922;0.427448695;0.669052546;0.774660169
HDAC5;139.5522205;-0.024692872;0.057855618;-0.42680163;0.66952382;0.775079939
NUDCD1;13.59338479;-0.067038181;0.157084959;-0.426763843;0.669551344;0.775079939
SENP3;54.20859372;0.032063695;0.075175544;0.426517637;0.669730699;0.775206829
LACTB2;24.96460882;-0.04333111;0.101614532;-0.426426309;0.669797234;0.775206829
PIGQ;26.92146781;-0.043900089;0.103140802;-0.425632614;0.670375571;0.775797261
ZBTB44;571.9425023;0.018607189;0.043822356;0.424604949;0.671124684;0.776585185
NDUFC1;55.76447746;-0.025267985;0.059524064;-0.424500327;0.671200967;0.776594467
SLC4A2;40.83417952;-0.035724513;0.084181019;-0.424377297;0.671290675;0.776619281
KCTD9;54.84475072;-0.042286432;0.099783991;-0.42377972;0.671726469;0.777044438
TOR2A;55.22232102;-0.027684454;0.065358368;-0.423579336;0.671872628;0.777134494
MOB3B;34.92565409;-0.055438785;0.130921973;-0.42344905;0.671967664;0.777165408
MAP1S;64.72670638;0.032844031;0.077603293;0.423229865;0.672127559;0.777271319
C5orf56;323.4885446;0.026458945;0.062573204;0.42284785;0.672406273;0.777514602
EOGT;18.03042408;-0.057297841;0.135678716;-0.422305299;0.672802191;0.777893346
PDK1;261.6496728;-0.022764597;0.053937632;-0.42205406;0.672985559;0.778026288
RNF138;65.72240901;0.048126942;0.114056603;0.421956652;0.673056658;0.778029425
ZNF772;25.24511052;-0.0549553;0.130362577;-0.421557328;0.673348159;0.778287311
COG7;33.66422565;-0.037320957;0.088587652;-0.421288476;0.673544444;0.778410728
ATP6V0A1;180.7626433;-0.025839237;0.061343271;-0.421223652;0.673591775;0.778410728
KIAA1279;21.75453555;-0.045756425;0.108848036;-0.420369782;0.674215339;0.778849329
PGM2L1;138.8281291;0.032785243;0.077999007;0.420328973;0.674245147;0.778849329
ADRB2;121.0476576;-0.034006555;0.080882157;-0.420445702;0.674159887;0.778849329
PAK1IP1;21.54738863;-0.0474468;0.112832311;-0.420507205;0.674114967;0.778849329
FGFRL1;17.5962109;-0.049789187;0.118486774;-0.420208813;0.674332917;0.778871634
AIMP2;72.02440118;0.027243111;0.064853519;0.420071434;0.67443327;0.778908468
PIH1D1;124.3625068;-0.025449392;0.060606343;-0.419913016;0.674548999;0.778963049
LLPH;69.56572015;-0.027493189;0.065525633;-0.419579148;0.674792924;0.779165644
PUSL1;17.40798895;-0.04646331;0.110863944;-0.419102082;0.675141529;0.779489058
ZNF720;36.34101228;-0.035580219;0.084942893;-0.418872233;0.675309511;0.779547472
ZNF407;90.77797181;-0.021979677;0.052476832;-0.418845346;0.675329162;0.779547472
CTD.2179L22.1;24.15953801;-0.047758682;0.114138692;-0.418426755;0.675635129;0.779821534
TRAPPC11;66.34979636;-0.031175035;0.074553924;-0.418154178;0.675834396;0.7799724
SSPN;19.55936317;0.055672551;0.133253741;0.417793527;0.676098084;0.780197576
C19orf54;11.51258982;-0.054797371;0.131251074;-0.417500365;0.676312457;0.780365804
WHAMMP3;20.1235456;0.05208958;0.124819998;0.417317579;0.676446132;0.780440893
KBTBD4;33.34980131;-0.037580931;0.090092734;-0.417136095;0.676578865;0.78051488
DNAJB14;251.8539743;-0.024560162;0.058982481;-0.416397578;0.6771191;0.781058907
PGGT1B;36.84171254;0.041918023;0.100802027;0.415845037;0.6775234;0.781446039
DPEP3;21.66542375;-0.051274109;0.123413034;-0.415467538;0.677799674;0.781685443
ZYG11B;292.1076192;-0.020638146;0.049706769;-0.415197897;0.677997038;0.781833803
RP13.638C3.4;8.856538959;-0.076712365;0.184986851;-0.414690904;0.678368192;0.782182519
LCMT1;78.97659767;-0.025354477;0.061200788;-0.414283497;0.678666498;0.782288627
MRPL35;49.54423782;-0.037698695;0.090980905;-0.414358315;0.678611712;0.782288627
EPB41L5;11.08168877;-0.063597846;0.153496278;-0.414328262;0.678633719;0.782288627
ZC3H7A;168.1118136;0.018693796;0.045190209;0.413669157;0.679116418;0.782727939
RAP1B;204.9713753;0.032831598;0.079407275;0.41345832;0.679270853;0.782753695
ACAP1;405.927633;-0.020919458;0.050597213;-0.413450793;0.679276367;0.782753695
TM7SF3;95.08086687;0.023151622;0.056024601;0.413240276;0.679430582;0.78285211
GAPVD1;191.2574189;0.016348803;0.039596229;0.412887877;0.679688763;0.783070284
ZNF518A;153.6270809;0.029291886;0.0710151;0.412474058;0.679991991;0.783087262
C14orf28;22.16215293;-0.050829068;0.123192755;-0.412597868;0.679901263;0.783087262
NEMF;466.8093837;0.019779086;0.047933774;0.412633603;0.679875078;0.783087262
EID1;381.9934838;-0.028536382;0.069196201;-0.412398104;0.680047653;0.783087262
EXOC7;309.8954439;-0.01581214;0.038341026;-0.412407845;0.680040514;0.783087262
KIN;113.6955091;0.023026763;0.055931742;0.411694018;0.68056371;0.783602199
RP11.66N24.3;13.13675627;0.056393193;0.13706641;0.41142971;0.680757472;0.783745979
NUS1;17.75992945;-0.064021243;0.155680487;-0.41123486;0.680900329;0.783831129
SF3B5;515.5636725;0.017999977;0.043794264;0.411012198;0.68106359;0.783939748
AP4E1;47.20251151;-0.032684897;0.079597217;-0.410628642;0.681344858;0.784112659
ZNF583;26.0060708;0.055494243;0.135147648;0.410619379;0.681351652;0.784112659
C16orf93;12.11588721;0.051334795;0.125339186;0.409567005;0.682123605;0.78492164
TIPRL;173.7516157;0.022160309;0.054132347;0.409372774;0.682266116;0.78500623
NRROS;36.68187026;-0.034984355;0.085575941;-0.408810636;0.682678634;0.785401438
RP11.18H7.1;28.2200628;0.051870601;0.127170994;0.40788075;0.683361226;0.786060242
CSPP1;102.7510458;0.027419504;0.067230652;0.407842299;0.683389457;0.786060242
N4BP2L1;126.9445888;0.029741296;0.073154205;0.406556202;0.68433397;0.787067083
RHOBTB3;31.68489846;-0.044719066;0.11005181;-0.406345578;0.684488701;0.787165465
TREX1;66.40844489;-0.032142805;0.079223608;-0.405722566;0.68494646;0.787612277
SLC25A46;75.71807025;0.041120378;0.101427577;0.405416152;0.68517164;0.787791586
PPWD1;110.9616214;-0.029808454;0.073637889;-0.404797774;0.685626165;0.788234527
PIGN;33.47132843;-0.032657867;0.080717144;-0.404596415;0.685774194;0.788245404
RPS9;708.0931779;-0.026221533;0.064808499;-0.404600216;0.6857714;0.788245404
RAB11FIP2;156.7511715;0.023544386;0.058219344;0.404408295;0.685912502;0.788324733
ARAF;212.6880195;-0.0210521;0.052091088;-0.404140138;0.686109671;0.788471689
RRP36;102.2798768;-0.019902255;0.04926621;-0.40397373;0.686232037;0.788532662
C3orf58;81.63035255;0.039057327;0.09678512;0.403546813;0.686546004;0.788813764
GAS2L1;138.2591261;0.037983771;0.094200826;0.403221213;0.686785495;0.789009248
ATP5F1;180.0238601;0.023799699;0.059123628;0.402541247;0.687285739;0.789439659
WDPCP;23.56039887;-0.056710745;0.140888094;-0.402523332;0.687298921;0.789439659
RP11.196G18.22;35.37186454;0.038684028;0.096220387;0.402035669;0.687657776;0.78977211
HIAT1;86.87604233;0.035885094;0.089313249;0.401789148;0.687839209;0.789900746
STXBP3;86.78026524;0.037185266;0.092687315;0.401190452;0.68827991;0.790027952
SNRPE;48.71469258;0.048448351;0.120723268;0.401317421;0.688186439;0.790027952
STAG1;172.7630495;-0.01822748;0.045430067;-0.401220618;0.688257702;0.790027952
GIMAP2;166.8716323;-0.038488455;0.095941232;-0.401166989;0.688297183;0.790027952
CLU;375.6071588;0.047575273;0.118557205;0.40128538;0.688210027;0.790027952
AGPAT3;252.177999;0.020335908;0.050715073;0.400983513;0.688432263;0.790034424
GTF2IRD2B;11.39751049;0.051936844;0.129527781;0.400970688;0.688441705;0.790034424
MOB3C;90.26670562;0.023629481;0.058945136;0.400872443;0.688514039;0.790037744
G2E3;80.48873813;-0.030780485;0.076849302;-0.400530444;0.688765865;0.790246999
STARD10;27.93253522;0.038424724;0.096140109;0.399674228;0.689396477;0.790811022
CHEK2;10.15483731;-0.062178762;0.155552768;-0.399727776;0.689357031;0.790811022
BCAS3;84.72846752;0.024096196;0.060311374;0.399529879;0.689502812;0.790853261
C1GALT1C1;40.88189665;0.04605749;0.115350434;0.399283198;0.689684546;0.790981963
CDC73;241.5195578;-0.0141495;0.035486212;-0.398732326;0.690090447;0.791265883
TBCB;338.9571343;0.015327144;0.038446264;0.398664059;0.690140754;0.791265883
ENPP4;36.65021533;-0.058701417;0.147216251;-0.398742779;0.690082744;0.791265883
MAPKBP1;36.50251733;-0.03760225;0.094347705;-0.398549704;0.690225028;0.791282763
LY86;151.6845272;0.027425466;0.068857567;0.398292695;0.690414445;0.791420165
CEP152;85.00675563;-0.027052163;0.067951389;-0.398110526;0.690548716;0.791494332
SCO1;43.48331342;-0.03192662;0.080281853;-0.397681647;0.690864868;0.791776932
SHISA4;98.79850299;-0.066449668;0.167148692;-0.397548237;0.690963223;0.79180989
ABCC3;37.05478708;-0.045621305;0.114790149;-0.397432234;0.691048749;0.791828142
PDLIM2;544.5154967;0.01990488;0.050159184;0.396834211;0.691489721;0.792253631
GLB1L;12.3163517;0.065118172;0.164272215;0.396404053;0.691806977;0.792497369
OR7E38P;20.05149529;-0.044698943;0.112774486;-0.396356876;0.691841775;0.792497369
CDCA7;15.27057429;0.062532964;0.15795919;0.395880503;0.692193185;0.792820081
IFT80;24.31984364;0.059240158;0.149719603;0.395674027;0.692345518;0.792914733
SLC25A43;12.2540899;-0.059629624;0.150783238;-0.395465868;0.692499106;0.793010803
SLC25A14;36.69617164;-0.031030957;0.078502473;-0.395286367;0.69263156;0.793082654
MIAT;410.6234032;0.033412829;0.084612138;0.394894036;0.692921091;0.793334332
NLK;55.23516491;-0.029503254;0.07479988;-0.394429161;0.693264218;0.793647314
PGLS;154.9483017;-0.019647367;0.0498406;-0.394204074;0.693430378;0.793757663
RASSF5;2041.652444;0.020538774;0.052130004;0.393991416;0.693587377;0.793777647
RPAP1;22.51740659;-0.040679985;0.103246897;-0.394006854;0.693575979;0.793777647
ALMS1.IT1;13.92416387;0.057692818;0.14647286;0.3938806;0.693669194;0.793791433
MTL5;20.78012182;0.042786315;0.108724262;0.393530513;0.693927692;0.793928886
PSMD10;35.00897855;-0.042884035;0.108973025;-0.393528907;0.693928878;0.793928886
EIF2S1;96.69175645;-0.027035621;0.068757016;-0.393205265;0.694167882;0.793962802
TXNDC11;84.13230785;-0.02590547;0.065870615;-0.393278093;0.694114097;0.793962802
UBE2K;244.0071292;-0.01490115;0.037882776;-0.39334894;0.694061777;0.793962802
RP11.356J5.12;11.552724;0.058586245;0.149238931;0.392566768;0.694639488;0.794418168
RPL14P1;14.51919718;0.049582718;0.126387636;0.392306711;0.694831605;0.794418168
RP11.2F9.3;24.09457611;0.052134922;0.132927066;0.392206968;0.694905296;0.794418168
LINS;182.8738587;0.024747818;0.063111301;0.392129749;0.694962348;0.794418168
GNGT2;14.17908065;-0.052901809;0.134919477;-0.392099127;0.694984972;0.794418168
MKRN2;43.39139027;0.035311149;0.090024588;0.392238936;0.694881677;0.794418168
EMC9;15.71826466;0.04661091;0.118934349;0.391904533;0.695128754;0.794472633
CDK5RAP3;201.8156926;-0.016508264;0.042129511;-0.391845623;0.695172283;0.794472633
TMEM187.1;39.65492849;0.030738806;0.078549247;0.391331645;0.695552111;0.794826875
CPNE2;59.55493062;-0.031595597;0.080770175;-0.391179005;0.695664926;0.794875953
CDC42SE2;786.5597932;-0.021502237;0.055067587;-0.390469926;0.69618909;0.795394986
SYTL3;129.9403425;-0.024443838;0.062630504;-0.39028647;0.696324727;0.795470069
LSM14A;343.1652249;-0.018355557;0.047060049;-0.390045429;0.696502954;0.795593786
MNT;150.9987416;-0.017791234;0.045647987;-0.389748494;0.696722534;0.795720565
SETBP1;41.85732313;0.039335202;0.100935536;0.389706181;0.696753825;0.795720565
SPG11;164.6241265;-0.018050876;0.04638361;-0.389164969;0.697154116;0.7960978
DPY19L1;36.85731146;0.034517667;0.088753819;0.388914728;0.697339227;0.796229264
TMTC3;31.76686223;-0.044123;0.113490776;-0.388780498;0.697438528;0.796262733
STON1;11.45611684;0.06078031;0.15662813;0.388054881;0.697975421;0.796715798
COX6C;225.7666751;0.053180881;0.137012681;0.38814569;0.697908222;0.796715798
SNRPB2;352.8030102;0.018602374;0.04797786;0.387728303;0.698217108;0.796876816
PSMG3;134.4798321;0.021412029;0.055231908;0.387674987;0.698256568;0.796876816
PSMA3;129.2672509;0.024610306;0.063542334;0.38730566;0.698529936;0.797108834
SRP9P1;25.63708269;0.053159145;0.137288811;0.387206681;0.698603205;0.797112492
PSMD9;22.2841702;0.038999066;0.100769362;0.387013133;0.698746486;0.79718057
THAP5;108.8121306;0.038884375;0.100492835;0.386936784;0.698803009;0.79718057
TIMELESS;28.95563197;-0.038152356;0.098659054;-0.386709124;0.698971561;0.797292907
DSTN;242.4608414;-0.019686737;0.050949422;-0.386397647;0.699202193;0.797476025
SLAMF7;176.0690298;0.035287288;0.091366097;0.386218619;0.699334766;0.797489173
NOTCH4;8.825610243;-0.066164819;0.17132589;-0.386192762;0.699353914;0.797489173
FAU;4007.795769;0.023608676;0.061147278;0.386095297;0.699426093;0.797491547
HSH2D;205.0301383;-0.028389483;0.073588858;-0.385785067;0.699655855;0.797673581
PLXND1;65.78444516;0.030856439;0.080029026;0.385565589;0.699818422;0.797699047
GRK4;11.44134751;0.054004806;0.140037681;0.385644819;0.699759735;0.797699047
PRKAR1B;26.63164155;-0.039997003;0.103770058;-0.385438766;0.699912366;0.797726206
SLC46A3;101.1356395;0.019340227;0.050203828;0.385234103;0.700063979;0.797819081
SLC35F5;23.92445269;0.051149971;0.132814626;0.385123029;0.700146267;0.797832941
AC005306.3;74.15223015;0.028692283;0.074565663;0.384792167;0.700391403;0.798032348
C4orf27;33.34522847;0.039348758;0.102420092;0.384189829;0.700837756;0.798460961
DUS2;52.88132878;0.026671625;0.069492988;0.383803105;0.701124386;0.798495181
ZNF468;41.19643736;0.040001029;0.104231632;0.383770529;0.701148533;0.798495181
CEP44;51.85274557;0.03678647;0.095846466;0.383806221;0.701122077;0.798495181
HMGXB3;9.828601895;-0.056369298;0.146786316;-0.384022844;0.700961516;0.798495181
HIRA;13.43270087;-0.047927441;0.124935261;-0.383618207;0.701261443;0.798503853
SMIM14;311.9602384;-0.017470127;0.045546019;-0.38357089;0.701296519;0.798503853
SLC27A3;195.7579138;0.020661058;0.053887906;0.383408058;0.701417229;0.798561375
AP001007.1;21.50828596;0.043809112;0.114392303;0.382972554;0.701740115;0.798822949
RP11.421E14.2;44.86430072;-0.031694947;0.082774148;-0.382908767;0.701787411;0.798822949
RPL18AP3;208.4376657;-0.030772997;0.080588501;-0.381853451;0.702570069;0.799553834
FASTKD5;88.40004773;-0.024110422;0.063136991;-0.381874743;0.702554276;0.799553834
NELFE;195.2692609;-0.016415058;0.043002545;-0.381722943;0.70266688;0.799584026
SIAH1;48.53968009;-0.036636382;0.096079185;-0.381314458;0.702969927;0.79977534
AC027763.2;33.26058293;-0.031094201;0.081586954;-0.381117321;0.703116195;0.79977534
RP11.119B16.2;9.93422378;-0.055408373;0.145373459;-0.381145039;0.703095629;0.79977534
PCBP3;14.05994428;0.072134155;0.189181732;0.381295561;0.702983947;0.79977534
RP11.326G21.1;19.19036648;-0.046251575;0.121527475;-0.380585333;0.703510966;0.799937616
PRKAB1;92.59883465;-0.020888908;0.05489193;-0.380546068;0.703540106;0.799937616
PCBP1.AS1;99.11402223;0.021103485;0.055442589;0.380636722;0.703472829;0.799937616
AP001631.1;11.16162452;0.08110624;0.212972827;0.380829051;0.703330101;0.799937616
MYO9B;391.7528459;0.020681386;0.054428336;0.379974616;0.703964258;0.800259929
NKAP;159.247757;0.017660823;0.04647866;0.379977014;0.703962478;0.800259929
CTB.55O6.12;29.50413163;-0.033189737;0.087469751;-0.379442454;0.70435933;0.800461589
FXR1;246.6560514;-0.021390834;0.056384193;-0.379376424;0.704408355;0.800461589
USP49;31.03797058;-0.031802515;0.083832775;-0.379356587;0.704423084;0.800461589
LMBR1;42.11287518;-0.028806535;0.075888614;-0.379589682;0.704250021;0.800461589
IQCE;83.69403513;-0.026315398;0.069419332;-0.379078814;0.704629339;0.800615998
ZNF626;17.50598438;-0.052991582;0.139951165;-0.378643379;0.704952705;0.800823457
RPS10;106.1395571;0.041261591;0.108958611;0.378690504;0.704917705;0.800823457
TOX2;38.35391247;-0.041146013;0.108698909;-0.378531979;0.705035442;0.800837482
PDXDC1;91.21808867;-0.023611532;0.062435941;-0.378172123;0.705302733;0.801061115
CAPN7;57.94828616;-0.032125273;0.085038169;-0.377774747;0.705597935;0.801316401
RPL26;1219.7711;0.062008598;0.164268912;0.377482246;0.705815255;0.801483198
GPN3;29.70815392;-0.042783403;0.113419972;-0.37721225;0.706015877;0.801631002
MCRS1;124.2594103;-0.019221497;0.051013424;-0.37679292;0.706327502;0.801824785
POLN;11.07579711;-0.068727039;0.18237967;-0.37683498;0.706296243;0.801824785
MOCS2;25.29688995;-0.043476843;0.115505268;-0.376405712;0.7066153;0.802071462
ZSCAN25;31.36108566;0.042724086;0.113557832;0.376231967;0.706744452;0.802123698
GKAP1;97.06833666;-0.026988684;0.071749006;-0.376154114;0.706802327;0.802123698
IK;409.4571578;-0.013984662;0.037203719;-0.375894177;0.70699557;0.802262976
NUP37;34.54204275;-0.038973709;0.103792765;-0.375495427;0.707292047;0.802439332
CCDC149;27.09110985;0.038424614;0.102309834;0.375571076;0.707235797;0.802439332
HDAC7;769.4144393;0.018810258;0.050162774;0.374984401;0.707672068;0.802727414
RP11.227G15.8;13.03429055;0.061244076;0.163333124;0.37496421;0.707687085;0.802727414
RP6.218J18.2;8.404033543;0.05165965;0.137849437;0.374754162;0.707843307;0.802824574
TCFL5;40.68403779;-0.035278034;0.094222965;-0.374410139;0.708099201;0.802896807
TMEM50B;129.2135611;-0.029191971;0.077968433;-0.374407559;0.70810112;0.802896807
ATP8A1;186.7864082;-0.034414129;0.091922029;-0.374383913;0.70811871;0.802896807
PCBD1;27.75870209;0.036258894;0.096919416;0.374113828;0.708319631;0.802964572
